record_id,title,priority,final_note,original_source,repository_source,source_sha256,source_bytes,source_lines,records_mapped_to_source,source_layout
467,HtmlRAG- HTML is Better Than Plain Text for Modeling Retrieved Knowledge in RAG Systems,P2,notes/papers/0467.md,S5/S5.2/P2/S5.2_P2_merged.md,notes/original_sources/S5/S5.2/P2/S5.2_P2_merged.md,c69668a8c1a63ea8dc32805a25506835669dbbf22141a4cc303cc126ffcfe983,406314,11941,6,shared/merged
471,ScreenSpot-Pro- GUI Grounding for Professional High-Resolution Computer Use,P2,notes/papers/0471.md,S5/S5.2/P2/S5_2_P2_paper_first_detailed_markdown_notes/S5_2_P2_16_ScreenSpot-Pro_GUI_Grounding_for_Professional_High-Resolution_Computer_Use.md,notes/original_sources/S5/S5.2/P2/S5_2_P2_paper_first_detailed_markdown_notes/S5_2_P2_16_ScreenSpot-Pro_GUI_Grounding_for_Professional_High-Resolution_Computer_Use.md,9f0bb7429105255a9bd28d7031135f31f2878caa92dfe107e5824d0643fd8d23,7962,249,1,standalone
479,RaDA- Retrieval-augmented Web Agent Planning with LLMs,P1,notes/papers/0479.md,S5.3_global.md,notes/original_sources/S5.3_global.md,b25ad57a9a908d384debe4a9c20f4438780d4af1029cb33cc9fbed16dbef434e,116095,3157,5,shared/merged
481,Agent S2 A Compositional Generalist-Specialist Framework for Computer Use Agents,P1,notes/papers/0481.md,S5.3_global.md,notes/original_sources/S5.3_global.md,b25ad57a9a908d384debe4a9c20f4438780d4af1029cb33cc9fbed16dbef434e,116095,3157,5,shared/merged
482,WebRollback Enhancing Web Agents with Explicit Rollback Mechanisms,P1,notes/papers/0482.md,S5/S5.3/P1/07 - 2025-04-WebRollback Enhancing Web Agents with Explicit Rollback Mechanisms.md,notes/original_sources/S5/S5.3/P1/07 - 2025-04-WebRollback Enhancing Web Agents with Explicit Rollback Mechanisms.md,e36e8aaa934bcb73dada82d4cf5607a74d72dbbaa1a546d4f2722b6167ec852a,6220,168,1,standalone
483,AGENTOCCAM- A Simple Yet Strong Baseline for LLM-Based Web Agents,P1,notes/papers/0483.md,S5.3_global.md,notes/original_sources/S5.3_global.md,b25ad57a9a908d384debe4a9c20f4438780d4af1029cb33cc9fbed16dbef434e,116095,3157,5,shared/merged
484,WebDreamer- Is Your LLM Secretly a World Model of the Internet Model-Based Planning for Web Agents,P1,notes/papers/0484.md,S5/S5.3/P1/06 - 2025-05 - WebDreamer- Is Your LLM Secretly a World Model of the Internet Model-Based Planning for Web Agents.md,notes/original_sources/S5/S5.3/P1/06 - 2025-05 - WebDreamer- Is Your LLM Secretly a World Model of the Internet Model-Based Planning for Web Agents.md,0be961a900da46ea5c79263f8a99ed9843de16683b507111771348c76111240d,6418,166,1,standalone
485,WebCoT Enhancing Web Agent Reasoning by Reconstructing Chain-of-Thought in Reflection Branching and Rollback,P1,notes/papers/0485.md,S5/S5.3/P1/08 - 2025-05-WebCoT Enhancing Web Agent Reasoning by Reconstructing Chain-of-Thought in Reflection Branching and Rollback.md,notes/original_sources/S5/S5.3/P1/08 - 2025-05-WebCoT Enhancing Web Agent Reasoning by Reconstructing Chain-of-Thought in Reflection Branching and Rollback.md,ae66dc70fecabbc9d217d5c2f552e43ae0fdc47dc33e2e7f856dad2d3e4dd61a,6534,166,1,standalone
489,WebAnchor- Anchoring Agent Planning to Stabilize Long-Horizon Web Reasoning,P1,notes/papers/0489.md,S5.3_global.md,notes/original_sources/S5.3_global.md,b25ad57a9a908d384debe4a9c20f4438780d4af1029cb33cc9fbed16dbef434e,116095,3157,5,shared/merged
490,Tree Search for Language Model Agents,P1,notes/papers/0490.md,S5.3_global.md,notes/original_sources/S5.3_global.md,b25ad57a9a908d384debe4a9c20f4438780d4af1029cb33cc9fbed16dbef434e,116095,3157,5,shared/merged
495,WebPilot- A Versatile and Autonomous Multi-Agent System for Web Task Execution with Strategic Exploration,P2,notes/papers/0495.md,S5/S5.3/P2/S5_3_P2/paper_first_notes/S5_3_P2_01_WebPilot_A_Versatile_and_Autonomous_Multi-Agent_System_for_Web_Task_Execution_with_Strategic_Exploration.md,notes/original_sources/S5/S5.3/P2/S5_3_P2/paper_first_notes/S5_3_P2_01_WebPilot_A_Versatile_and_Autonomous_Multi-Agent_System_for_Web_Task_Execution_with_Strategic_Exploration.md,3723c604c02053ca5bc8db2eb1b538db4e048f869d0336551a08f381c4c76ccb,7779,251,1,standalone
497,ExACT Teaching AI Agents to Explore with Reflective-MCTS and Exploratory Learning,P2,notes/papers/0497.md,S5/S5.3/P2/S5.3_P2_merged.md,notes/original_sources/S5/S5.3/P2/S5.3_P2_merged.md,990cc73ef6052a058f5dbe22f81eb27041e0d566a38baa66c29dd13277dd075c,439992,13661,1,standalone
501,Inducing Programmatic Skills for Agentic Tasks,P2,notes/papers/0501.md,S5/S5.3/P2/S5_3_P2_paper_first_detailed_markdown_notes/S5_3_P2_08_Inducing_Programmatic_Skills_for_Agentic_Tasks_ASI.md,notes/original_sources/S5/S5.3/P2/S5_3_P2_paper_first_detailed_markdown_notes/S5_3_P2_08_Inducing_Programmatic_Skills_for_Agentic_Tasks_ASI.md,9afa9ade67afe868abc75cb3445a7399811e58fbd68a4ba31c71d01ada9289f7,7261,251,1,standalone
503,BacktrackAgent Enhancing GUI Agent with Error Detection and Backtracking Mechanism,P2,notes/papers/0503.md,S5/S5.3/P2/S5_3_P2_paper_first_detailed_markdown_notes/S5_3_P2_10_BacktrackAgent_Enhancing_GUI_Agent_with_Error_Detection_and_Backtracking_Mechanism.md,notes/original_sources/S5/S5.3/P2/S5_3_P2_paper_first_detailed_markdown_notes/S5_3_P2_10_BacktrackAgent_Enhancing_GUI_Agent_with_Error_Detection_and_Backtracking_Mechanism.md,d382eabcc97993a15adb4182121b5fc52a23a7b3e547fe643b266ab798c0ff0f,7433,251,1,standalone
504,SteP- Stacked LLM Policies for Web Actions,P2,notes/papers/0504.md,S5/S5.3/P2/S5_3_P2_paper_first_detailed_markdown_notes/S5_3_P2_12_SteP_Stacked_LLM_Policies_for_Web_Actions.md,notes/original_sources/S5/S5.3/P2/S5_3_P2_paper_first_detailed_markdown_notes/S5_3_P2_12_SteP_Stacked_LLM_Policies_for_Web_Actions.md,c9c98751b8b584ca066cb0479ac1afd01fd288f8b7e9adbbabb55555c66eb2f1,7049,251,1,standalone
505,Thinking vs. Doing- Agents that Reason by Scaling Test-Time Interaction,P2,notes/papers/0505.md,S5/S5.3/P2/S5_3_P2_paper_first_detailed_markdown_notes/S5_3_P2_13_Thinking_vs._Doing_Agents_that_Reason_by_Scaling_Test-Time_Interaction.md,notes/original_sources/S5/S5.3/P2/S5_3_P2_paper_first_detailed_markdown_notes/S5_3_P2_13_Thinking_vs._Doing_Agents_that_Reason_by_Scaling_Test-Time_Interaction.md,4531564b769075c3a8a725bb623b12d8d79d8c7d05c7ebc0f57d587b84702cd9,7201,251,1,standalone
506,"R2D2- Remembering, Replaying and Dynamic Decision Making with a Reflective Agentic Memory",P2,notes/papers/0506.md,S5/S5.3/P2/S5_3_P2_paper_first_detailed_markdown_notes/S5_3_P2_04_R2D2_Remembering_Replaying_and_Dynamic_Decision_Making_with_a_Reflective_Agentic_Memory.md,notes/original_sources/S5/S5.3/P2/S5_3_P2_paper_first_detailed_markdown_notes/S5_3_P2_04_R2D2_Remembering_Replaying_and_Dynamic_Decision_Making_with_a_Reflective_Agentic_Memory.md,f99496c4c603e1813054d138e2642655b2fbdab07c0896d26f45a1fb4f1e3838,7672,251,1,standalone
514,MANGO- Multi-Agent Web Navigation via Global-View Optimization,P2,notes/papers/0514.md,S5/S5.3/P2/S5_3_P2_paper_first_detailed_markdown_notes/S5_3_P2_23_MANGO_Multi-Agent_Web_Navigation_via_Global-View_Optimization.md,notes/original_sources/S5/S5.3/P2/S5_3_P2_paper_first_detailed_markdown_notes/S5_3_P2_23_MANGO_Multi-Agent_Web_Navigation_via_Global-View_Optimization.md,8102ea0cd1da7cbeaf2c974dd64bf50baba3a5334440813290987c8842a667e3,7691,251,1,standalone
516,Can Language Models Serve as Text-Based World Simulators,P3,notes/papers/0516.md,S5/S5.3/P3/S5_3_P3_deep_notes_merged.md,notes/original_sources/S5/S5.3/P3/S5_3_P3_deep_notes_merged.md,97262c73e7e0540e476cb75532e602ca5db57be3bd71398ca29478b51060830f,22717,408,1,standalone
517,WebRL- Training LLM Web Agents via Self-Evolving Online Curriculum Reinforcement Learning,P0,notes/papers/0517.md,S5.4_global.md,notes/original_sources/S5.4_global.md,c136f72d1e06979d5d91075a63081ef51f5234df60c59aa4576be443e696e806,324804,9178,15,shared/merged
518,Multimodal Web Navigation with Instruction-Finetuned Foundation Models,P1,notes/papers/0518.md,S5.4_global.md,notes/original_sources/S5.4_global.md,c136f72d1e06979d5d91075a63081ef51f5234df60c59aa4576be443e696e806,324804,9178,15,shared/merged
521,Agent Workflow Memory,P1,notes/papers/0521.md,S5.4_global.md,notes/original_sources/S5.4_global.md,c136f72d1e06979d5d91075a63081ef51f5234df60c59aa4576be443e696e806,324804,9178,15,shared/merged
524,"OpenWebVoyager- Building Multimodal Web Agents via Iterative Real-World Exploration, Feedback and Optimization",P1,notes/papers/0524.md,S5.4_global.md,notes/original_sources/S5.4_global.md,c136f72d1e06979d5d91075a63081ef51f5234df60c59aa4576be443e696e806,324804,9178,15,shared/merged
527,AdaptAgent Adapting Multimodal Web Agents with Few-Shot Learning from Human Demonstrations,P1,notes/papers/0527.md,S5/S5.4/P1/10 - 2024-11-AdaptAgent Adapting Multimodal Web Agents with Few-Shot Learning from Human Demonstrations.md,notes/original_sources/S5/S5.4/P1/10 - 2024-11-AdaptAgent Adapting Multimodal Web Agents with Few-Shot Learning from Human Demonstrations.md,5a29e2323334b414013b0d532fc84e1c39aca4c3b959c320445ce636ebc6c4cc,6743,194,1,standalone
529,AgentTrek Agent Trajectory Synthesis via Guiding Replay with Web Tutorials,P1,notes/papers/0529.md,S5.4_global.md,notes/original_sources/S5.4_global.md,c136f72d1e06979d5d91075a63081ef51f5234df60c59aa4576be443e696e806,324804,9178,15,shared/merged
530,AgentRefine Enhancing Agent Generalization through Refinement Tuning,P1,notes/papers/0530.md,S5/S5.4/P1/13 - 2025-01-AgentRefine Enhancing Agent Generalization through Refinement Tuning.md,notes/original_sources/S5/S5.4/P1/13 - 2025-01-AgentRefine Enhancing Agent Generalization through Refinement Tuning.md,f15958b41a6f836d17941c130509e3d8b08a374e7e38365ffbc2eb24b1a89a77,6957,194,1,standalone
533,WebEvolver Enhancing Web Agent Self-Improvement with Coevolving World Model,P1,notes/papers/0533.md,S5.4_global.md,notes/original_sources/S5.4_global.md,c136f72d1e06979d5d91075a63081ef51f5234df60c59aa4576be443e696e806,324804,9178,15,shared/merged
534,Explorer- Scaling Exploration-driven Web Trajectory Synthesis for Multimodal Web Agents,P1,notes/papers/0534.md,S5.4_global.md,notes/original_sources/S5.4_global.md,c136f72d1e06979d5d91075a63081ef51f5234df60c59aa4576be443e696e806,324804,9178,15,shared/merged
536,Web-Shepherd Advancing PRMs for Reinforcing Web Agents,P1,notes/papers/0536.md,S5/S5.4/P1/19 - 2025-05-Web-Shepherd Advancing PRMs for Reinforcing Web Agents.md,notes/original_sources/S5/S5.4/P1/19 - 2025-05-Web-Shepherd Advancing PRMs for Reinforcing Web Agents.md,77aafc3e61efe0924860e99c11da8272018475529bfc0a26e8f84cc0a902bf6a,7359,194,1,standalone
537,WorkForceAgent-R1 Incentivizing Reasoning Capability in LLM-based Web Agents via Reinforcement Learning,P1,notes/papers/0537.md,S5.4_global.md,notes/original_sources/S5.4_global.md,c136f72d1e06979d5d91075a63081ef51f5234df60c59aa4576be443e696e806,324804,9178,15,shared/merged
538,Go-Browse- Training Web Agents with Structured Exploration,P1,notes/papers/0538.md,S5.4_global.md,notes/original_sources/S5.4_global.md,c136f72d1e06979d5d91075a63081ef51f5234df60c59aa4576be443e696e806,324804,9178,15,shared/merged
539,TGPO- TREE-GUIDED PREFERENCE OPTIMIZATION FOR ROBUST WEB AGENT REINFORCEMENT LEARNING,P1,notes/papers/0539.md,S5.4_global.md,notes/original_sources/S5.4_global.md,c136f72d1e06979d5d91075a63081ef51f5234df60c59aa4576be443e696e806,324804,9178,15,shared/merged
541,WebAgent-R1- Training Web Agents via End-to-End Multi-Turn Reinforcement Learning,P1,notes/papers/0541.md,S5.4_global.md,notes/original_sources/S5.4_global.md,c136f72d1e06979d5d91075a63081ef51f5234df60c59aa4576be443e696e806,324804,9178,15,shared/merged
543,TongUI- Internet-Scale Trajectories from Multimodal Web Tutorials for Generalized GUI Agents,P1,notes/papers/0543.md,S5.4_global.md,notes/original_sources/S5.4_global.md,c136f72d1e06979d5d91075a63081ef51f5234df60c59aa4576be443e696e806,324804,9178,15,shared/merged
546,How to Train Your LLM Web Agent- A Statistical Diagnosis,P1,notes/papers/0546.md,S5.4_global.md,notes/original_sources/S5.4_global.md,c136f72d1e06979d5d91075a63081ef51f5234df60c59aa4576be443e696e806,324804,9178,15,shared/merged
548,WebGym- Scaling Training Environments for Visual Web Agents with Realistic Tasks,P1,notes/papers/0548.md,S5.4_global.md,notes/original_sources/S5.4_global.md,c136f72d1e06979d5d91075a63081ef51f5234df60c59aa4576be443e696e806,324804,9178,15,shared/merged
552,SynthAgent- Adapting Web Agents with Synthetic Supervision,P1,notes/papers/0552.md,S5/S5.4/P1/35 - 2026-04 - SynthAgent- Adapting Web Agents with Synthetic Supervision.md,notes/original_sources/S5/S5.4/P1/35 - 2026-04 - SynthAgent- Adapting Web Agents with Synthetic Supervision.md,3b241517c58b635be1d6fb1c2bc3f3bfccdd8adc74bf4f3f8a318842faa6b8a8,7374,194,1,standalone
554,WebFactory- Automated Compression of Foundational Language Intelligence into Grounded Web Agents,P1,notes/papers/0554.md,S5.4_global.md,notes/original_sources/S5.4_global.md,c136f72d1e06979d5d91075a63081ef51f5234df60c59aa4576be443e696e806,324804,9178,15,shared/merged
569,Learn-by-interact- A Data-Centric Framework for Self-Adaptive Agents in Realistic Environments,P2,notes/papers/0569.md,S5/S5.4/P2/S5_4_P2/paper_first_notes/S5_4_P2_01_Learn-by-interact_A_Data-Centric_Framework_for_Self-Adaptive_Agents_in_Realistic_Environments.md,notes/original_sources/S5/S5.4/P2/S5_4_P2/paper_first_notes/S5_4_P2_01_Learn-by-interact_A_Data-Centric_Framework_for_Self-Adaptive_Agents_in_Realistic_Environments.md,6f23e99a51e208b3d1b2db4db898747cad6ba4cebfadec7a0fde44336174b675,7499,250,1,standalone
570,Advancing Language Multi-Agent Learning with Credit Re-Assignment for Interactive Environment Generalization,P2,notes/papers/0570.md,S5/S5.4/P2/S5_4_P2/paper_first_notes/S5_4_P2_03_Advancing_Language_Multi-Agent_Learning_with_Credit_Re-Assignment_for_Interactive_Environment_Generalization.md,notes/original_sources/S5/S5.4/P2/S5_4_P2/paper_first_notes/S5_4_P2_03_Advancing_Language_Multi-Agent_Learning_with_Credit_Re-Assignment_for_Interactive_Environment_Generalization.md,c3819f5dc23472acf6496f3be832165a7aa11f2e24b72422fbf74d8751da1839,7568,250,1,standalone
571,AgentRM Enhancing Agent Generalization with Reward Modeling,P2,notes/papers/0571.md,S5/S5.4/P2/S5_4_P2/paper_first_notes/S5_4_P2_04_AgentRM_Enhancing_Agent_Generalization_with_Reward_Modeling.md,notes/original_sources/S5/S5.4/P2/S5_4_P2/paper_first_notes/S5_4_P2_04_AgentRM_Enhancing_Agent_Generalization_with_Reward_Modeling.md,202192d85997ebb84a3508030fe542188e11aeac0260ca1ff6c80735fac4f801,7338,250,1,standalone
575,Large Language Models Empowered Personalized Web Agents,P2,notes/papers/0575.md,S5/S5.4/P2/S5_4_P2_paper_first_detailed_markdown_notes/S5_4_P2_07_Large_Language_Models_Empowered_Personalized_Web_Agents.md,notes/original_sources/S5/S5.4/P2/S5_4_P2_paper_first_detailed_markdown_notes/S5_4_P2_07_Large_Language_Models_Empowered_Personalized_Web_Agents.md,5e1eceae6931ff18bc7987a1704b552bcf7119866bdcafe8d6cb6e311c71a22f,7157,250,1,standalone
576,DeepResearcher- Scaling Deep Research via Reinforcement Learning in Real-world Environments,P2,notes/papers/0576.md,S5/S5.4/P2/S5.4_P2_merged.md,notes/original_sources/S5/S5.4/P2/S5.4_P2_merged.md,5b9a7cb899802fafa59956a9acf0cf2d5ae8b1d1849f827bd7c0d441ae413a71,1335607,42425,15,shared/merged
577,AndroidGen Building an Android Language Agent under Data Scarcity,P2,notes/papers/0577.md,S5/S5.4/P2/S5.4_P2_merged.md,notes/original_sources/S5/S5.4/P2/S5.4_P2_merged.md,5b9a7cb899802fafa59956a9acf0cf2d5ae8b1d1849f827bd7c0d441ae413a71,1335607,42425,15,shared/merged
578,Breaking the Data Barrier -- Building GUI Agents Through Task Generalization,P2,notes/papers/0578.md,S5/S5.4/P2/S5.4_P2_merged.md,notes/original_sources/S5/S5.4/P2/S5.4_P2_merged.md,5b9a7cb899802fafa59956a9acf0cf2d5ae8b1d1849f827bd7c0d441ae413a71,1335607,42425,15,shared/merged
580,Efficient Agent Training for Computer Use,P2,notes/papers/0580.md,S5/S5.4/P2/S5.4_P2_merged.md,notes/original_sources/S5/S5.4/P2/S5.4_P2_merged.md,5b9a7cb899802fafa59956a9acf0cf2d5ae8b1d1849f827bd7c0d441ae413a71,1335607,42425,15,shared/merged
581,EvolveSearch An Iterative Self-Evolving Search Agent,P2,notes/papers/0581.md,S5/S5.4/P2/S5.4_P2_merged.md,notes/original_sources/S5/S5.4/P2/S5.4_P2_merged.md,5b9a7cb899802fafa59956a9acf0cf2d5ae8b1d1849f827bd7c0d441ae413a71,1335607,42425,15,shared/merged
582,Group-in-Group Policy Optimization for LLM Agent Training,P2,notes/papers/0582.md,S5/S5.4/P2/S5.4_P2_merged.md,notes/original_sources/S5/S5.4/P2/S5.4_P2_merged.md,5b9a7cb899802fafa59956a9acf0cf2d5ae8b1d1849f827bd7c0d441ae413a71,1335607,42425,15,shared/merged
584,MobileIPL Enhancing Mobile Agents Thinking Process via Iterative Preference Learning,P2,notes/papers/0584.md,S5/S5.4/P2/S5.4_P2_merged.md,notes/original_sources/S5/S5.4/P2/S5.4_P2_merged.md,5b9a7cb899802fafa59956a9acf0cf2d5ae8b1d1849f827bd7c0d441ae413a71,1335607,42425,15,shared/merged
586,Scalable Video-to-Dataset Generation for Cross-Platform Mobile Agents,P2,notes/papers/0586.md,S5/S5.4/P2/S5.4_P2_merged.md,notes/original_sources/S5/S5.4/P2/S5.4_P2_merged.md,5b9a7cb899802fafa59956a9acf0cf2d5ae8b1d1849f827bd7c0d441ae413a71,1335607,42425,15,shared/merged
587,Self-Generated In-Context Examples Improve LLM Agents for Sequential Decision-Making Tasks,P2,notes/papers/0587.md,S5/S5.4/P2/S5.4_P2_merged.md,notes/original_sources/S5/S5.4/P2/S5.4_P2_merged.md,5b9a7cb899802fafa59956a9acf0cf2d5ae8b1d1849f827bd7c0d441ae413a71,1335607,42425,15,shared/merged
589,Structured Agent Distillation for Large Language Model,P2,notes/papers/0589.md,S5/S5.4/P2/S5.4_P2_merged.md,notes/original_sources/S5/S5.4/P2/S5.4_P2_merged.md,5b9a7cb899802fafa59956a9acf0cf2d5ae8b1d1849f827bd7c0d441ae413a71,1335607,42425,15,shared/merged
590,Towards Efficient Online Tuning of VLM Agents via Counterfactual Soft Reinforcement Learning,P2,notes/papers/0590.md,S5/S5.4/P2/S5.4_P2_merged.md,notes/original_sources/S5/S5.4/P2/S5.4_P2_merged.md,5b9a7cb899802fafa59956a9acf0cf2d5ae8b1d1849f827bd7c0d441ae413a71,1335607,42425,15,shared/merged
593,UI-Genie A Self-Improving Approach for Iteratively Boosting MLLM-based Mobile GUI Agents,P2,notes/papers/0593.md,S5/S5.4/P2/S5_4_P2_paper_first_detailed_markdown_notes/S5_4_P2_26_UI-Genie_A_Self-Improving_Approach_for_Iteratively_Boosting_MLLM-based_Mobile_GUI_Agents.md,notes/original_sources/S5/S5.4/P2/S5_4_P2_paper_first_detailed_markdown_notes/S5_4_P2_26_UI-Genie_A_Self-Improving_Approach_for_Iteratively_Boosting_MLLM-based_Mobile_GUI_Agents.md,3dadf2a9d17fa5db139bacad1a3f2ce9eed98750f1f0084d6f3fd55259436e7b,7449,250,1,standalone
594,WebDancer Towards Autonomous Information Seeking Agency,P2,notes/papers/0594.md,S5/S5.4/P2/S5.4_P2_merged.md,notes/original_sources/S5/S5.4/P2/S5.4_P2_merged.md,5b9a7cb899802fafa59956a9acf0cf2d5ae8b1d1849f827bd7c0d441ae413a71,1335607,42425,15,shared/merged
595,AgentSynth- Scalable Task Generation for Generalist Computer-Use Agents,P2,notes/papers/0595.md,S5/S5.4/P2/S5.4_P2_merged.md,notes/original_sources/S5/S5.4/P2/S5.4_P2_merged.md,5b9a7cb899802fafa59956a9acf0cf2d5ae8b1d1849f827bd7c0d441ae413a71,1335607,42425,15,shared/merged
599,AgentCPM-GUI Building Mobile-Use Agents with Reinforcement Fine-Tuning,P2,notes/papers/0599.md,S5/S5.4/P2/S5.4_P2_merged.md,notes/original_sources/S5/S5.4/P2/S5.4_P2_merged.md,5b9a7cb899802fafa59956a9acf0cf2d5ae8b1d1849f827bd7c0d441ae413a71,1335607,42425,15,shared/merged
601,Contextual Experience Replay for Self-Improvement of Language Agents,P2,notes/papers/0601.md,S5/S5.4/P2/S5.4_P2_merged.md,notes/original_sources/S5/S5.4/P2/S5.4_P2_merged.md,5b9a7cb899802fafa59956a9acf0cf2d5ae8b1d1849f827bd7c0d441ae413a71,1335607,42425,15,shared/merged
612,"Agent Data Protocol- Unifying Datasets for Diverse, Effective Fine-tuning of LLM Agents",P2,notes/papers/0612.md,S5/S5.4/P2/S5_4_P2/paper_first_notes/S5_4_P2_49_Agent_Data_Protocol_Unifying_Datasets_for_Diverse_Effective_Fine-tuning_of_LLM_Agents.md,notes/original_sources/S5/S5.4/P2/S5_4_P2/paper_first_notes/S5_4_P2_49_Agent_Data_Protocol_Unifying_Datasets_for_Diverse_Effective_Fine-tuning_of_LLM_Agents.md,c5890b20ec57a2e94ea85b97097ff36d20dc09661947ca1649ba96eb5a25022d,7450,250,1,standalone
615,"Don’t Just Fine-tune the Agent, Tune the Environment",P2,notes/papers/0615.md,S5/S5.4/P2/S5_4_P2/paper_first_notes/S5_4_P2_54_Dont_Just_Fine-tune_the_Agent_Tune_the_Environment.md,notes/original_sources/S5/S5.4/P2/S5_4_P2/paper_first_notes/S5_4_P2_54_Dont_Just_Fine-tune_the_Agent_Tune_the_Environment.md,c40c2e6799ec0264873f3faf45136c89c69e28ecde245287b36af1cdf920edfe,7120,250,1,standalone
619,Search Self-play- Pushing the Frontier of Agent Capability without Supervision,P2,notes/papers/0619.md,S5/S5.4/P2/S5_4_P2_paper_first_detailed_markdown_notes/S5_4_P2_62_Search_Self-play_Pushing_the_Frontier_of_Agent_Capability_without_Supervision.md,notes/original_sources/S5/S5.4/P2/S5_4_P2_paper_first_detailed_markdown_notes/S5_4_P2_62_Search_Self-play_Pushing_the_Frontier_of_Agent_Capability_without_Supervision.md,d7877630029c2b32e635e2efb9c4c77adf1ed226485ba0f7a35d3643851f4336,7197,250,1,standalone
622,AgentPRM- Process Reward Models for LLM Agents via Step-Wise Promise and Progress,P2,notes/papers/0622.md,S5/S5.4/P2/S5_4_P2/paper_first_notes/S5_4_P2_66_AgentPRM_Process_Reward_Models_for_LLM_Agents_via_Step-Wise_Promise_and_Progress.md,notes/original_sources/S5/S5.4/P2/S5_4_P2/paper_first_notes/S5_4_P2_66_AgentPRM_Process_Reward_Models_for_LLM_Agents_via_Step-Wise_Promise_and_Progress.md,56cb92bebc3592df267ac04518ae190a25c641d36fdc8665fec549b945b18f3c,7297,250,1,standalone
631,Digi-Q- Learning VLM Q-Value Functions for Training Device-Control Agents,P2,notes/papers/0631.md,S5/S5.4/P2/S5_4_P2_paper_first_detailed_markdown_notes/S5_4_P2_75_Digi-Q_Learning_VLM_Q-Value_Functions_for_Training_Device-Control_Agents.md,notes/original_sources/S5/S5.4/P2/S5_4_P2_paper_first_detailed_markdown_notes/S5_4_P2_75_Digi-Q_Learning_VLM_Q-Value_Functions_for_Training_Device-Control_Agents.md,5ddba660143de73fd14db8ef552703b20d849ef578fe7a67147a5975342ac056,7447,251,1,standalone
634,ColorBrowserAgent- Complex Long-Horizon Browser Agent with Adaptive Knowledge Evolution,P2,notes/papers/0634.md,S5/S5.4/P2/S5_4_P2/paper_first_notes/S5_4_P2_78_ColorBrowserAgent_Complex_Long-Horizon_Browser_Agent_with_Adaptive_Knowledge_Evolution.md,notes/original_sources/S5/S5.4/P2/S5_4_P2/paper_first_notes/S5_4_P2_78_ColorBrowserAgent_Complex_Long-Horizon_Browser_Agent_with_Adaptive_Knowledge_Evolution.md,69ee0a1e9eccae7d0aa7f3eb5fd5492d55e4e3b795f97693215c95690d535cae,7985,251,1,standalone
639,WAREX- WEB AGENT RELIABILITY EVALUATION ON EXISTING BENCHMARKS,P1,notes/papers/0639.md,S5.5_global.md,notes/original_sources/S5.5_global.md,dace8b54f7b0521e6bb954d2f9aae01dc8fad82960e4c4c35505d3ad846cddbd,61692,1613,2,shared/merged
640,An Illusion of Progress - Assessing the Current State of Web Agents,P1,notes/papers/0640.md,S5/S5.5/P1/01 - 2025-10 - An Illusion of Progress - Assessing the Current State of Web Agents.md,notes/original_sources/S5/S5.5/P1/01 - 2025-10 - An Illusion of Progress - Assessing the Current State of Web Agents.md,9b971d6c33db17b8328775097037005c2820a0960b605a143fe168b9dd49b190,7968,168,1,standalone
641,Why Do LLM-based Web Agents Fail- A Hierarchical Planning Perspective,P1,notes/papers/0641.md,S5.5_global.md,notes/original_sources/S5.5_global.md,dace8b54f7b0521e6bb954d2f9aae01dc8fad82960e4c4c35505d3ad846cddbd,61692,1613,2,shared/merged
643,Autonomous Evaluation and Refinement of Digital Agents,P2,notes/papers/0643.md,S5/S5.5/P2/S5_5_P2_paper_first_detailed_markdown_notes/S5_5_P2_01_Autonomous_Evaluation_and_Refinement_of_Digital_Agents.md,notes/original_sources/S5/S5.5/P2/S5_5_P2_paper_first_detailed_markdown_notes/S5_5_P2_01_Autonomous_Evaluation_and_Refinement_of_Digital_Agents.md,7c70dbafe24a48193c79811ae6eee3773587323a83fc63b2b58ace1b14292f41,7885,256,1,standalone
645,Why Do Multi-Agent LLM Systems Fail,P2,notes/papers/0645.md,S5/S5.5/P2/S5_5_P2_paper_first_detailed_markdown_notes/S5_5_P2_03_Why_Do_Multi-Agent_LLM_Systems_Fail.md,notes/original_sources/S5/S5.5/P2/S5_5_P2_paper_first_detailed_markdown_notes/S5_5_P2_03_Why_Do_Multi-Agent_LLM_Systems_Fail.md,5e50c34a4e122e94b095e262f078467bc4d2e35752128f16d85d0a8d7f348cbd,7464,256,1,standalone
646,Are Autonomous Web Agents Good Testers,P2,notes/papers/0646.md,S5/S5.5/P2/S5_5_P2_paper_first_detailed_markdown_notes/S5_5_P2_04_Are_Autonomous_Web_Agents_Good_Testers.md,notes/original_sources/S5/S5.5/P2/S5_5_P2_paper_first_detailed_markdown_notes/S5_5_P2_04_Are_Autonomous_Web_Agents_Good_Testers.md,dac31f20713eefb17f46612d26f814ec9186222d679c41f74c93966f61c6e7db,7558,256,1,standalone
647,GEM Gaussian Embedding Modeling for Out-of-Distribution Detection in GUI Agents,P2,notes/papers/0647.md,S5/S5.5/P2/S5.5_P2_merged.md,notes/original_sources/S5/S5.5/P2/S5.5_P2_merged.md,59041fb575132211131a8dcc96e082b661bf417a31eba57b7d88334bcf0e8549,253684,7509,1,standalone
