record_id,title,section,priority,initial_note_quality,audit_computed_source_quality,source_match_score,original_note_source,content_provenance,note_file,full_text_status,full_text_basis,pdf_pages,pdf_sha256,title_similarity,review_standard,claim_use_status
612,"Agent Data Protocol- Unifying Datasets for Diverse, Effective Fine-tuning of LLM Agents",S5.4,P2,B,A,1.000,S5/S5.4/P2/S5_4_P2/paper_first_notes/S5_4_P2_49_Agent_Data_Protocol_Unifying_Datasets_for_Diverse_Effective_Fine-tuning_of_LLM_Agents.md,existing paper-specific note preserved after title and coverage audit,notes/papers/0612.md,existing review archive audited; no current-cycle PDF verification,Paper-specific substantive note retained from the supplied review archive; the repository does not store third-party PDFs,,,,"Complete structured reading focused on relevance, method, results, contributions, and limitations",paper-specific note retained for synthesis
615,"Don’t Just Fine-tune the Agent, Tune the Environment",S5.4,P2,B,A,0.992,S5/S5.4/P2/S5_4_P2/paper_first_notes/S5_4_P2_54_Dont_Just_Fine-tune_the_Agent_Tune_the_Environment.md,existing paper-specific note preserved after title and coverage audit,notes/papers/0615.md,existing review archive audited; no current-cycle PDF verification,Paper-specific substantive note retained from the supplied review archive; the repository does not store third-party PDFs,,,,"Complete structured reading focused on relevance, method, results, contributions, and limitations",paper-specific note retained for synthesis
619,Search Self-play- Pushing the Frontier of Agent Capability without Supervision,S5.4,P2,B,A,1.000,S5/S5.4/P2/S5_4_P2_paper_first_detailed_markdown_notes/S5_4_P2_62_Search_Self-play_Pushing_the_Frontier_of_Agent_Capability_without_Supervision.md,existing paper-specific note preserved after title and coverage audit,notes/papers/0619.md,existing review archive audited; no current-cycle PDF verification,Paper-specific substantive note retained from the supplied review archive; the repository does not store third-party PDFs,,,,"Complete structured reading focused on relevance, method, results, contributions, and limitations",paper-specific note retained for synthesis
622,AgentPRM- Process Reward Models for LLM Agents via Step-Wise Promise and Progress,S5.4,P2,B,A,1.000,S5/S5.4/P2/S5_4_P2/paper_first_notes/S5_4_P2_66_AgentPRM_Process_Reward_Models_for_LLM_Agents_via_Step-Wise_Promise_and_Progress.md,existing paper-specific note preserved after title and coverage audit,notes/papers/0622.md,existing review archive audited; no current-cycle PDF verification,Paper-specific substantive note retained from the supplied review archive; the repository does not store third-party PDFs,,,,"Complete structured reading focused on relevance, method, results, contributions, and limitations",paper-specific note retained for synthesis
631,Digi-Q- Learning VLM Q-Value Functions for Training Device-Control Agents,S5.4,P2,B,A,1.000,S5/S5.4/P2/S5_4_P2_paper_first_detailed_markdown_notes/S5_4_P2_75_Digi-Q_Learning_VLM_Q-Value_Functions_for_Training_Device-Control_Agents.md,existing paper-specific note preserved after title and coverage audit,notes/papers/0631.md,existing review archive audited; no current-cycle PDF verification,Paper-specific substantive note retained from the supplied review archive; the repository does not store third-party PDFs,,,,"Complete structured reading focused on relevance, method, results, contributions, and limitations",paper-specific note retained for synthesis
634,ColorBrowserAgent- Complex Long-Horizon Browser Agent with Adaptive Knowledge Evolution,S5.4,P2,B,A,1.000,S5/S5.4/P2/S5_4_P2/paper_first_notes/S5_4_P2_78_ColorBrowserAgent_Complex_Long-Horizon_Browser_Agent_with_Adaptive_Knowledge_Evolution.md,existing paper-specific note preserved after title and coverage audit,notes/papers/0634.md,existing review archive audited; no current-cycle PDF verification,Paper-specific substantive note retained from the supplied review archive; the repository does not store third-party PDFs,,,,"Complete structured reading focused on relevance, method, results, contributions, and limitations",paper-specific note retained for synthesis
639,WAREX- WEB AGENT RELIABILITY EVALUATION ON EXISTING BENCHMARKS,S5.5,P1,A,A,1.000,S5.5_global.md,existing paper-specific note preserved after title and coverage audit,notes/papers/0639.md,existing review archive audited; no current-cycle PDF verification,Paper-specific substantive note retained from the supplied review archive; the repository does not store third-party PDFs,,,,Deep critical analysis and detailed notes,paper-specific note retained for synthesis
640,An Illusion of Progress - Assessing the Current State of Web Agents,S5.5,P1,A,A,1.000,S5/S5.5/P1/01 - 2025-10 - An Illusion of Progress - Assessing the Current State of Web Agents.md,existing paper-specific note preserved after title and coverage audit,notes/papers/0640.md,existing review archive audited; no current-cycle PDF verification,Paper-specific substantive note retained from the supplied review archive; the repository does not store third-party PDFs,,,,Deep critical analysis and detailed notes,paper-specific note retained for synthesis
641,Why Do LLM-based Web Agents Fail- A Hierarchical Planning Perspective,S5.5,P1,A,A,1.000,S5.5_global.md,existing paper-specific note preserved after title and coverage audit,notes/papers/0641.md,existing review archive audited; no current-cycle PDF verification,Paper-specific substantive note retained from the supplied review archive; the repository does not store third-party PDFs,,,,Deep critical analysis and detailed notes,paper-specific note retained for synthesis
643,Autonomous Evaluation and Refinement of Digital Agents,S5.5,P2,B,A,0.984,S5/S5.5/P2/S5_5_P2_paper_first_detailed_markdown_notes/S5_5_P2_01_Autonomous_Evaluation_and_Refinement_of_Digital_Agents.md,existing paper-specific note preserved after title and coverage audit,notes/papers/0643.md,existing review archive audited; no current-cycle PDF verification,Paper-specific substantive note retained from the supplied review archive; the repository does not store third-party PDFs,,,,"Complete structured reading focused on relevance, method, results, contributions, and limitations",paper-specific note retained for synthesis
645,Why Do Multi-Agent LLM Systems Fail,S5.5,P2,B,A,0.992,S5/S5.5/P2/S5_5_P2_paper_first_detailed_markdown_notes/S5_5_P2_03_Why_Do_Multi-Agent_LLM_Systems_Fail.md,existing paper-specific note preserved after title and coverage audit,notes/papers/0645.md,existing review archive audited; no current-cycle PDF verification,Paper-specific substantive note retained from the supplied review archive; the repository does not store third-party PDFs,,,,"Complete structured reading focused on relevance, method, results, contributions, and limitations",paper-specific note retained for synthesis
646,Are Autonomous Web Agents Good Testers,S5.5,P2,B,A,0.986,S5/S5.5/P2/S5_5_P2_paper_first_detailed_markdown_notes/S5_5_P2_04_Are_Autonomous_Web_Agents_Good_Testers.md,existing paper-specific note preserved after title and coverage audit,notes/papers/0646.md,existing review archive audited; no current-cycle PDF verification,Paper-specific substantive note retained from the supplied review archive; the repository does not store third-party PDFs,,,,"Complete structured reading focused on relevance, method, results, contributions, and limitations",paper-specific note retained for synthesis
647,GEM Gaussian Embedding Modeling for Out-of-Distribution Detection in GUI Agents,S5.5,P2,B,A,1.000,S5/S5.5/P2/S5.5_P2_merged.md,existing paper-specific note preserved after title and coverage audit,notes/papers/0647.md,existing review archive audited; no current-cycle PDF verification,Paper-specific substantive note retained from the supplied review archive; the repository does not store third-party PDFs,,,,"Complete structured reading focused on relevance, method, results, contributions, and limitations",paper-specific note retained for synthesis
648,Understanding GUI Agent Localization Biases through Logit Sharpness,S5.5,P2,B,A,1.000,S5/S5.5/P2/S5_5_P2_paper_first_detailed_markdown_notes/S5_5_P2_06_Understanding_GUI_Agent_Localization_Biases_through_Logit_Sharpness.md,existing paper-specific note preserved after title and coverage audit,notes/papers/0648.md,existing review archive audited; no current-cycle PDF verification,Paper-specific substantive note retained from the supplied review archive; the repository does not store third-party PDFs,,,,"Complete structured reading focused on relevance, method, results, contributions, and limitations",paper-specific note retained for synthesis
650,Just Do It!- Computer-Use Agents Exhibit Blind Goal-Directedness,S5.5,P2,B,A,1.000,S5/S5.5/P2/S5_5_P2/paper_first_notes/S5_5_P2_08_Just_Do_It_Computer-Use_Agents_Exhibit_Blind_Goal-Directedness.md,existing paper-specific note preserved after title and coverage audit,notes/papers/0650.md,existing review archive audited; no current-cycle PDF verification,Paper-specific substantive note retained from the supplied review archive; the repository does not store third-party PDFs,,,,"Complete structured reading focused on relevance, method, results, contributions, and limitations",paper-specific note retained for synthesis
657,Reflection-Bench: Evaluating Epistemic Agency in Large Language Models,S5.5,P3,Missing,B,1.000,S5/S5.5/P3/S5_5_P3_deep_notes_merged.md,existing paper-specific note preserved after title and coverage audit,notes/papers/0657.md,current-cycle full text extracted and title-checked,29 extracted PDF pages; SHA-256 d7b15a3e94957bca0f6060bc766a6dcc9d4b3b12728f5bc2a8ee9f485bbd26db; title similarity 1.0,29,d7b15a3e94957bca0f6060bc766a6dcc9d4b3b12728f5bc2a8ee9f485bbd26db,1.0,"Complete structured reading focused on relevance, method, results, contributions, and limitations",paper-specific note ready for synthesis
659,Detecting Silent Failures in Multi-Agentic AI Trajectories,S5.5,P3,Missing,A,1.000,S5/S5.5/P3/S5_5_P3_deep_notes_merged.md,existing paper-specific note preserved after title and coverage audit,notes/papers/0659.md,current-cycle full text extracted and title-checked,7 extracted PDF pages; SHA-256 b9bcdfc998a70a8a54dd8f8b3374089cf5bef0a321e9e6d8654defd6ccdfb849; title similarity 1.0,7,b9bcdfc998a70a8a54dd8f8b3374089cf5bef0a321e9e6d8654defd6ccdfb849,1.0,"Complete structured reading focused on relevance, method, results, contributions, and limitations",paper-specific note ready for synthesis
661,AutoScraper- A Progressive Understanding Web Agent for Web Scraper Generation,S6,P1,A,A,1.000,S6/P1/S6_P1_deep_verified_markdowns_UPDATED_with_NEXT_EVAL/01 - 2024-09 - AutoScraper- A Progressive Understanding Web Agent for Web Scraper Generation.md,existing paper-specific note preserved after title and coverage audit,notes/papers/0661.md,existing review archive audited; no current-cycle PDF verification,Paper-specific substantive note retained from the supplied review archive; the repository does not store third-party PDFs,,,,Deep critical analysis and detailed notes,paper-specific note retained for synthesis
663,INFOGEN- An Agent-Based Framework for Web Information Aggregation,S6,P1,A,A,0.862,S6_global.md,existing paper-specific note preserved after title and coverage audit,notes/papers/0663.md,existing review archive audited; no current-cycle PDF verification,Paper-specific substantive note retained from the supplied review archive; the repository does not store third-party PDFs,,,,Deep critical analysis and detailed notes,paper-specific note retained for synthesis
666,"A Systematic Review of Web Scraping- Techniques, LLM-Enhanced Approaches, Performance Metrics, and Legal-Ethical Issues",S6,P1,A,A,1.000,S6/P1/S6_P1_deep_verified_markdowns_UPDATED_with_NEXT_EVAL/05 - 2025-09 - A Systematic Review of Web Scraping- Techniques LLM-Enhanced Approaches Performance Metrics and Legal-Ethical Issues.md,existing paper-specific note preserved after title and coverage audit,notes/papers/0666.md,existing review archive audited; no current-cycle PDF verification,Paper-specific substantive note retained from the supplied review archive; the repository does not store third-party PDFs,,,,Deep critical analysis and detailed notes,paper-specific note retained for synthesis
667,SCRIBES- Web-Scale Script-Based Semi-Structured Data Extraction with Reinforcement Learning,S6,P1,A,A,1.000,S6/P1/06 - 2025-10 - SCRIBES- Web-Scale Script-Based Semi-Structured Data Extraction with Reinforcement Learning.md,existing paper-specific note preserved after title and coverage audit,notes/papers/0667.md,existing review archive audited; no current-cycle PDF verification,Paper-specific substantive note retained from the supplied review archive; the repository does not store third-party PDFs,,,,Deep critical analysis and detailed notes,paper-specific note retained for synthesis
671,"Automating Web Data Collection- Challenges, Solutions, and Python-Based Strategies for Effective Web Scraping",S6,P2,B,A,1.000,S6/P2/S6_P2_paper_first_detailed_markdown_notes/S6_P2_01_Automating_Web_Data_Collection_Challenges_Solutions_and_Python-Based_Strategies_for_Effective_Web_Scraping.md,existing paper-specific note preserved after title and coverage audit,notes/papers/0671.md,existing review archive audited; no current-cycle PDF verification,Paper-specific substantive note retained from the supplied review archive; the repository does not store third-party PDFs,,,,"Complete structured reading focused on relevance, method, results, contributions, and limitations",paper-specific note retained for synthesis
673,ProductAgent Benchmarking Conversational Product Search Agent with Asking Clarification Questions,S6,P2,B,A,1.000,S6/P2/S6_P2_merged.md,existing paper-specific note preserved after title and coverage audit,notes/papers/0673.md,existing review archive audited; no current-cycle PDF verification,Paper-specific substantive note retained from the supplied review archive; the repository does not store third-party PDFs,,,,"Complete structured reading focused on relevance, method, results, contributions, and limitations",paper-specific note retained for synthesis
675,OneKE A Dockerized Schema-Guided LLM Agent-based Knowledge Extraction System,S6,P2,B,A,1.000,S6/P2/S6_P2_merged.md,existing paper-specific note preserved after title and coverage audit,notes/papers/0675.md,existing review archive audited; no current-cycle PDF verification,Paper-specific substantive note retained from the supplied review archive; the repository does not store third-party PDFs,,,,"Complete structured reading focused on relevance, method, results, contributions, and limitations",paper-specific note retained for synthesis
684,Reagent: Converting Ordinary Webpages into Interactive Software Agents,S6,P3,Missing,B,1.000,S6/P3/S6_P3_deep_notes_merged.md,existing paper-specific note preserved after title and coverage audit,notes/papers/0684.md,current-cycle full text extracted and title-checked,3 extracted PDF pages; SHA-256 2738a0ad63d0ae7e099a1a54559df6de825080404fb638a57ce96a4030a64042; title similarity 1.0,3,2738a0ad63d0ae7e099a1a54559df6de825080404fb638a57ce96a4030a64042,1.0,"Complete structured reading focused on relevance, method, results, contributions, and limitations",paper-specific note ready for synthesis
685,"DataAgent: Evaluating Large Language Models' Ability to Answer Zero-Shot, Natural Language Queries",S6,P3,Missing,B,1.000,S6/P3/S6_P3_deep_notes_merged.md,existing paper-specific note preserved after title and coverage audit,notes/papers/0685.md,current-cycle full text extracted and title-checked,5 extracted PDF pages; SHA-256 05c6b6813dabef32a5222fe7ada9b18a17443f641f31033efefab86962ec4cd6; title similarity 1.0,5,05c6b6813dabef32a5222fe7ada9b18a17443f641f31033efefab86962ec4cd6,1.0,"Complete structured reading focused on relevance, method, results, contributions, and limitations",paper-specific note ready for synthesis
687,AutoDCWorkflow: LLM-based Data Cleaning Workflow Auto-Generation and Benchmark,S6,P3,Missing,B,1.000,S6/P3/S6_P3_deep_notes_merged.md,existing paper-specific note preserved after title and coverage audit,notes/papers/0687.md,current-cycle full text extracted and title-checked,15 extracted PDF pages; SHA-256 88fcb971fd1817c40ea3ec66cd9ef63832ff9ce7fae6f80178b6d49788ff2317; title similarity 1.0,15,88fcb971fd1817c40ea3ec66cd9ef63832ff9ce7fae6f80178b6d49788ff2317,1.0,"Complete structured reading focused on relevance, method, results, contributions, and limitations",paper-specific note ready for synthesis
688,DataLab: A Unified Platform for LLM-Powered Business Intelligence,S6,P3,Missing,B,1.000,S6/P3/S6_P3_deep_notes_merged.md,existing paper-specific note preserved after title and coverage audit,notes/papers/0688.md,current-cycle full text extracted and title-checked,14 extracted PDF pages; SHA-256 a2beac5b9dbee0d6bf8cc7f9f4847161c56b7024eb287232d4037f006b633875; title similarity 1.0,14,a2beac5b9dbee0d6bf8cc7f9f4847161c56b7024eb287232d4037f006b633875,1.0,"Complete structured reading focused on relevance, method, results, contributions, and limitations",paper-specific note ready for synthesis
690,AutoPrep: Natural Language Question-Aware Data Preparation with a Multi-Agent Framework,S6,P3,Missing,B,1.000,S6/P3/S6_P3_deep_notes_merged.md,existing paper-specific note preserved after title and coverage audit,notes/papers/0690.md,current-cycle full text extracted and title-checked,16 extracted PDF pages; SHA-256 5a0c5313cc5427c0bbfe256a3df65d998ec0f5b628e55b7787741080ad145dee; title similarity 1.0,16,5a0c5313cc5427c0bbfe256a3df65d998ec0f5b628e55b7787741080ad145dee,1.0,"Complete structured reading focused on relevance, method, results, contributions, and limitations",paper-specific note ready for synthesis
692,WiNELL: Wikipedia Never-Ending Updating with LLM Agents,S6,P3,Missing,B,1.000,S6/P3/S6_P3_deep_notes_merged.md,existing paper-specific note preserved after title and coverage audit,notes/papers/0692.md,current-cycle full text extracted and title-checked,14 extracted PDF pages; SHA-256 ffec98a9f04b3df07c79b63220a8721da308c3ab0bd1d41894014cd2bf11a998; title similarity 0.871,14,ffec98a9f04b3df07c79b63220a8721da308c3ab0bd1d41894014cd2bf11a998,0.871,"Complete structured reading focused on relevance, method, results, contributions, and limitations",paper-specific note ready for synthesis
695,InjecAgent Benchmarking Indirect Prompt Injections in Tool-Integrated Large Language Model Agents,S7,P1,A,A,1.000,S7/P1/06 - InjecAgent- Benchmarking Indirect Prompt Injections in Tool-Integrated Large Language Model Agents.md,existing paper-specific note preserved after title and coverage audit,notes/papers/0695.md,existing review archive audited; no current-cycle PDF verification,Paper-specific substantive note retained from the supplied review archive; the repository does not store third-party PDFs,,,,Deep critical analysis and detailed notes,paper-specific note retained for synthesis
697,AGENTPOISON- Red-teaming LLM Agents via Poisoning Memory or Knowledge Bases,S7,P1,A,A,1.000,S7/P1/05 - AGENTPOISON- Red-teaming LLM Agents via Poisoning Memory or Knowledge Bases.md,existing paper-specific note preserved after title and coverage audit,notes/papers/0697.md,existing review archive audited; no current-cycle PDF verification,Paper-specific substantive note retained from the supplied review archive; the repository does not store third-party PDFs,,,,Deep critical analysis and detailed notes,paper-specific note retained for synthesis
699,AdvAgent Controllable Blackbox Red-teaming on Web Agents,S7,P1,A,A,1.000,S7_global.md,existing paper-specific note preserved after title and coverage audit,notes/papers/0699.md,existing review archive audited; no current-cycle PDF verification,Paper-specific substantive note retained from the supplied review archive; the repository does not store third-party PDFs,,,,Deep critical analysis and detailed notes,paper-specific note retained for synthesis
700,Attacking Vision-Language Computer Agents via Pop-ups,S7,P1,A,B,1.000,S7_global.md,existing paper-specific note preserved after title and coverage audit,notes/papers/0700.md,existing review archive audited; no current-cycle PDF verification,Paper-specific substantive note retained from the supplied review archive; the repository does not store third-party PDFs,,,,Deep critical analysis and detailed notes,paper-specific note retained for synthesis
702,EIA- Environmental Injection Attack on Generalist Web Agents for Privacy Leakage,S7,P1,A,B,1.000,S7/P1/12 - EIA- Environmental Injection Attack on Generalist Web Agents for Privacy Leakage.md,existing paper-specific note preserved after title and coverage audit,notes/papers/0702.md,existing review archive audited; no current-cycle PDF verification,Paper-specific substantive note retained from the supplied review archive; the repository does not store third-party PDFs,,,,Deep critical analysis and detailed notes,paper-specific note retained for synthesis
703,SafeArena Evaluating the Safety of Autonomous Web Agents,S7,P1,A,A,1.000,S7_global.md,existing paper-specific note preserved after title and coverage audit,notes/papers/0703.md,existing review archive audited; no current-cycle PDF verification,Paper-specific substantive note retained from the supplied review archive; the repository does not store third-party PDFs,,,,Deep critical analysis and detailed notes,paper-specific note retained for synthesis
704,sudo rm -rf agentic_security,S7,P1,A,A,1.000,S7_global.md,existing paper-specific note preserved after title and coverage audit,notes/papers/0704.md,existing review archive audited; no current-cycle PDF verification,Paper-specific substantive note retained from the supplied review archive; the repository does not store third-party PDFs,,,,Deep critical analysis and detailed notes,paper-specific note retained for synthesis
708,RedTeamCUA Realistic Adversarial Testing of Computer-Use Agents in Hybrid Web-OS Environments,S7,P1,B,B,1.000,S7_global.md,existing paper-specific note preserved after title and coverage audit,notes/papers/0708.md,existing review archive audited; no current-cycle PDF verification,Paper-specific substantive note retained from the supplied review archive; the repository does not store third-party PDFs,,,,Deep critical analysis and detailed notes,paper-specific note retained for synthesis
709,WebInject Prompt Injection Attack to Web Agents,S7,P1,A,B,1.000,S7_global.md,existing paper-specific note preserved after title and coverage audit,notes/papers/0709.md,existing review archive audited; no current-cycle PDF verification,Paper-specific substantive note retained from the supplied review archive; the repository does not store third-party PDFs,,,,Deep critical analysis and detailed notes,paper-specific note retained for synthesis
713,VisualTrap A Stealthy Backdoor Attack on GUI Agents via Visual Grounding Manipulation,S7,P1,A,B,1.000,S7/P1/27 - VisualTrap- A Stealthy Backdoor Attack on GUI Agents via Visual Grounding Manipulation.md,existing paper-specific note preserved after title and coverage audit,notes/papers/0713.md,existing review archive audited; no current-cycle PDF verification,Paper-specific substantive note retained from the supplied review archive; the repository does not store third-party PDFs,,,,Deep critical analysis and detailed notes,paper-specific note retained for synthesis
716,HackWorld- EVALUATING COMPUTER-USE AGENTS ON EXPLOITING WEB APPLICATION VULNERABILITIES,S7,P1,A,B,1.000,S7/P1/25 - HackWorld- Evaluating Computer-Use Agents on Exploiting Web Application Vulnerabilities.md,existing paper-specific note preserved after title and coverage audit,notes/papers/0716.md,existing review archive audited; no current-cycle PDF verification,Paper-specific substantive note retained from the supplied review archive; the repository does not store third-party PDFs,,,,Deep critical analysis and detailed notes,paper-specific note retained for synthesis
717,Investigating the Impact of Dark Patterns on LLM-Based Web Agents,S7,P1,A,A,1.000,S7_global.md,existing paper-specific note preserved after title and coverage audit,notes/papers/0717.md,existing review archive audited; no current-cycle PDF verification,Paper-specific substantive note retained from the supplied review archive; the repository does not store third-party PDFs,,,,Deep critical analysis and detailed notes,paper-specific note retained for synthesis
718,WebCloak- Characterizing and Mitigating Threats from LLM-Driven Web Agents as Intelligent Scrapers,S7,P1,A,A,1.000,S7_global.md,existing paper-specific note preserved after title and coverage audit,notes/papers/0718.md,existing review archive audited; no current-cycle PDF verification,Paper-specific substantive note retained from the supplied review archive; the repository does not store third-party PDFs,,,,Deep critical analysis and detailed notes,paper-specific note retained for synthesis
728,Identifying the Risks of LM Agents with an LM-Emulated Sandbox,S7,P2,B,A,1.000,S7/P2/S7_P2_paper_first_detailed_markdown_notes/S7_P2_01_Identifying_the_Risks_of_LM_Agents_with_an_LM-Emulated_Sandbox_ToolEmu.md,existing paper-specific note preserved after title and coverage audit,notes/papers/0728.md,existing review archive audited; no current-cycle PDF verification,Paper-specific substantive note retained from the supplied review archive; the repository does not store third-party PDFs,,,,"Complete structured reading focused on relevance, method, results, contributions, and limitations",paper-specific note retained for synthesis
731,R-Judge: Benchmarking Safety Risk Awareness for LLM Agents,S7,P2,Missing,Missing,0.432,no reliable paper-specific source note,current-cycle full-text remediation,notes/papers/0731.md,current-cycle full text extracted and title-checked,24 extracted PDF pages; SHA-256 ea37a4b1457bd9479f0cd81b24c5035c7649b4355c2656d8f9c5551fbf7146d7; title similarity 1.0,24,ea37a4b1457bd9479f0cd81b24c5035c7649b4355c2656d8f9c5551fbf7146d7,1.0,"Complete structured reading focused on relevance, method, results, contributions, and limitations",paper-specific note ready for synthesis
733,Agent Smith A Single Image Can Jailbreak One Million Multimodal LLM Agents Exponentially Fast,S7,P2,B,A,1.000,S7/P2/S7_P2_merged.md,existing paper-specific note preserved after title and coverage audit,notes/papers/0733.md,existing review archive audited; no current-cycle PDF verification,Paper-specific substantive note retained from the supplied review archive; the repository does not store third-party PDFs,,,,"Complete structured reading focused on relevance, method, results, contributions, and limitations",paper-specific note retained for synthesis
734,ToolSword: Unveiling Safety Issues of Large Language Models in Tool Learning Across Three Stages,S7,P2,Missing,Missing,0.436,no reliable paper-specific source note,current-cycle full-text remediation,notes/papers/0734.md,current-cycle full text extracted and title-checked,31 extracted PDF pages; SHA-256 44c31857b19bbaa0a5c4026990f5dba50534fb734c1dd2102dbc3738fb7b2369; title similarity 1.0,31,44c31857b19bbaa0a5c4026990f5dba50534fb734c1dd2102dbc3738fb7b2369,1.0,"Complete structured reading focused on relevance, method, results, contributions, and limitations",paper-specific note ready for synthesis
736,AirGapAgent: Protecting Privacy-Conscious Conversational Agents,S7,P2,Missing,Missing,0.323,no reliable paper-specific source note,current-cycle full-text remediation,notes/papers/0736.md,current-cycle full text extracted and title-checked,33 extracted PDF pages; SHA-256 40ef3004c3b2221069375fffb548e38b3a74c5837b9cee6b86a0182a46361ee2; title similarity 1.0,33,40ef3004c3b2221069375fffb548e38b3a74c5837b9cee6b86a0182a46361ee2,1.0,"Complete structured reading focused on relevance, method, results, contributions, and limitations",paper-specific note ready for synthesis
737,Visibility into AI Agents,S7,P2,B,A,1.000,S7/P2/S7_P2/paper_first_notes/S7_P2_03_Visibility_into_AI_Agents.md,existing paper-specific note preserved after title and coverage audit,notes/papers/0737.md,existing review archive audited; no current-cycle PDF verification,Paper-specific substantive note retained from the supplied review archive; the repository does not store third-party PDFs,,,,"Complete structured reading focused on relevance, method, results, contributions, and limitations",paper-specific note retained for synthesis
738,GuardAgent: Safeguard LLM Agents via Knowledge-Enabled Reasoning,S7,P2,Missing,Missing,0.403,no reliable paper-specific source note,current-cycle full-text remediation,notes/papers/0738.md,current-cycle full text extracted and title-checked,27 extracted PDF pages; SHA-256 a7087e7f4601816c44ee46c6c17ee85e172c52d9fc18e80a98ed78a2728b741a; title similarity 1.0,27,a7087e7f4601816c44ee46c6c17ee85e172c52d9fc18e80a98ed78a2728b741a,1.0,"Complete structured reading focused on relevance, method, results, contributions, and limitations",paper-specific note ready for synthesis
741,The Emerged Security and Privacy of LLM Agent: A Survey with Case Studies,S7,P2,Missing,Missing,0.331,no reliable paper-specific source note,current-cycle full-text remediation,notes/papers/0741.md,current-cycle full text extracted and title-checked,35 extracted PDF pages; SHA-256 ab1a7c4596dc5af645c48663f0e203445cb0ea45393991a4c6817c7d6c990763; title similarity 1.0,35,ab1a7c4596dc5af645c48663f0e203445cb0ea45393991a4c6817c7d6c990763,1.0,"Complete structured reading focused on relevance, method, results, contributions, and limitations",paper-specific note ready for synthesis
744,Agent Security Bench (ASB)- Formalizing and Benchmarking Attacks and Defenses in LLM-based Agents,S7,P2,B,A,1.000,S7/P2/S7_P2_REBUILT_ALL_59_paper_first_detailed_markdown_notes/S7_P2_07_Agent_Security_Bench_ASB_Formalizing_and_Benchmarking_Attacks_and_Defenses_in_LLM-based_Agents.md,existing paper-specific note preserved after title and coverage audit,notes/papers/0744.md,existing review archive audited; no current-cycle PDF verification,Paper-specific substantive note retained from the supplied review archive; the repository does not store third-party PDFs,,,,"Complete structured reading focused on relevance, method, results, contributions, and limitations",paper-specific note retained for synthesis
745,HAICOSYSTEM- An Ecosystem for Sandboxing Safety Risks in Human-AI Interactions,S7,P2,B,A,1.000,S7/P2/S7_P2_paper_first_detailed_markdown_notes/S7_P2_08_HAICOSYSTEM_An_Ecosystem_for_Sandboxing_Safety_Risks_in_Human-AI_Interactions.md,existing paper-specific note preserved after title and coverage audit,notes/papers/0745.md,existing review archive audited; no current-cycle PDF verification,Paper-specific substantive note retained from the supplied review archive; the repository does not store third-party PDFs,,,,"Complete structured reading focused on relevance, method, results, contributions, and limitations",paper-specific note retained for synthesis
746,Multimodal Situational Safety,S7,P2,B,A,1.000,S7/P2/S7_P2_paper_first_detailed_markdown_notes/S7_P2_09_Multimodal_Situational_Safety.md,existing paper-specific note preserved after title and coverage audit,notes/papers/0746.md,existing review archive audited; no current-cycle PDF verification,Paper-specific substantive note retained from the supplied review archive; the repository does not store third-party PDFs,,,,"Complete structured reading focused on relevance, method, results, contributions, and limitations",paper-specific note retained for synthesis
747,Watch Out for Your Agents! Investigating Backdoor Threats to LLM-Based Agents,S7,P2,B,A,1.000,S7/P2/S7_P2_paper_first_detailed_markdown_notes/S7_P2_10_Watch_Out_for_Your_Agents_Investigating_Backdoor_Threats_to_LLM-Based_Agents.md,existing paper-specific note preserved after title and coverage audit,notes/papers/0747.md,existing review archive audited; no current-cycle PDF verification,Paper-specific substantive note retained from the supplied review archive; the repository does not store third-party PDFs,,,,"Complete structured reading focused on relevance, method, results, contributions, and limitations",paper-specific note retained for synthesis
748,AgentHarm A Benchmark for Measuring Harmfulness of LLM Agents,S7,P2,B,A,1.000,S7/P2/S7_P2_REBUILT_ALL_59_paper_first_detailed_markdown_notes/S7_P2_11_AgentHarm_A_Benchmark_for_Measuring_Harmfulness_of_LLM_Agents.md,existing paper-specific note preserved after title and coverage audit,notes/papers/0748.md,existing review archive audited; no current-cycle PDF verification,Paper-specific substantive note retained from the supplied review archive; the repository does not store third-party PDFs,,,,"Complete structured reading focused on relevance, method, results, contributions, and limitations",paper-specific note retained for synthesis
750,MobileSafetyBench Evaluating Safety of Autonomous Agents in Mobile Device Control,S7,P2,B,A,1.000,S7/P2/S7_P2_REBUILT_ALL_59_paper_first_detailed_markdown_notes/S7_P2_12_MobileSafetyBench_Evaluating_Safety_of_Autonomous_Agents_in_Mobile_Device_Control.md,existing paper-specific note preserved after title and coverage audit,notes/papers/0750.md,existing review archive audited; no current-cycle PDF verification,Paper-specific substantive note retained from the supplied review archive; the repository does not store third-party PDFs,,,,"Complete structured reading focused on relevance, method, results, contributions, and limitations",paper-specific note retained for synthesis
751,Navigating the Risks: A Survey of Security and Privacy Threats in LLM-Based Agents,S7,P2,Missing,Missing,0.509,no reliable paper-specific source note,current-cycle full-text remediation,notes/papers/0751.md,current-cycle full text extracted and title-checked,48 extracted PDF pages; SHA-256 e6b912cf4790ed0c80b1f7d515fe3a4db540d29a397a08d2f69befe80f2acc29; title similarity 0.865,48,e6b912cf4790ed0c80b1f7d515fe3a4db540d29a397a08d2f69befe80f2acc29,0.865,"Complete structured reading focused on relevance, method, results, contributions, and limitations",paper-specific note ready for synthesis
