record_id,title,register_status,register_venue,register_identifier,identifier_host,direct_authoritative_identifier,machine_verdict,machine_notes,found_title,found_venue,found_year,found_doi,candidate_sources,archival_evidence,suspicious_ok_preprint,priority,adjudication_decision,authoritative_evidence_url,authoritative_evidence_note,adjudicated_by,adjudicated_at
728,Identifying the Risks of LM Agents with an LM-Emulated Sandbox,Archival published,International Conference on Learning Representations,arXiv:2309.15817,,no,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found,Identifying the Risks of LM Agents with an LM-Emulated Sandbox,arXiv,2023,10.48550/arxiv.2309.15817,datacite:arxiv | openalex:arxiv | openalex:title,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2309.15817,no,B1,PENDING,,,,
733,Agent Smith A Single Image Can Jailbreak One Million Multimodal LLM Agents Exponentially Fast,Archival published,Proceedings of the 41st International Conference on Machine Learning,arXiv:2402.08567,,no,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found,Agent Smith: A Single Image Can Jailbreak One Million Multimodal LLM Agents Exponentially Fast,arXiv,2024,10.48550/arxiv.2402.08567,datacite:arxiv | openalex:arxiv | openalex:title,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2402.08567,no,B1,PENDING,,,,
744,Agent Security Bench (ASB)- Formalizing and Benchmarking Attacks and Defenses in LLM-based Agents,Archival published,International Conference on Learning Representations,arXiv:2410.02644,,no,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found,Agent Security Bench (ASB): Formalizing and Benchmarking Attacks and Defenses in LLM-based Agents,arXiv,2024,10.48550/arxiv.2410.02644,datacite:arxiv | openalex:arxiv | openalex:title,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2410.02644,no,B1,PENDING,,,,
745,HAICOSYSTEM: An Ecosystem for Sandboxing Safety Risks in Human-AI Interactions,Archival published,Conference on Language Modeling,arXiv:2409.16427,,no,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found,HAICOSYSTEM: An Ecosystem for Sandboxing Safety Risks in Human-AI Interactions,arXiv,2024,10.48550/arxiv.2409.16427,datacite:arxiv | openalex:arxiv | openalex:title,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2409.16427,no,B1,PENDING,,,,
746,Multimodal Situational Safety,Archival published,International Conference on Learning Representations,arXiv:2410.06172,,no,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found,Multimodal Situational Safety,arXiv,2024,10.48550/arxiv.2410.06172,datacite:arxiv | openalex:arxiv | openalex:title,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2410.06172,no,B1,PENDING,,,,
748,AgentHarm A Benchmark for Measuring Harmfulness of LLM Agents,Archival published,International Conference on Learning Representations,arXiv:2410.09024,,no,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found,AgentHarm: A Benchmark for Measuring Harmfulness of LLM Agents,arXiv,2024,10.48550/arxiv.2410.09024,datacite:arxiv | openalex:arxiv | openalex:title,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2410.09024,no,B1,PENDING,,,,
761,Towards Trustworthy GUI Agents: A Survey,Archival published,Findings of the Association for Computational Linguistics: ACL 2025,https://doi.org/10.18653/v1/2025.findings-acl.1158,doi.org,no,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found,Towards Trustworthy GUI Agents: A Survey,,2025,10.48550/arxiv.2503.23434,openalex:title,openalex:title: OpenAlex type=preprint,no,B1,PENDING,,,,
771,IP Leakage Attacks Targeting LLM-Based Multi-Agent Systems,Archival accepted,,,,no,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found,IP Leakage Attacks Targeting LLM-Based Multi-Agent Systems,,2025,10.48550/arxiv.2505.12442,openalex:title,openalex:title: OpenAlex type=preprint,no,B1,PENDING,,,,
777,Demonstrations of Integrity Attacks in Multi-Agent Systems,Archival accepted,,,,no,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found,Demonstrations of Integrity Attacks in Multi-Agent Systems,,2025,10.48550/arxiv.2506.04572,openalex:title,openalex:title: OpenAlex type=preprint,no,B1,PENDING,,,,
779,Simple Prompt Injection Attacks Can Leak Personal Data Observed by LLM Agents During Task Execution,Archival accepted,,,,no,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found,Simple Prompt Injection Attacks Can Leak Personal Data Observed by LLM Agents During Task Execution,,2025,10.48550/arxiv.2506.01055,openalex:title,openalex:title: OpenAlex type=preprint,no,B1,PENDING,,,,
783,AprielGuard,Archival accepted,,,,no,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found,AprielGuard,,2025,,openalex:title | openalex:title,openalex:title: OpenAlex type=preprint,no,B1,PENDING,,,,
786,SMCP: Secure Model Context Protocol,Archival accepted,,,,no,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found,SMCP: Secure Model Context Protocol,,2026,10.48550/arxiv.2602.01129,openalex:title | openalex:title,openalex:title: OpenAlex type=preprint,no,B1,PENDING,,,,
787,MCP SECURITY BENCH (MSB)- BENCHMARKING ATTACKS AGAINST MODEL CONTEXT PROTOCOL IN LLM AGENTS,Archival published,International Conference on Learning Representations,arXiv:2504.03767,,no,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found,MCP Security Bench (MSB): Benchmarking Attacks Against Model Context Protocol in LLM Agents,,2025,10.48550/arxiv.2510.15994,openalex:title,openalex:title: OpenAlex type=preprint,no,B1,PENDING,,,,
788,ADAM: A Systematic Data Extraction Attack on Agent Memory via Adaptive Querying,Archival accepted,,,,no,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found,ADAM: A Systematic Data Extraction Attack on Agent Memory via Adaptive Querying,,2026,,openalex:title | openalex:title,openalex:title: OpenAlex type=preprint,no,B1,PENDING,,,,
789,SnapGuard: Lightweight Prompt Injection Detection for Screenshot-Based Web Agents,Archival accepted,,,,no,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found,SnapGuard: Lightweight Prompt Injection Detection for Screenshot-Based Web Agents,,2026,10.48550/arxiv.2604.25562,openalex:title | openalex:title,openalex:title: OpenAlex type=preprint,no,B1,PENDING,,,,
7,Improving Language Understanding by Generative Pre-Training,Archival published,OpenAI Blog,,,no,NO_MATCH,"no title-consistent match in DataCite, OpenAlex, Crossref, or DBLP; verify manually",,,,,,,no,B2,PENDING,,,,
30,"Self-RAG: Learning to Retrieve, Generate, and Critique through Self-Reflection",Archival published,The Twelfth International Conference on Learning Representations (ICLR 2024),https://openreview.net/forum?id=hSyW5go0v8,openreview.net,yes,NO_MATCH,"no title-consistent match in DataCite, OpenAlex, Crossref, or DBLP; verify manually",,,,,,,no,B2,PENDING,,,,
34,To CoT or Not to CoT? Chain-of-Thought Helps Mainly on Math and Symbolic Reasoning,Archival published,International Conference on Learning Representations (ICLR 2025),https://openreview.net/forum?id=4hSaB8l9cB,openreview.net,yes,NO_MATCH,"no title-consistent match in DataCite, OpenAlex, Crossref, or DBLP; verify manually",,,,,,,no,B2,PENDING,,,,
60,"Are Long-LLMs A Necessity For Long-Context Tasks: Hongjin Qian1,2, Zheng Liu2∗, Peitian Zhang1, Kelong Mao1, Yujia Zhou1",Preprint/technical report,arXiv preprint arXiv:2405.15318,,,no,NO_MATCH,"no title-consistent match in DataCite, OpenAlex, Crossref, or DBLP; verify manually",,,,,,,no,B2,PENDING,,,,
68,ReAct: Synergizing Reasoning and Acting in Language Models,Archival published,International Conference on Learning Representations,,,no,NO_MATCH,"no title-consistent match in DataCite, OpenAlex, Crossref, or DBLP; verify manually",,,,,,,no,B2,PENDING,,,,
98,ToolLLM: Facilitating Large Language Models to Master 16000+ Real-World APIs,Archival published,The Twelfth International Conference on Learning Representations (ICLR 2024),https://openreview.net/forum?id=dHng2O0Jjr,openreview.net,yes,NO_MATCH,"no title-consistent match in DataCite, OpenAlex, Crossref, or DBLP; verify manually",,,,,,,no,B2,PENDING,,,,
115,"Large Language Model based Multi-Agents: A Survey of Progress and Challenges Taicheng Guo1 , Xiuying Chen2 , Yaqi Wang3∗, Ruidi Chang , Shichao Pei4 ,",Archival published,"IJCAI 2024 (Survey Track), pp. 8048–8057",https://doi.org/10.24963/ijcai.2024/890; 2402.01680,doi.org,no,NO_MATCH,"no title-consistent match in DataCite, OpenAlex, Crossref, or DBLP; verify manually",,,,,,,no,B2,PENDING,,,,
118,PreAct: Predicting Future in ReAct Enhances Agent’s Planning Ability,Preprint/technical report,arXiv / preprint,,,no,NO_MATCH,"no title-consistent match in DataCite, OpenAlex, Crossref, or DBLP; verify manually",,,,,,,no,B2,PENDING,,,,
127,THE LANDSCAPE OF EMERGING AI AGENT ARCHITECTURES,Preprint/technical report,arXiv (tech report),2404.11584,,no,NO_MATCH,"no title-consistent match in DataCite, OpenAlex, Crossref, or DBLP; verify manually",,,,,,,no,B2,PENDING,,,,
146,Agentic Reasoning: Reasoning LLMs with Tools for the Deep Research,Preprint/technical report,arXiv / preprint,,,no,NO_MATCH,"no title-consistent match in DataCite, OpenAlex, Crossref, or DBLP; verify manually",,,,,,,no,B2,PENDING,,,,
150,API Agents vs. GUI Agents: Divergence and Convergence,Preprint/technical report,arXiv / preprint,,,no,NO_MATCH,"no title-consistent match in DataCite, OpenAlex, Crossref, or DBLP; verify manually",,,,,,,no,B2,PENDING,,,,
152,Advances and Challenges in Foundation Agents,Preprint/technical report,arXiv book/survey; uploaded duplicate,,,no,NO_MATCH,"no title-consistent match in DataCite, OpenAlex, Crossref, or DBLP; verify manually",,,,,,,no,B2,PENDING,,,,
158,Deep Research Agents: A Systematic Examination And Roadmap,Preprint/technical report,arXiv / survey,,,no,NO_MATCH,"no title-consistent match in DataCite, OpenAlex, Crossref, or DBLP; verify manually",,,,,,,no,B2,PENDING,,,,
165,Beyond Pipelines: A Survey of the Paradigm Shift toward Model-Native Agentic AI,Preprint/technical report,arXiv / survey with journal-style template,,,no,NO_MATCH,"no title-consistent match in DataCite, OpenAlex, Crossref, or DBLP; verify manually",,,,,,,no,B2,PENDING,,,,
166,Experience-Driven Exploration for Efficient API-Free AI Agents,Preprint/technical report,arXiv / preprint,,,no,NO_MATCH,"no title-consistent match in DataCite, OpenAlex, Crossref, or DBLP; verify manually",,,,,,,no,B2,PENDING,,,,
170,"Memory in the Age of AI Agents: A Survey Forms, Functions and Dynamics",Preprint/technical report,arXiv / survey,,,no,NO_MATCH,"no title-consistent match in DataCite, OpenAlex, Crossref, or DBLP; verify manually",,,,,,,no,B2,PENDING,,,,
172,"AI Agent Systems: Architectures, Applications, and Evaluation",Preprint/technical report,arXiv / survey,,,no,NO_MATCH,"no title-consistent match in DataCite, OpenAlex, Crossref, or DBLP; verify manually",,,,,,,no,B2,PENDING,,,,
174,"Toward Efficient Agents: Memory, Tool learning, and Planning",Preprint/technical report,arXiv / survey,,,no,NO_MATCH,"no title-consistent match in DataCite, OpenAlex, Crossref, or DBLP; verify manually",,,,,,,no,B2,PENDING,,,,
201,"Position: Towards Unified Alignment Between Agents, Humans, and Environment",Archival published,"Proceedings of the 41st International Conference on Machine Learning (ICML 2024), PMLR 235, pages 56251-56275",https://proceedings.mlr.press/v235/yang24p.html,proceedings.mlr.press,yes,NO_MATCH,"no title-consistent match in DataCite, OpenAlex, Crossref, or DBLP; verify manually",,,,,,,no,B2,PENDING,,,,
251,OTC: Optimal Tool Calls via Reinforcement Learning,Preprint/technical report,arXiv,2504.14870,,no,NO_MATCH,"no title-consistent match in DataCite, OpenAlex, Crossref, or DBLP; verify manually",,,,,,,no,B2,PENDING,,,,
252,Towards Agentic RAG with Deep Reasoning: A Survey of RAG-Reasoning Systems in LLMs,Preprint/technical report,arXiv preprint,,,no,NO_MATCH,"no title-consistent match in DataCite, OpenAlex, Crossref, or DBLP; verify manually",,,,,,,no,B2,PENDING,,,,
254,A Comprehensive Survey of Self-Evolving AI Agents,Preprint/technical report,arXiv,2508.07407,,no,NO_MATCH,"no title-consistent match in DataCite, OpenAlex, Crossref, or DBLP; verify manually",,,,,,,no,B2,PENDING,,,,
256,AgentScope 1.0: A Developer-Centric Framework for Building Agentic Applications,Preprint/technical report,arXiv preprint arXiv:2508.16279,,,no,NO_MATCH,"no title-consistent match in DataCite, OpenAlex, Crossref, or DBLP; verify manually",,,,,,,no,B2,PENDING,,,,
264,ALITA-G: Self-Evolving Generative Agent for Agent Generation,Preprint/technical report,arXiv preprint arXiv:2510.23601,,,no,NO_MATCH,"no title-consistent match in DataCite, OpenAlex, Crossref, or DBLP; verify manually",,,,,,,no,B2,PENDING,,,,
265,AlphaApollo: Orchestrating Foundation Models and Professional Tools into a Self-Evolving System for Deep Agentic Reasoning,Workshop/conditional,Lifelong Agent Workshop at ICLR 2026,,,no,NO_MATCH,"no title-consistent match in DataCite, OpenAlex, Crossref, or DBLP; verify manually",,,,,,,no,B2,PENDING,,,,
267,The Era of Agentic Organization: Learning to Organize with Language Models,Preprint/technical report,arXiv preprint arXiv:2510.26658,,,no,NO_MATCH,"no title-consistent match in DataCite, OpenAlex, Crossref, or DBLP; verify manually",,,,,,,no,B2,PENDING,,,,
301,Synapse: Leveraging Few-Shot Exemplars for Human-Level Computer Control,Preprint/technical report,arXiv preprint,,,no,NO_MATCH,"no title-consistent match in DataCite, OpenAlex, Crossref, or DBLP; verify manually",,,,,,,no,B2,PENDING,,,,
313,Turn Every Application into an Agent: Towards Efficient Human-Agent-Computer Interaction with API-First LLM-Based Agents,Archival published,Proceedings of ACL (Long Papers),arXiv:2409.17140,,no,NO_MATCH,"no title-consistent match in DataCite, OpenAlex, Crossref, or DBLP; verify manually",,,,,,,no,B2,PENDING,,,,
316,"AI Agents for Computer Use: A Review of Instruction-based Computer Control, GUI Automation, and Operator Assistants",Preprint/technical report,arXiv,2501.16150,,no,NO_MATCH,"no title-consistent match in DataCite, OpenAlex, Crossref, or DBLP; verify manually",,,,,,,no,B2,PENDING,,,,
326,Agentic Web: Weaving the Next Web with AI Agents,Preprint/technical report,arXiv preprint arXiv:2502.09543,arXiv:2502.09543,,no,NO_MATCH,"no title-consistent match in DataCite, OpenAlex, Crossref, or DBLP; verify manually",,,,,,,no,B2,PENDING,,,,
327,CoAct-1: Computer-using Agents with Coding as Actions,Preprint/technical report,arXiv preprint arXiv:2504.13762,arXiv:2504.13762,,no,NO_MATCH,"no title-consistent match in DataCite, OpenAlex, Crossref, or DBLP; verify manually",,,,,,,no,B2,PENDING,,,,
329,Are LLM Agents the New RPA: A Comparative Study with RPA Across Enterprise Workflows,Preprint/technical report,arXiv:2502.01354,arXiv:2502.01354,,no,NO_MATCH,"no title-consistent match in DataCite, OpenAlex, Crossref, or DBLP; verify manually",,,,,,,no,B2,PENDING,,,,
336,A Comprehensive Survey of Agents for Computer Use,Archival published,Journal of Artificial Intelligence Research,https://doi.org/10.1613/jair.1.17178,doi.org,no,NO_MATCH,"no title-consistent match in DataCite, OpenAlex, Crossref, or DBLP; verify manually",,,,,,,no,B2,PENDING,,,,
338,WebArena: A Realistic Web Environment for Building Autonomous Agents,Archival published,International Conference on Learning Representations,,,no,NO_MATCH,"no title-consistent match in DataCite, OpenAlex, Crossref, or DBLP; verify manually",,,,,,,no,B2,PENDING,,,,
353,BEARCUBS A benchmark for computer-using web agents,Archival published,COLM,,,no,NO_MATCH,"no title-consistent match in DataCite, OpenAlex, Crossref, or DBLP; verify manually",,,,,,,no,B2,PENDING,,,,
358,DeepShop: A Benchmark for Deep Research Shopping Agents,Preprint/technical report,arXiv preprint arXiv:2506.02839,,,no,NO_MATCH,"no title-consistent match in DataCite, OpenAlex, Crossref, or DBLP; verify manually",,,,,,,no,B2,PENDING,,,,
365,"BrowseComp-V3: A Visual, Vertical, and Verifiable Benchmark for Multimodal Browsing Agents",Preprint/technical report,arXiv preprint arXiv:2602.12876,,,no,NO_MATCH,"no title-consistent match in DataCite, OpenAlex, Crossref, or DBLP; verify manually",,,,,,,no,B2,PENDING,,,,
366,PATHWAYS: Evaluating Investigation and Context Discovery in AI Web Agents,Preprint/technical report,arXiv preprint arXiv:2602.05354,https://doi.org/10.48550/arXiv.2602.05354,doi.org,no,NO_MATCH,"no title-consistent match in DataCite, OpenAlex, Crossref, or DBLP; verify manually",,,,,,,no,B2,PENDING,,,,
389,A3: Android Agent Arena for Mobile GUI Agents,Archival published,Findings of ACL 2026,https://aclanthology.org/2026.findings-acl.184/; 2501.01149,aclanthology.org,yes,NO_MATCH,"no title-consistent match in DataCite, OpenAlex, Crossref, or DBLP; verify manually",,,,,,,no,B2,PENDING,,,,
413,NEWSAGENT: Benchmarking Multimodal Agents as Journalists with Real-World Newswriting Tasks,Archival published,Findings of ACL 2026 (volume live; ISBN 979-8-89176-395-1),https://aclanthology.org/volumes/2026.findings-acl/; 2509.00446,aclanthology.org,yes,NO_MATCH,"no title-consistent match in DataCite, OpenAlex, Crossref, or DBLP; verify manually",,,,,,,no,B2,PENDING,,,,
431,Auto-Eval Judge: Towards a General Agentic Framework for Task Completion Evaluation,Preprint/technical report,arXiv preprint,,,no,NO_MATCH,"no title-consistent match in DataCite, OpenAlex, Crossref, or DBLP; verify manually",,,,,,,no,B2,PENDING,,,,
449,UGround: Unified Visual Grounding for GUI Agents,Archival published,International Conference on Learning Representations,https://openreview.net/forum?id=kxnoqaisCT,openreview.net,yes,NO_MATCH,"no title-consistent match in DataCite, OpenAlex, Crossref, or DBLP; verify manually",,,,,,,no,B2,PENDING,,,,
470,"Multimodal LLM Agents: Exploring LLM interactions in Software, Web and Operating Systems",Workshop/non-archival,CS598 course/LLM-Agent workshop (OpenReview YGLOpASCY5); no arXiv ID,,,no,NO_MATCH,"no title-consistent match in DataCite, OpenAlex, Crossref, or DBLP; verify manually",,,,,,,no,B2,PENDING,,,,
473,Beyond Pixels: Exploring DOM Downsampling for LLM-Based Web Agents,Preprint/technical report,arXiv preprint arXiv:2508.04412,,,no,NO_MATCH,"no title-consistent match in DataCite, OpenAlex, Crossref, or DBLP; verify manually",,,,,,,no,B2,PENDING,,,,
486,WebSailor Navigating Super-human Reasoning for Web Agent,Preprint/technical report,arXiv preprint arXiv:2507.02592,,,no,NO_MATCH,"no title-consistent match in DataCite, OpenAlex, Crossref, or DBLP; verify manually",,,,,,,no,B2,PENDING,,,,
487,AgentFold: Long-Horizon Web Agents with Proactive Context Management,Preprint/technical report,arXiv preprint arXiv:2510.24699,,,no,NO_MATCH,"no title-consistent match in DataCite, OpenAlex, Crossref, or DBLP; verify manually",,,,,,,no,B2,PENDING,,,,
491,HEAP: HIERARCHICAL POLICIES FOR,Archival accepted,COLM 2024,https://openreview.net/forum?id=5fg0VtRxgi; 2310.03720,openreview.net,yes,NO_MATCH,"no title-consistent match in DataCite, OpenAlex, Crossref, or DBLP; verify manually",,,,,,,no,B2,PENDING,,,,
502,InfiGUI-R1 Advancing Multimodal GUI Agents from Reactive Actors to Deliberative Reasoners,Preprint/technical report,arXiv preprint arXiv:2504.14239,,,no,NO_MATCH,"no title-consistent match in DataCite, OpenAlex, Crossref, or DBLP; verify manually",,,,,,,no,B2,PENDING,,,,
510,Web World Models,Preprint/technical report,arXiv preprint arXiv:2512.23676,,,no,NO_MATCH,"no title-consistent match in DataCite, OpenAlex, Crossref, or DBLP; verify manually",,,,,,,no,B2,PENDING,,,,
523,NNetscape Navigator: Complex Demonstrations for Web Agents Without a Demonstrator,Preprint/technical report,arXiv (ICLR 2025 submission withdrawn),2410.02907,,no,NO_MATCH,"no title-consistent match in DataCite, OpenAlex, Crossref, or DBLP; verify manually",,,,,,,no,B2,PENDING,,,,
540,WebExplorer: Explore and Evolve for Training Long-Horizon Web Agents,Preprint/technical report,arXiv preprint arXiv:2509.06501,,,no,NO_MATCH,"no title-consistent match in DataCite, OpenAlex, Crossref, or DBLP; verify manually",,,,,,,no,B2,PENDING,,,,
545,Avenir-Web1: Human-Experience-Imitating Multimodal Web Agents with Mixture of Grounding Experts,Preprint/technical report,arXiv preprint arXiv:2602.02468,,,no,NO_MATCH,"no title-consistent match in DataCite, OpenAlex, Crossref, or DBLP; verify manually",,,,,,,no,B2,PENDING,,,,
585,ProgRM Build Better GUI Agents with Progress Rewards,Preprint/technical report,arXiv preprint arXiv:2505.18121,,,no,NO_MATCH,"no title-consistent match in DataCite, OpenAlex, Crossref, or DBLP; verify manually",,,,,,,no,B2,PENDING,,,,
607,Online Process Reward Learning for Agentic Reinforcement Learning,Preprint/technical report,—,https://arxiv.org/abs/2509.19199; arXiv:2509.19199,arxiv.org,no,NO_MATCH,"no title-consistent match in DataCite, OpenAlex, Crossref, or DBLP; verify manually",,,,,,,no,B2,PENDING,,,,
620,The Unreasonable Effectiveness of Scaling Agents for Computer Use,Preprint/technical report,arXiv (Simular),2510.02250,,no,NO_MATCH,"no title-consistent match in DataCite, OpenAlex, Crossref, or DBLP; verify manually",,,,,,,no,B2,PENDING,,,,
629,WEBSERV: A Browser-Server Environment for Efficient Training of Reinforcement Learning-based Web Agents at Scale,Workshop/non-archival,NeurIPS 2025 MTI-LLM Workshop (Poster),https://openreview.net/forum?id=YHcHQY8TIY; arXiv:2510.16252,openreview.net,yes,NO_MATCH,"no title-consistent match in DataCite, OpenAlex, Crossref, or DBLP; verify manually",,,,,,,no,B2,PENDING,,,,
637,Agent Lightning: Train ANY AI Agents with Reinforcement Learning,Preprint/technical report,arXiv preprint arXiv:2508.03680,,,no,NO_MATCH,"no title-consistent match in DataCite, OpenAlex, Crossref, or DBLP; verify manually",,,,,,,no,B2,PENDING,,,,
649,Aegis: Taxonomy and Optimizations for Overcoming Agent-Environment Failures in LLM Agents,Preprint/technical report,arXiv preprint arXiv:2508.19504,,,no,NO_MATCH,"no title-consistent match in DataCite, OpenAlex, Crossref, or DBLP; verify manually",,,,,,,no,B2,PENDING,,,,
651,Where LLM Agents Fail and How They Can Learn From Failures,Preprint/technical report,arXiv preprint arXiv:2509.25370,,,no,NO_MATCH,"no title-consistent match in DataCite, OpenAlex, Crossref, or DBLP; verify manually",,,,,,,no,B2,PENDING,,,,
653,What Do LLMAgents Know About Their World: Task2Quiz: A Paradigm for Studying Environment Understanding,Preprint/technical report,arXiv preprint arXiv:2601.09503,,,no,NO_MATCH,"no title-consistent match in DataCite, OpenAlex, Crossref, or DBLP; verify manually",,,,,,,no,B2,PENDING,,,,
658,VeriLA A Human-Centered Evaluation Framework for Interpretable Verification of LLM Agent Failures,Preprint/technical report,arXiv preprint arXiv:2503.12651,,,no,NO_MATCH,"no title-consistent match in DataCite, OpenAlex, Crossref, or DBLP; verify manually",,,,,,,no,B2,PENDING,,,,
664,NEXT-EVAL: Next Evaluation of Traditional and LLM Web Data Record Extraction,Preprint/technical report,arXiv preprint arXiv:2505.17125,,,no,NO_MATCH,"no title-consistent match in DataCite, OpenAlex, Crossref, or DBLP; verify manually",,,,,,,no,B2,PENDING,,,,
670,ScrapeGraphAI-100k: A Large-Scale Dataset for LLM-Based Web Information Extraction,Preprint/technical report,arXiv preprint arXiv:2602.15189,,,no,NO_MATCH,"no title-consistent match in DataCite, OpenAlex, Crossref, or DBLP; verify manually",,,,,,,no,B2,PENDING,,,,
676,"Advanced Web Scraping in the Modern Web: Techniques, Prevention, and AI Integration",Unconfirmed,,,,no,NO_MATCH,"no title-consistent match in DataCite, OpenAlex, Crossref, or DBLP; verify manually",,,,,,,no,B2,PENDING,,,,
679,An Agentic Toolkit for Adaptive Information Extraction from Regulatory Documents,Preprint/technical report,arXiv preprint arXiv:2509.11773,,,no,NO_MATCH,"no title-consistent match in DataCite, OpenAlex, Crossref, or DBLP; verify manually",,,,,,,no,B2,PENDING,,,,
682,Mind2Report: A Cognitive Deep Research Agent for Expert-Level Commercial Report Synthesis,Preprint/technical report,arXiv preprint arXiv:2601.04879,,,no,NO_MATCH,"no title-consistent match in DataCite, OpenAlex, Crossref, or DBLP; verify manually",,,,,,,no,B2,PENDING,,,,
692,WiNELL: Wikipedia Never-Ending Updating with LLM Agents,Archival published,Proceedings of the ACM Web Conference 2026,https://doi.org/10.1145/3774904.3792695,doi.org,no,NO_MATCH,"no title-consistent match in DataCite, OpenAlex, Crossref, or DBLP; verify manually",,,,,,,no,B2,PENDING,,,,
721,AI Kill Switch for malicious web-based LLM agent,Preprint/technical report,arXiv preprint arXiv:2503.08792,https://doi.org/10.48550/arXiv.2503.08792,doi.org,no,NO_MATCH,"no title-consistent match in DataCite, OpenAlex, Crossref, or DBLP; verify manually",,,,,,,no,B2,PENDING,,,,
738,GuardAgent: Safeguard LLM Agents via Knowledge-Enabled Reasoning,Archival published,"Proceedings of the 42nd International Conference on Machine Learning (ICML 2025), PMLR 267:68316–68342",https://proceedings.mlr.press/v267/xiang25a.html,proceedings.mlr.press,yes,NO_MATCH,"no title-consistent match in DataCite, OpenAlex, Crossref, or DBLP; verify manually",,,,,,,no,B2,PENDING,,,,
755,Context is Key for Agent Security,Preprint/technical report,,,,no,NO_MATCH,"no title-consistent match in DataCite, OpenAlex, Crossref, or DBLP; verify manually",,,,,,,no,B2,PENDING,,,,
759,A Practical Memory Injection Attack against LLM Agents,Archival published,Advances in Neural Information Processing Systems,arXiv:2411.09921,,no,NO_MATCH,"no title-consistent match in DataCite, OpenAlex, Crossref, or DBLP; verify manually",,,,,,,no,B2,PENDING,,,,
780,Reliable Weak-to-Strong Monitoring of LLM Agents,Archival published,International Conference on Learning Representations,arXiv:2505.08786,,no,NO_MATCH,"no title-consistent match in DataCite, OpenAlex, Crossref, or DBLP; verify manually",,,,,,,no,B2,PENDING,,,,
784,LLM Agents for Automated Web Vulnerability Reproduction: Are We There Yet,Archival accepted,,,,no,NO_MATCH,"no title-consistent match in DataCite, OpenAlex, Crossref, or DBLP; verify manually",,,,,,,no,B2,PENDING,,,,
801,"Agent A/B: Automated and Scalable A/B Testing on Live Websites with Interactive LLM Agents [MERGED: consolidates former duplicate row #802, ""AgentAB"" title variant — confirmed same paper]",Archival published,ACM CHI 2026 Extended Abstracts,https://doi.org/10.1145/3772363.3799039; 2504.09723,doi.org,no,NO_MATCH,"no title-consistent match in DataCite, OpenAlex, Crossref, or DBLP; verify manually",,,,,,,no,B2,PENDING,,,,
15,GPT-4 Technical Report,Preprint/technical report,arXiv preprint arXiv:2303.08774,https://doi.org/10.48550/arXiv.2303.08774,doi.org,no,OK_PREPRINT,uncorroborated OpenAlex-only archival signal ignored pending manual verification: Leibniz international proceedings in informatics,GPT-4 Technical Report,Leibniz international proceedings in informatics,2023,10.4230/lipics.cosit.2024.11,datacite:arxiv | openalex:title,openalex:title: location[journal]='Leibniz international proceedings in informatics',yes,C1,PENDING,,,,
90,Tool Learning with Foundation Models,Preprint/technical report,arXiv / survey,,,no,OK_PREPRINT,uncorroborated OpenAlex-only archival signal ignored pending manual verification: ACM Computing Surveys,Tool Learning with Foundation Models,ACM Computing Surveys,2024,10.1145/3704435,openalex:title | openalex:title,openalex:title: location[journal]='ACM Computing Surveys' | openalex:title: DOI prefix 10.1145 (ACM) | openalex:title: pages 1-40,yes,C1,PENDING,,,,
93,Interactive Natural Language Processing,Preprint/technical report,arXiv / survey-style paper,,,no,OK_PREPRINT,uncorroborated OpenAlex-only archival signal ignored pending manual verification: Synthesis lectures on human language technologies,Interactive Natural Language Processing,Synthesis lectures on human language technologies,2026,10.1007/978-3-032-06264-2,openalex:title | openalex:title | crossref:title,openalex:title: location[journal]='Synthesis lectures on human language technologies' | openalex:title: DOI prefix 10.1007 (Springer),yes,C1,PENDING,,,,
133,Tool Learning with Large Language Models: A Survey,Preprint/technical report,arXiv / survey,,,no,OK_PREPRINT,uncorroborated OpenAlex-only archival signal ignored pending manual verification: Frontiers of Computer Science,Tool learning with large language models: a survey,Frontiers of Computer Science,2025,10.1007/s11704-024-40678-2,openalex:title | openalex:title,openalex:title: location[journal]='Frontiers of Computer Science' | openalex:title: DOI prefix 10.1007 (Springer),yes,C1,PENDING,,,,
