record_id,title,register_status,register_venue,register_identifier,found_title,found_venue,found_type,found_year,found_doi,openalex_id,title_match,VERDICT,notes
635,DynaWeb: Model-Based Reinforcement Learning of Web Agents,Preprint/technical report,—,https://arxiv.org/abs/2601.22149; arXiv:2601.22149,,,,,,,,NO_MATCH,not found in OpenAlex or Crossref; verify by hand
636,GUI Agents with Reinforcement Learning: Toward Digital Inhabitants,Preprint/technical report,—,https://arxiv.org/abs/2604.27955; arXiv:2604.27955,,,,,,,,NO_MATCH,not found in OpenAlex or Crossref; verify by hand
637,Agent Lightning: Train ANY AI Agents with Reinforcement Learning,Preprint/technical report,arXiv preprint arXiv:2508.03680,,,,,,,,,NO_MATCH,not found in OpenAlex or Crossref; verify by hand
638,Self-Improving LLM Agents at Test-Time,Preprint/technical report,arXiv preprint arXiv:2510.07841,,,,,,,,,NO_MATCH,not found in OpenAlex or Crossref; verify by hand
639,WAREX: WEB AGENT RELIABILITY EVALUATION ON EXISTING BENCHMARKS,Archival published,TMLR,arXiv:2510.03285,,,,,,,,NO_MATCH,not found in OpenAlex or Crossref; verify by hand
640,An Illusion of Progress - Assessing the Current State of Web Agents,Archival published,COLM,arXiv:2504.01382,,,,,,,,NO_MATCH,not found in OpenAlex or Crossref; verify by hand
641,Why Do LLM-based Web Agents Fail: A Hierarchical Planning Perspective,Archival published,Proceedings of ACL (Long Papers),https://doi.org/10.18653/v1/2026.acl-long.1483,Why Do LLM-based Web Agents Fail? A Hierarchical Planning Perspective,Proceedings of the 64th Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers),proceedings-article,2026,10.18653/v1/2026.acl-long.1483,,1.0,VENUE_MISMATCH,register venue 'Proceedings of ACL (Long Papers)' vs external 'Proceedings of the 64th Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers)'
642,WebSuite: Systematically Evaluating Why Web Agents Fail,Preprint/technical report,arXiv preprint arXiv:2406.01623,,,,,,,,,NO_MATCH,not found in OpenAlex or Crossref; verify by hand
643,Autonomous Evaluation and Refinement of Digital Agents,Archival published,COLM,arXiv:2404.06474,,,,,,,,NO_MATCH,not found in OpenAlex or Crossref; verify by hand
644,Unveiling Disparities in Web Task Handling Between Human and Web Agent,Preprint/technical report,arXiv preprint arXiv:2405.04497,,,,,,,,,NO_MATCH,not found in OpenAlex or Crossref; verify by hand
645,Why Do Multi-Agent LLM Systems Fail,Archival published,Advances in NeurIPS,arXiv:2503.13657,Why Do Multi-Agent LLM Systems Fail?,Advances in Neural Information Processing Systems 38,proceedings-article,2025,10.52202/085713-4082,,1.0,OK,
646,Are Autonomous Web Agents Good Testers,Archival published,Proc. ACM Softw. Eng.,https://doi.org/10.1145/3728879,Are Autonomous Web Agents Good Testers?,Proceedings of the ACM on Software Engineering,journal-article,2025,10.1145/3728879,,1.0,OK,
647,GEM Gaussian Embedding Modeling for Out-of-Distribution Detection in GUI Agents,Archival published,Proceedings of AAAI,arXiv:2505.12842,GEM: Gaussian Embedding Modeling for Out-of-Distribution Detection in GUI Agents,Proceedings of the AAAI Conference on Artificial Intelligence,journal-article,2026,10.1609/aaai.v40i40.40692,,1.0,OK,
648,Understanding GUI Agent Localization Biases through Logit Sharpness,Archival published,Findings of EMNLP,arXiv:2506.15425,Understanding GUI Agent Localization Biases through Logit Sharpness,Findings of the Association for Computational Linguistics: EMNLP 2025,proceedings-article,2025,10.18653/v1/2025.findings-emnlp.1268,,1.0,VENUE_MISMATCH,register venue 'Findings of EMNLP' vs external 'Findings of the Association for Computational Linguistics: EMNLP 2025'
649,Aegis: Taxonomy and Optimizations for Overcoming Agent-Environment Failures in LLM Agents,Preprint/technical report,arXiv preprint arXiv:2508.19504,,,,,,,,,NO_MATCH,not found in OpenAlex or Crossref; verify by hand
650,Just Do It!- Computer-Use Agents Exhibit Blind Goal-Directedness,Archival published,International Conference on Learning Representations,arXiv:2510.01670,,,,,,,,NO_MATCH,not found in OpenAlex or Crossref; verify by hand
651,Where LLM Agents Fail and How They Can Learn From Failures,Preprint/technical report,arXiv preprint arXiv:2509.25370,,,,,,,,,NO_MATCH,not found in OpenAlex or Crossref; verify by hand
652,The Hierarchy of Agentic Capabilities: Evaluating Frontier Models on Realistic RL Environments,Preprint/technical report,arXiv preprint arXiv:2601.09032,,,,,,,,,NO_MATCH,not found in OpenAlex or Crossref; verify by hand
653,What Do LLMAgents Know About Their World: Task2Quiz: A Paradigm for Studying Environment Understanding,Preprint/technical report,arXiv preprint arXiv:2601.09503,,,,,,,,,NO_MATCH,not found in OpenAlex or Crossref; verify by hand
654,How do Visual Attributes Influence Web Agents: A Comprehensive Evaluation of User Interface Design Factors,Preprint/technical report,arXiv preprint arXiv:2601.21961,,How do Visual Attributes Influence Web Agents? A Comprehensive Evaluation of User Interface Design Factors,Findings of the Association for Computational Linguistics: ACL 2026,proceedings-article,2026,10.18653/v1/2026.findings-acl.1723,,1.0,UPGRADE,register says 'Preprint/technical report' but external source shows published in 'Findings of the Association for Computational Linguistics: ACL 2026'
655,"The Amazing Agent Race: Strong Tool Users, Weak Navigators",Preprint/technical report,arXiv preprint arXiv:2604.10261,,,,,,,,,NO_MATCH,not found in OpenAlex or Crossref; verify by hand
656,Baba Is AI: Break the Rules to Beat the Benchmark,Excluded after publication-status validation,ICML 2024 Workshop on LLMs and Cognition,https://openreview.net/forum?id=jjN1A9CZn4,,,,,,,,NO_MATCH,not found in OpenAlex or Crossref; verify by hand
657,Reflection-Bench: Evaluating Epistemic Agency in Large Language Models,Archival published,"Proceedings of the 42nd International Conference on Machine Learning (ICML 2025), PMLR 267",https://proceedings.mlr.press/v267/li25cu.html,,,,,,,,NO_MATCH,not found in OpenAlex or Crossref; verify by hand
658,VeriLA A Human-Centered Evaluation Framework for Interpretable Verification of LLM Agent Failures,Preprint/technical report,arXiv preprint arXiv:2503.12651,,,,,,,,,NO_MATCH,not found in OpenAlex or Crossref; verify by hand
659,Detecting Silent Failures in Multi-Agentic AI Trajectories,Archival published,"Companion of the 17th ACM/SPEC International Conference on Performance Engineering, ICPE Companion 2026",https://doi.org/10.1145/3777911.3801104,Detecting Silent Failures in Multi-Agentic AI Trajectories (Work In Progress Paper),Companion of the 17th ACM/SPEC International Conference on Performance Engineering,proceedings-article,2026,10.1145/3777911.3801104,,0.835,OK,
660,WebLists Extracting Structured Information From Complex Interactive Websites Using Executable LLM Agents,Preprint/technical report,arXiv preprint arXiv:2504.12682,,,,,,,,,NO_MATCH,not found in OpenAlex or Crossref; verify by hand
661,AutoScraper: A Progressive Understanding Web Agent for Web Scraper Generation,Archival published,Proceedings of EMNLP,https://doi.org/10.18653/v1/2024.emnlp-main.141,AutoScraper: A Progressive Understanding Web Agent for Web Scraper Generation,Proceedings of the 2024 Conference on Empirical Methods in Natural Language Processing,proceedings-article,2024,10.18653/v1/2024.emnlp-main.141,,1.0,VENUE_MISMATCH,register venue 'Proceedings of EMNLP' vs external 'Proceedings of the 2024 Conference on Empirical Methods in Natural Language Processing'
662,ReaderLM-v2: Small Language Model for HTML to Markdown and JSON,Preprint/technical report,arXiv preprint arXiv:2503.01151,,,,,,,,,NO_MATCH,not found in OpenAlex or Crossref; verify by hand
663,INFOGEN: An Agent-Based Framework for Web Information Aggregation,Archival published,Findings of NAACL,https://doi.org/10.18653/v1/2025.findings-naacl.318,Infogent: An Agent-Based Framework for Web Information Aggregation,Findings of the Association for Computational Linguistics: NAACL 2025,proceedings-article,2025,10.18653/v1/2025.findings-naacl.318,,0.992,VENUE_MISMATCH,register venue 'Findings of NAACL' vs external 'Findings of the Association for Computational Linguistics: NAACL 2025'
664,NEXT-EVAL: Next Evaluation of Traditional and LLM Web Data Record Extraction,Preprint/technical report,arXiv preprint arXiv:2505.17125,,,,,,,,,NO_MATCH,not found in OpenAlex or Crossref; verify by hand
665,STRUCTSENSE A Task-Agnostic Agentic Framework for Structured Information Extraction with Human-In-The-Loop Evaluation and Benchmarking,Preprint/technical report,arXiv preprint arXiv:2507.03674,,,,,,,,,NO_MATCH,not found in OpenAlex or Crossref; verify by hand
666,"A Systematic Review of Web Scraping: Techniques, LLM-Enhanced Approaches, Performance Metrics, and Legal-Ethical Issues",Archival published,Data & Knowledge Engineering,https://doi.org/10.1016/j.datak.2026.102598,"A Systematic Review of Web Scraping: Techniques, LLM-Enhanced Approaches, Performance Metrics, and Legal-Ethical Issues",,posted-content,2025,10.2139/ssrn.5429131,,1.0,DOWNGRADE,register says 'Archival published' but external source shows preprint/no venue (none)
667,SCRIBES: Web-Scale Script-Based Semi-Structured Data Extraction with Reinforcement Learning,Archival published,International Conference on Learning Representations,arXiv:2510.01832,,,,,,,,NO_MATCH,not found in OpenAlex or Crossref; verify by hand
668,An Index-based Approach for Efficient and Effective Web Content Extraction,Preprint/technical report,arXiv preprint arXiv:2512.06641,,,,,,,,,NO_MATCH,not found in OpenAlex or Crossref; verify by hand
669,Beyond BeautifulSoup: Benchmarking LLM-Powered Web Scraping for Everyday Users,Preprint/technical report,arXiv preprint arXiv:2601.06301,https://doi.org/10.48550/arXiv.2601.06301,,,,,,,,NO_MATCH,not found in OpenAlex or Crossref; verify by hand
670,ScrapeGraphAI-100k: A Large-Scale Dataset for LLM-Based Web Information Extraction,Preprint/technical report,arXiv preprint arXiv:2602.15189,,,,,,,,,NO_MATCH,not found in OpenAlex or Crossref; verify by hand
671,"Automating Web Data Collection: Challenges, Solutions, and Python-Based Strategies for Effective Web Scraping",Archival published,"2024 7th International Conference on Internet Applications, Protocols, and Services (NETAPPS)",https://doi.org/10.1109/NETAPPS63333.2024.10823528,"Automating Web Data Collection: Challenges, Solutions, and Python-Based Strategies for Effective Web Scraping","2024 7th International Conference on Internet Applications, Protocols, and Services (NETAPPS)",proceedings-article,2024,10.1109/netapps63333.2024.10823528,,1.0,OK,
672,Leveraging Large Language Models for Web Scraping,Preprint/technical report,arXiv preprint arXiv:2406.08246,arXiv:2406.08246,,,,,,,,NO_MATCH,not found in OpenAlex or Crossref; verify by hand
673,ProductAgent Benchmarking Conversational Product Search Agent with Asking Clarification Questions,Archival published,Proceedings of the 2025 Conference on Empirical Methods in Natural Language Processing: Industry Track,https://doi.org/10.18653/v1/2025.emnlp-industry.25,ProductAgent: Benchmarking Conversational Product Search Agent with Asking Clarification Questions,Proceedings of the 2025 Conference on Empirical Methods in Natural Language Processing: Industry Track,proceedings-article,2025,10.18653/v1/2025.emnlp-industry.25,,1.0,OK,
674,XPath Agent: An Efficient XPath Programming Agent Based on LLM for Web Crawler,Preprint/technical report,arXiv preprint arXiv:2502.15688,,,,,,,,,NO_MATCH,not found in OpenAlex or Crossref; verify by hand
675,OneKE A Dockerized Schema-Guided LLM Agent-based Knowledge Extraction System,Archival published,Companion of the ACM Web Conference 2025,https://doi.org/10.1145/3701716.3715189,OneKE: A Dockerized Schema-Guided LLM Agent-based Knowledge Extraction System,Companion Proceedings of the ACM on Web Conference 2025,proceedings-article,2025,10.1145/3701716.3715189,,1.0,OK,
676,"Advanced Web Scraping in the Modern Web: Techniques, Prevention, and AI Integration",Unconfirmed,,,,,,,,,,NO_MATCH,not found in OpenAlex or Crossref; verify by hand
677,Multilingual Attribute Extraction from News Web Pages,Preprint/technical report,arXiv preprint arXiv:2502.02167,arXiv:2502.02167,,,,,,,,NO_MATCH,not found in OpenAlex or Crossref; verify by hand
678,BrowseMaster: Towards Scalable Web Browsing via Tool-Augmented Programmatic Agent Pair,Preprint/technical report,arXiv preprint arXiv:2508.09129,,,,,,,,,NO_MATCH,not found in OpenAlex or Crossref; verify by hand
679,An Agentic Toolkit for Adaptive Information Extraction from Regulatory Documents,Preprint/technical report,arXiv preprint arXiv:2509.11773,,,,,,,,,NO_MATCH,not found in OpenAlex or Crossref; verify by hand
680,A Tale of LLMs and Induced Small Proxies: Scalable Agents for Knowledge Mining,Preprint/technical report,arXiv preprint arXiv:2510.01427,arXiv:2510.01427,,,,,,,,NO_MATCH,not found in OpenAlex or Crossref; verify by hand
681,Model-Document Protocol for AI Search,Preprint/technical report,arXiv preprint arXiv:2510.25160,arXiv:2510.25160,,,,,,,,NO_MATCH,not found in OpenAlex or Crossref; verify by hand
682,Mind2Report: A Cognitive Deep Research Agent for Expert-Level Commercial Report Synthesis,Preprint/technical report,arXiv preprint arXiv:2601.04879,,,,,,,,,NO_MATCH,not found in OpenAlex or Crossref; verify by hand
683,Webscraper: Leverage Multimodal Large Language Models for Index-Content Web Scraping,Preprint/technical report,arXiv preprint arXiv:2603.29161,,,,,,,,,NO_MATCH,not found in OpenAlex or Crossref; verify by hand
684,Reagent: Converting Ordinary Webpages into Interactive Software Agents,Archival published,IJCAI 2019 Demo Track,https://doi.org/10.24963/ijcai.2019/956,Reagent: Converting Ordinary Webpages into Interactive Software Agents,Proceedings of the Twenty-Eighth International Joint Conference on Artificial Intelligence,proceedings-article,2019,10.24963/ijcai.2019/956,,1.0,VENUE_MISMATCH,register venue 'IJCAI 2019 Demo Track' vs external 'Proceedings of the Twenty-Eighth International Joint Conference on Artificial Intelligence'
685,"DataAgent: Evaluating Large Language Models' Ability to Answer Zero-Shot, Natural Language Queries",Archival published,"2024 IEEE International Conference on Artificial Intelligence and Computer Engineering (ICAIC 2024), pages 1–5",https://ieeexplore.ieee.org/document/10433803/,"DataAgent: Evaluating Large Language Models’ Ability to Answer Zero-Shot, Natural Language Queries",2024 IEEE 3rd International Conference on AI in Cybersecurity (ICAIC),proceedings-article,2024,10.1109/icaic60265.2024.10433803,,1.0,OK,
686,An LLM Agent for Automatic Geospatial Data Analysis,Excluded after publication-status validation,arXiv:2410.18792,https://doi.org/10.48550/arXiv.2410.18792,,,,,,,,NO_MATCH,not found in OpenAlex or Crossref; verify by hand
687,AutoDCWorkflow: LLM-based Data Cleaning Workflow Auto-Generation and Benchmark,Archival published,Findings of the Association for Computational Linguistics: EMNLP 2025,https://doi.org/10.18653/v1/2025.findings-emnlp.410,AutoDCWorkflow: LLM-based Data Cleaning Workflow Auto-Generation and Benchmark,Findings of the Association for Computational Linguistics: EMNLP 2025,proceedings-article,2025,10.18653/v1/2025.findings-emnlp.410,,1.0,OK,
688,DataLab: A Unified Platform for LLM-Powered Business Intelligence,Archival published,"2025 IEEE 41st International Conference on Data Engineering (ICDE), pages 4346–4359",https://doi.org/10.1109/ICDE65448.2025.00326,DataLab: A Unified Platform for LLM-Powered Business Intelligence,2025 IEEE 41st International Conference on Data Engineering (ICDE),proceedings-article,2025,10.1109/icde65448.2025.00326,,1.0,OK,
689,The Synergy of Automated Pipelines with Prompt Engineering and Generative AI in Web Crawling,Preprint/technical report,arXiv preprint,,,,,,,,,NO_MATCH,not found in OpenAlex or Crossref; verify by hand
690,AutoPrep: Natural Language Question-Aware Data Preparation with a Multi-Agent Framework,Archival published,"Proceedings of the VLDB Endowment, Vol. 18, No. 10, pages 3504–3517",https://doi.org/10.14778/3748191.3748211,AutoPrep: Natural Language Question-Aware Data Preparation with a Multi-Agent Framework,Proceedings of the VLDB Endowment,journal-article,2025,10.14778/3748191.3748211,,1.0,OK,
691,Towards AI Search Paradigm,Preprint/technical report,arXiv preprint,,,,,,,,,NO_MATCH,not found in OpenAlex or Crossref; verify by hand
692,WiNELL: Wikipedia Never-Ending Updating with LLM Agents,Archival published,Proceedings of the ACM Web Conference 2026,https://doi.org/10.1145/3774904.3792695,,,,,,,,NO_MATCH,not found in OpenAlex or Crossref; verify by hand
693,Testing Language Model Agents Safely in the Wild,Preprint/technical report,arXiv preprint arXiv:2311.10538,https://doi.org/10.48550/arXiv.2311.10538,,,,,,,,NO_MATCH,not found in OpenAlex or Crossref; verify by hand
694,WIPI: A New Web Threat for LLM-Driven Web Agents,Preprint/technical report,arXiv preprint arXiv:2402.16965,,,,,,,,,NO_MATCH,not found in OpenAlex or Crossref; verify by hand
695,InjecAgent Benchmarking Indirect Prompt Injections in Tool-Integrated Large Language Model Agents,Archival published,Findings of ACL,https://doi.org/10.18653/v1/2024.findings-acl.624,InjecAgent: Benchmarking Indirect Prompt Injections in Tool-Integrated Large Language Model Agents,Findings of the Association for Computational Linguistics ACL 2024,proceedings-article,2024,10.18653/v1/2024.findings-acl.624,,1.0,VENUE_MISMATCH,register venue 'Findings of ACL' vs external 'Findings of the Association for Computational Linguistics ACL 2024'
696,The Instruction Hierarchy: Training LLMs to Prioritize Privileged Instructions,Preprint/technical report,arXiv preprint arXiv:2404.13208,https://doi.org/10.48550/arXiv.2404.13208,,,,,,,,NO_MATCH,not found in OpenAlex or Crossref; verify by hand
697,AGENTPOISON: Red-teaming LLM Agents via Poisoning Memory or Knowledge Bases,Archival published,Advances in NeurIPS,arXiv:2407.12784,AgentPoison: Red-teaming LLM Agents via Poisoning Memory or Knowledge Bases,Advances in Neural Information Processing Systems 37,proceedings-article,2024,10.52202/079017-4136,,1.0,OK,
698,Refusal-Trained LLMs Are Easily Jailbroken As Browser Agents,Preprint/technical report,arXiv preprint arXiv:2410.13886,https://doi.org/10.48550/arXiv.2410.13886,,,,,,,,NO_MATCH,not found in OpenAlex or Crossref; verify by hand
699,AdvAgent Controllable Blackbox Red-teaming on Web Agents,Archival published,Proceedings of the 42nd International Conference on Machine Learning,arXiv:2410.17401,,,,,,,,NO_MATCH,not found in OpenAlex or Crossref; verify by hand
700,Attacking Vision-Language Computer Agents via Pop-ups,Archival published,Proceedings of the 63rd Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers),arXiv:2411.02391,Attacking Vision-Language Computer Agents via Pop-ups,Proceedings of the 63rd Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers),proceedings-article,2025,10.18653/v1/2025.acl-long.411,,1.0,OK,
701,Why Are Web AI Agents More Vulnerable Than Standalone LLMs A Security Analysis,Preprint/technical report,arXiv preprint arXiv:2502.07590,https://doi.org/10.48550/arXiv.2502.07590,,,,,,,,NO_MATCH,not found in OpenAlex or Crossref; verify by hand
702,EIA: Environmental Injection Attack on Generalist Web Agents for Privacy Leakage,Archival published,International Conference on Learning Representations,arXiv:2409.11295,,,,,,,,NO_MATCH,not found in OpenAlex or Crossref; verify by hand
703,SafeArena Evaluating the Safety of Autonomous Web Agents,Archival published,Proceedings of the 42nd International Conference on Machine Learning,arXiv:2503.04957,,,,,,,,NO_MATCH,not found in OpenAlex or Crossref; verify by hand
704,sudo rm -rf agentic_security,Archival published,Proceedings of the 63rd Annual Meeting of the Association for Computational Linguistics (Industry Track),arXiv:2411.13879,sudo rm -rf agentic_security,Proceedings of the 63rd Annual Meeting of the Association for Computational Linguistics (Volume 6: Industry Track),proceedings-article,2025,10.18653/v1/2025.acl-industry.75,,1.0,OK,
705,A Survey on the Safety and Security Threats of Computer-Using Agents: JARVIS or Ultron,Preprint/technical report,arXiv preprint arXiv:2505.10924,,,,,,,,,NO_MATCH,not found in OpenAlex or Crossref; verify by hand
706,AdInject: Real-World Black-Box Attacks on Web Agents via Advertising Delivery,Preprint/technical report,arXiv preprint arXiv:2505.21499,,,,,,,,,NO_MATCH,not found in OpenAlex or Crossref; verify by hand
707,WASP: Benchmarking Web Agent Security Against Prompt Injection Attacks,Workshop/conditional,ICML 2025 Workshop on Computer Use Agents (WCUA 2025),arXiv:2504.18575,WASP: Benchmarking Web Agent Security Against Prompt Injection Attacks,Advances in Neural Information Processing Systems 38,proceedings-article,2025,10.52202/085713-0666,,1.0,UPGRADE,register says 'Workshop/conditional' but external source shows published in 'Advances in Neural Information Processing Systems 38'
708,RedTeamCUA Realistic Adversarial Testing of Computer-Use Agents in Hybrid Web-OS Environments,Archival published,International Conference on Learning Representations,arXiv:2503.05197,,,,,,,,NO_MATCH,not found in OpenAlex or Crossref; verify by hand
709,WebInject Prompt Injection Attack to Web Agents,Archival published,Proceedings of EMNLP,https://doi.org/10.18653/v1/2025.emnlp-main.104,WebInject: Prompt Injection Attack to Web Agents,Proceedings of the 2025 Conference on Empirical Methods in Natural Language Processing,proceedings-article,2025,10.18653/v1/2025.emnlp-main.104,,1.0,VENUE_MISMATCH,register venue 'Proceedings of EMNLP' vs external 'Proceedings of the 2025 Conference on Empirical Methods in Natural Language Processing'
710,A Survey on Autonomy-Induced Security Risks in Large Model-Based Agents,Preprint/technical report,arXiv preprint arXiv:2501.00238,https://doi.org/10.48550/arXiv.2501.00238,A Survey on Autonomy-Induced Security Risks in Large Model-Based Agents,IEEE Transactions on Pattern Analysis and Machine Intelligence,journal-article,2026,10.1109/tpami.2026.3688650,,1.0,UPGRADE,register says 'Preprint/technical report' but external source shows published in 'IEEE Transactions on Pattern Analysis and Machine Intelligence'
711,Manipulating LLM Web Agents with Indirect Prompt Injection Attack via HTML Accessibility Tree,Preprint/technical report,arXiv preprint arXiv:2504.00236,https://doi.org/10.48550/arXiv.2504.00236,,,,,,,,NO_MATCH,not found in OpenAlex or Crossref; verify by hand
712,Security Challenges in AI Agent Deployment: Insights from a Large Scale Public Competition,Preprint/technical report,arXiv preprint arXiv:2501.17490,https://doi.org/10.48550/arXiv.2501.17490,Security Challenges in AI Agent Deployment: Insights from a Large Scale Public Competition,Advances in Neural Information Processing Systems 38,proceedings-article,2025,10.52202/085713-2676,,1.0,UPGRADE,register says 'Preprint/technical report' but external source shows published in 'Advances in Neural Information Processing Systems 38'
713,VisualTrap A Stealthy Backdoor Attack on GUI Agents via Visual Grounding Manipulation,Archival published,COLM,arXiv:2507.06899,,,,,,,,NO_MATCH,not found in OpenAlex or Crossref; verify by hand
714,Dark Patterns Meet GUI Agents: LLM Agent Susceptibility to Manipulative Interfaces and the Role of Human Oversight,Preprint/technical report,arXiv preprint arXiv:2507.01030,https://doi.org/10.48550/arXiv.2507.01030,Dark Patterns Meet GUI Agents: LLM Agent Susceptibility to Manipulative Interfaces and the Role of Human Oversight,Proceedings of the 2026 CHI Conference on Human Factors in Computing Systems,proceedings-article,2026,10.1145/3772318.3791568,,1.0,UPGRADE,register says 'Preprint/technical report' but external source shows published in 'Proceedings of the 2026 CHI Conference on Human Factors in Computing Systems'
715,CROSS-MODAL CONTENT OPTIMIZATION FOR STEERING WEB AGENT PREFERENCES,Preprint/technical report,arXiv preprint arXiv:2504.18289,https://doi.org/10.48550/arXiv.2504.18289,,,,,,,,NO_MATCH,not found in OpenAlex or Crossref; verify by hand
716,HackWorld: EVALUATING COMPUTER-USE AGENTS ON EXPLOITING WEB APPLICATION VULNERABILITIES,Archival published,International Conference on Learning Representations,arXiv:2501.16500,,,,,,,,NO_MATCH,not found in OpenAlex or Crossref; verify by hand
717,Investigating the Impact of Dark Patterns on LLM-Based Web Agents,Archival published,Proceedings of the IEEE Symposium on Security and Privacy,arXiv:2501.03441,Investigating the Impact of Dark Patterns on LLM-Based Web Agents,2026 IEEE Symposium on Security and Privacy (SP),proceedings-article,2026,10.1109/sp63933.2026.00042,,1.0,OK,
718,WebCloak: Characterizing and Mitigating Threats from LLM-Driven Web Agents as Intelligent Scrapers,Archival published,Proceedings of the IEEE Symposium on Security and Privacy,arXiv:2502.14010,WebCloak: Characterizing and Mitigating Threats From LLM-Driven Web Agents as Intelligent Scrapers,2026 IEEE Symposium on Security and Privacy (SP),proceedings-article,2026,10.1109/sp63933.2026.00025,,1.0,OK,
719,Mind the Web: The Security of Web Use Agents,Preprint/technical report,arXiv preprint arXiv:2506.07153,,Mind the Web: The Security of Web Use Agents,Proceedings of the ACM Asia Conference on Computer and Communications Security,proceedings-article,2026,10.1145/3779208.3805968,,1.0,UPGRADE,register says 'Preprint/technical report' but external source shows published in 'Proceedings of the ACM Asia Conference on Computer and Communications Security'
720,WAInjectBench: Benchmarking Prompt Injection Detections for Web Agents,Preprint/technical report,arXiv preprint arXiv:2510.01354,,Benchmarking Prompt Injection Detection for Web Agents,International Journal of Data Science and IoT Management System,journal-article,2026,10.64751/ijdim.2026.v5.n2.pp131-137,,0.878,UPGRADE,register says 'Preprint/technical report' but external source shows published in 'International Journal of Data Science and IoT Management System'
721,AI Kill Switch for malicious web-based LLM agent,Preprint/technical report,arXiv preprint arXiv:2503.08792,https://doi.org/10.48550/arXiv.2503.08792,,,,,,,,NO_MATCH,not found in OpenAlex or Crossref; verify by hand
722,Permission Manifests for Web Agents,Preprint/technical report,arXiv preprint arXiv:2503.20136,https://doi.org/10.48550/arXiv.2503.20136,,,,,,,,NO_MATCH,not found in OpenAlex or Crossref; verify by hand
723,DECEPTICON: How Dark Patterns Manipulate Web Agents,Preprint/technical report,arXiv preprint arXiv:2504.12678,https://doi.org/10.48550/arXiv.2504.12678,,,,,,,,NO_MATCH,not found in OpenAlex or Crossref; verify by hand
724,"Poison Once, Exploit Forever: Environment-Injected Memory Poisoning Attacks on Web Agents",Preprint/technical report,arXiv preprint arXiv:2604.02623,,,,,,,,,NO_MATCH,not found in OpenAlex or Crossref; verify by hand
725,SecureWebArena: A Holistic Security Evaluation Benchmark for LVLM-based Web Agents,Preprint/technical report,arXiv preprint arXiv:2504.07639,https://doi.org/10.48550/arXiv.2504.07639,SecureWebArena: A Holistic Security Evaluation Benchmark for LVLM-based Web Agents,Findings of the Association for Computational Linguistics: ACL 2026,proceedings-article,2026,10.18653/v1/2026.findings-acl.582,,1.0,UPGRADE,register says 'Preprint/technical report' but external source shows published in 'Findings of the Association for Computational Linguistics: ACL 2026'
726,WebAgentGuard: A Reasoning-Driven Guard Model for Detecting Prompt Injection Attacks in Web Agents,Preprint/technical report,arXiv preprint arXiv:2506.15996,https://doi.org/10.48550/arXiv.2506.15996,,,,,,,,NO_MATCH,not found in OpenAlex or Crossref; verify by hand
727,WebSP-Eval: Evaluating Web Agents on Website Security and Privacy Tasks,Preprint/technical report,arXiv preprint arXiv:2506.05444,https://doi.org/10.48550/arXiv.2506.05444,WebSP-Eval: Evaluating Web Agents on Website Security and Privacy Tasks,Proceedings on Privacy Enhancing Technologies,journal-article,2026,10.56553/popets-2026-0140,,1.0,UPGRADE,register says 'Preprint/technical report' but external source shows published in 'Proceedings on Privacy Enhancing Technologies'
728,Identifying the Risks of LM Agents with an LM-Emulated Sandbox,Archival published,International Conference on Learning Representations,arXiv:2309.15817,,,,,,,,NO_MATCH,not found in OpenAlex or Crossref; verify by hand
729,Evaluating Language-Model Agents on Realistic Autonomous Tasks,Preprint/technical report,arXiv (METR / ARC Evals report),2312.11671,,,,,,,,NO_MATCH,not found in OpenAlex or Crossref; verify by hand
730,Universal and Transferable Adversarial Attacks on Aligned Language Models,Preprint/technical report,,2307.15043,,,,,,,,NO_MATCH,not found in OpenAlex or Crossref; verify by hand
731,R-Judge: Benchmarking Safety Risk Awareness for LLM Agents,Archival published,"Findings of the Association for Computational Linguistics: EMNLP 2024, pages 1467-1490",https://doi.org/10.18653/v1/2024.findings-emnlp.79,R-Judge: Benchmarking Safety Risk Awareness for LLM Agents,Findings of the Association for Computational Linguistics: EMNLP 2024,proceedings-article,2024,10.18653/v1/2024.findings-emnlp.79,,1.0,OK,
732,Sleeper Agents Training Deceptive LLMs that Persist Through Safety Training,Preprint/technical report,,2401.05566,,,,,,,,NO_MATCH,not found in OpenAlex or Crossref; verify by hand
733,Agent Smith A Single Image Can Jailbreak One Million Multimodal LLM Agents Exponentially Fast,Archival published,Proceedings of the 41st International Conference on Machine Learning,arXiv:2402.08567,,,,,,,,NO_MATCH,not found in OpenAlex or Crossref; verify by hand
734,ToolSword: Unveiling Safety Issues of Large Language Models in Tool Learning Across Three Stages,Archival published,"Proceedings of the 62nd Annual Meeting of the Association for Computational Linguistics (ACL 2024), Long Papers, pages 2181–2211",https://doi.org/10.18653/v1/2024.acl-long.119,ToolSword: Unveiling Safety Issues of Large Language Models in Tool Learning Across Three Stages,Proceedings of the 62nd Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers),proceedings-article,2024,10.18653/v1/2024.acl-long.119,,1.0,OK,
