record_id,title,old_status_category,new_status_category,old_venue,new_venue,old_identifier,new_identifier,bibliography_eligibility,final_exclusion_reason,adjudication_decision
727,WebSP-Eval- Evaluating Web Agents on Website Security and Privacy Tasks,Preprint/technical report,Archival published,arXiv preprint arXiv:2506.05444,Proceedings on Privacy Enhancing Technologies,https://doi.org/10.48550/arXiv.2506.05444,https://doi.org/10.56553/popets-2026-0140,Eligible if cited,,SET_ARCHIVAL_PUBLISHED_MANUAL_OFFICIAL
728,Identifying the Risks of LM Agents with an LM-Emulated Sandbox,Archival published,Archival published,International Conference on Learning Representations,International Conference on Learning Representations,arXiv:2309.15817,https://proceedings.iclr.cc/paper_files/paper/2024/hash/7274ed909a312d4d869cc328ad1c5f04-Abstract-Conference.html,Eligible if cited,,RETAIN_ARCHIVAL_OFFICIAL_ICLR
733,Agent Smith A Single Image Can Jailbreak One Million Multimodal LLM Agents Exponentially Fast,Archival published,Archival published,Proceedings of the 41st International Conference on Machine Learning,Proceedings of the 41st International Conference on Machine Learning,arXiv:2402.08567,https://proceedings.mlr.press/v235/gu24e.html,Eligible if cited,,RETAIN_ARCHIVAL_OFFICIAL_PMLR
735,TrustAgent Towards Safe and Trustworthy LLM-based Agents,Unconfirmed,Archival published,,Findings of the Association for Computational Linguistics: EMNLP 2024,,https://doi.org/10.18653/v1/2024.findings-emnlp.585,Eligible if cited,,SET_ARCHIVAL_PUBLISHED_STRONG_TITLE_DOI
738,GuardAgent: Safeguard LLM Agents via Knowledge-Enabled Reasoning,Archival published,Archival published,"Proceedings of the 42nd International Conference on Machine Learning (ICML 2025), PMLR 267:68316–68342",ICML 2025 / PMLR 267,https://proceedings.mlr.press/v267/xiang25a.html,https://proceedings.mlr.press/v267/xiang25a.html,Eligible if cited,,RETAIN_ARCHIVAL_OFFICIAL_PMLR
739,BadAgent Inserting and Activating Backdoor Attacks in LLM Agents,Unconfirmed,Archival published,,Proceedings of the 62nd Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers),,https://doi.org/10.18653/v1/2024.acl-long.530,Eligible if cited,,SET_ARCHIVAL_PUBLISHED_STRONG_TITLE_DOI
740,Preemptive Detection and Correction of Misaligned Actions in LLM Agents,Preprint/technical report,Archival published,,Proceedings of the 2025 Conference on Empirical Methods in Natural Language Processing,,https://doi.org/10.18653/v1/2025.emnlp-main.12,Eligible if cited,,SET_ARCHIVAL_PUBLISHED_STRONG_TITLE_DOI
742,Caution for the Environment Multimodal LLM Agents are Susceptible to Environmental Distractions,Preprint/technical report,Archival published,,Proceedings of the 63rd Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers),,https://doi.org/10.18653/v1/2025.acl-long.1087,Eligible if cited,,SET_ARCHIVAL_PUBLISHED_STRONG_TITLE_DOI
744,Agent Security Bench (ASB)- Formalizing and Benchmarking Attacks and Defenses in LLM-based Agents,Archival published,Archival published,International Conference on Learning Representations,International Conference on Learning Representations,arXiv:2410.02644,https://proceedings.iclr.cc/paper_files/paper/2025/hash/5750f91d8fb9d5c02bd8ad2c3b44456b-Abstract-Conference.html,Eligible if cited,,RETAIN_ARCHIVAL_OFFICIAL_ICLR
746,Multimodal Situational Safety,Archival published,Archival published,International Conference on Learning Representations,International Conference on Learning Representations,arXiv:2410.06172,https://proceedings.iclr.cc/paper_files/paper/2025/hash/1cb57fcf7ff3f6d37eebae5becc9ea6d-Abstract-Conference.html,Eligible if cited,,RETAIN_ARCHIVAL_OFFICIAL_ICLR
748,AgentHarm A Benchmark for Measuring Harmfulness of LLM Agents,Archival published,Archival published,International Conference on Learning Representations,International Conference on Learning Representations,arXiv:2410.09024,https://proceedings.iclr.cc/paper_files/paper/2025/hash/c493d23af93118975cdbc32cbe7323f5-Abstract-Conference.html,Eligible if cited,,RETAIN_ARCHIVAL_OFFICIAL_ICLR
753,The Task Shield Enforcing Task Alignment to Defend Against Indirect Prompt Injection in LLM Agents,Preprint/technical report,Archival published,arXiv preprint arXiv:2412.16682,Proceedings of the 63rd Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers),arXiv:2412.16682,https://doi.org/10.18653/v1/2025.acl-long.1435,Eligible if cited,,SET_ARCHIVAL_PUBLISHED_STRONG_TITLE_DOI
755,Context is Key for Agent Security,Preprint/technical report,Preprint/technical report,,arXiv / preprint,,https://arxiv.org/abs/2501.17070,Not eligible under strict journal/conference rule,Publication status not eligible under strict archival journal/conference rule: Preprint/technical report,RETAIN_PREPRINT_TARGETED_SEARCH_NO_ARCHIVAL
756,Contextual Agent Security A Policy for Every Purpose,Workshop/conditional,Archival published,Proceedings of the 20th Workshop on Hot Topics in Operating Systems,Proceedings of the Workshop on Hot Topics in Operating Systems,https://doi.org/10.1145/3713082.3713098,https://doi.org/10.1145/3713082.3730378,Eligible if cited,,SET_ARCHIVAL_PUBLISHED_STRONG_TITLE_DOI
759,A Practical Memory Injection Attack against LLM Agents,Archival published,Preprint/technical report,Advances in Neural Information Processing Systems,arXiv / CoRR,arXiv:2411.09921,https://arxiv.org/abs/2503.03704,Not eligible under strict journal/conference rule,Publication status not eligible under strict archival journal/conference rule: Preprint/technical report,SET_PREPRINT_CORRECT_ARXIV
760,A Survey on Trustworthy LLM Agents- Threats and Countermeasures,Preprint/technical report,Archival published,,Proceedings of the 31st ACM SIGKDD Conference on Knowledge Discovery and Data Mining V.2,,https://doi.org/10.1145/3711896.3736561,Eligible if cited,,SET_ARCHIVAL_PUBLISHED_STRONG_TITLE_DOI
761,Towards Trustworthy GUI Agents- A Survey,Archival published,Preprint/technical report,Findings of the Association for Computational Linguistics: ACL 2025,arXiv preprint,https://doi.org/10.18653/v1/2025.findings-acl.1158,https://arxiv.org/abs/2503.23434,Not eligible under strict journal/conference rule,Publication status not eligible under strict archival journal/conference rule: Preprint/technical report,SET_PREPRINT_WRONG_ACL_IDENTIFIER
763,textitAgents Under Siege Breaking Pragmatic Multi-Agent LLM Systems with Optimized Prompt Attacks,Preprint/technical report,Archival published,,Proceedings of the 63rd Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers),,https://aclanthology.org/2025.acl-long.476/,Eligible if cited,,SET_ARCHIVAL_PUBLISHED_ACL
766,Inherent and emergent liability issues in LLM-based agentic systems a principal-agent perspective,Preprint/technical report,Archival published,,Proceedings of the 1st Workshop for Research on Agent Language Models (REALM 2025),,https://doi.org/10.18653/v1/2025.realm-1.9,Eligible if cited,,SET_ARCHIVAL_PUBLISHED_STRONG_TITLE_DOI
771,IP Leakage Attacks Targeting LLM-Based Multi-Agent Systems,Archival accepted,Preprint/technical report,,arXiv preprint,,https://arxiv.org/abs/2505.12442,Not eligible under strict journal/conference rule,Publication status not eligible under strict archival journal/conference rule: Preprint/technical report,SET_PREPRINT_NO_ARCHIVAL_EVIDENCE
774,From Prompt Injections to Protocol Exploits- Threats in LLM-Powered AI Agents Workflows,Archival accepted,Archival published,,ICT Express,,https://doi.org/10.1016/j.icte.2025.12.001,Eligible if cited,,SET_ARCHIVAL_PUBLISHED
777,Demonstrations of Integrity Attacks in Multi-Agent Systems,Archival accepted,Preprint/technical report,,arXiv preprint,,https://arxiv.org/abs/2506.04572,Not eligible under strict journal/conference rule,Publication status not eligible under strict archival journal/conference rule: Preprint/technical report,SET_PREPRINT_NO_ARCHIVAL_EVIDENCE
779,Simple Prompt Injection Attacks Can Leak Personal Data Observed by LLM Agents During Task Execution,Archival accepted,Preprint/technical report,,arXiv preprint,,https://arxiv.org/abs/2506.01055,Not eligible under strict journal/conference rule,Publication status not eligible under strict archival journal/conference rule: Preprint/technical report,SET_PREPRINT_NO_ARCHIVAL_EVIDENCE
780,Reliable Weak-to-Strong Monitoring of LLM Agents,Archival published,Archival published,International Conference on Learning Representations,ICLR 2026,arXiv:2505.08786,https://openreview.net/forum?id=WV7xIboTDK,Eligible if cited,,RETAIN_ARCHIVAL_CORRECT_ICLR_AND_ARXIV
782,"Model Context Protocol -MCP- Landscape, Security Threats, and Future Research Directions",Archival published,Archival published,ACM Digital Library,ACM Transactions on Software Engineering and Methodology,https://doi.org/10.1145/3796519,https://doi.org/10.1145/3796519,Eligible if cited,,RETAIN_ARCHIVAL_CORRECT_VENUE
783,AprielGuard,Archival accepted,Preprint/technical report,,arXiv preprint,,https://arxiv.org/abs/2512.20293,Not eligible under strict journal/conference rule,Publication status not eligible under strict archival journal/conference rule: Preprint/technical report,SET_PREPRINT_NO_ARCHIVAL_EVIDENCE
784,LLM Agents for Automated Web Vulnerability Reproduction- Are We There Yet,Archival accepted,Preprint/technical report,,arXiv / CoRR,,https://arxiv.org/abs/2510.14700,Not eligible under strict journal/conference rule,Publication status not eligible under strict archival journal/conference rule: Preprint/technical report,SET_PREPRINT_NO_ARCHIVAL_EVIDENCE
785,Web Fraud Attacks Against LLM-Driven Multi-Agent Systems,Archival accepted,Archival published,,Findings of the Association for Computational Linguistics: ACL 2026,,https://aclanthology.org/2026.findings-acl.686/,Eligible if cited,,SET_ARCHIVAL_PUBLISHED
786,SMCP- Secure Model Context Protocol,Archival accepted,Preprint/technical report,,arXiv preprint,,https://arxiv.org/abs/2602.01129,Not eligible under strict journal/conference rule,Publication status not eligible under strict archival journal/conference rule: Preprint/technical report,SET_PREPRINT_NO_ARCHIVAL_EVIDENCE
787,MCP SECURITY BENCH (MSB)- BENCHMARKING ATTACKS AGAINST MODEL CONTEXT PROTOCOL IN LLM AGENTS,Archival published,Archival published,International Conference on Learning Representations,International Conference on Learning Representations,arXiv:2504.03767,https://proceedings.iclr.cc/paper_files/paper/2026/hash/5fc47800ee5b30b8777fdd30abcaaf3b-Abstract-Conference.html,Eligible if cited,,RETAIN_ARCHIVAL_OFFICIAL_ICLR
788,ADAM- A Systematic Data Extraction Attack on Agent Memory via Adaptive Querying,Archival accepted,Preprint/technical report,,arXiv preprint,,https://arxiv.org/abs/2604.09747,Not eligible under strict journal/conference rule,Publication status not eligible under strict archival journal/conference rule: Preprint/technical report,SET_PREPRINT_UNDER_REVIEW
789,SnapGuard- Lightweight Prompt Injection Detection for Screenshot-Based Web Agents,Archival accepted,Preprint/technical report,,arXiv preprint,,https://arxiv.org/abs/2604.25562,Not eligible under strict journal/conference rule,Publication status not eligible under strict archival journal/conference rule: Preprint/technical report,SET_PREPRINT_NO_ARCHIVAL_EVIDENCE
791,Foundational Challenges in Assuring Alignment and Safety of Large Language Models,Archival published,Archival published,"Transactions on Machine Learning Research (TMLR), September 2024",Transactions on Machine Learning Research,https://openreview.net/forum?id=oVTkOs8Pka,https://openreview.net/forum?id=oVTkOs8Pka,Eligible if cited,,RETAIN_ARCHIVAL_OFFICIAL_TMLR
793,World Models- The Safety Perspective,Workshop/conditional,Archival published,2024 IEEE 35th International Symposium on Software Reliability Engineering Workshops (ISSREW),2024 IEEE 35th International Symposium on Software Reliability Engineering Workshops (ISSREW),,https://doi.org/10.1109/issrew63542.2024.00104,Eligible if cited,,SET_ARCHIVAL_PUBLISHED_STRONG_TITLE_DOI
801,"Agent A/B- Automated and Scalable A/B Testing on Live Websites with Interactive LLM Agents [MERGED: consolidates former duplicate row #802, ""AgentAB"" title variant — confirmed same paper]",Archival published,Archival published,ACM CHI 2026 Extended Abstracts,ACM CHI 2026 Extended Abstracts,https://doi.org/10.1145/3772363.3799039; 2504.09723,https://doi.org/10.1145/3772363.3799039,Eligible if cited,,RETAIN_ARCHIVAL_OFFICIAL_ACM
806,Promoting Sustainable Web Agents Benchmarking and Estimating Energy Consumption Through Empirical and Theoretical Analysis,Preprint/technical report,Archival published,arXiv preprint arXiv:2511.04481,Proceedings of the AAAI Conference on Artificial Intelligence,,https://doi.org/10.1609/aaai.v40i45.41221,Eligible if cited,,SET_ARCHIVAL_PUBLISHED_STRONG_TITLE_DOI
