record_id,title,year,venue,publication_status,status_category,existing_identifier,existing_archival_doi,doi_final,doi_status,doi_source,verification_url,crossref_title,crossref_score,crossref_type,crossref_year,openalex_title,openalex_score,manual_decision,notes
570,Advancing Language Multi-Agent Learning with Credit Re-Assignment for Interactive Environment Generalization,2025,COLM 2025,Published,Archival published,OpenReview SoEmgM1ioC; 2502.14496,,,verified_no_archival_doi_expected_for_venue,,,Asynchronous Credit Assignment for Multi-Agent Reinforcement Learning,0.4518,proceedings-article,2025,,,,API notes: Crossref=ok; OpenAlex=HTTP 429
571,AgentRM Enhancing Agent Generalization with Reward Modeling,2025,Proceedings of ACL (Long Papers),Published,Archival published,https://doi.org/10.18653/v1/2025.acl-long.945,10.18653/v1/2025.acl-long.945,10.18653/v1/2025.acl-long.945,verified_existing_archival_doi,Crossref direct DOI lookup,https://doi.org/10.18653/v1/2025.acl-long.945,AgentRM: Enhancing Agent Generalization with Reward Modeling,1.0000,proceedings-article,2025,,,,
575,Large Language Models Empowered Personalized Web Agents,2025,Proceedings of the ACM on Web Conference 2025,Published,Archival published,https://doi.org/10.1145/3696410.3714842,10.1145/3696410.3714842,10.1145/3696410.3714842,verified_existing_archival_doi,Crossref direct DOI lookup,https://doi.org/10.1145/3696410.3714842,Large Language Models Empowered Personalized Web Agents,1.0000,proceedings-article,2025,,,,
576,DeepResearcher- Scaling Deep Research via Reinforcement Learning in Real-world Environments,2025,Proceedings of EMNLP,Published,Archival published,arXiv:2504.03160,,10.18653/v1/2025.emnlp-main.22,added_verified_archival_doi_crossref,Crossref exact-title search,https://doi.org/10.18653/v1/2025.emnlp-main.22,DeepResearcher: Scaling Deep Research via Reinforcement Learning in Real-world Environments,1.0400,proceedings-article,2025,,,,
577,AndroidGen Building an Android Language Agent under Data Scarcity,2025,"ACL 2025 (Vol. 1: Long Papers, pp. 2727–2749)",Published,Archival published,https://aclanthology.org/2025.acl-long.138/; 2504.19298,,10.18653/v1/2025.acl-long.138,added_verified_archival_doi_crossref,Crossref exact-title search,https://doi.org/10.18653/v1/2025.acl-long.138,AndroidGen: Building an Android Language Agent under Data Scarcity,1.0400,proceedings-article,2025,,,,
578,Breaking the Data Barrier -- Building GUI Agents Through Task Generalization,2025,COLM 2025,Published,Archival published,OpenReview QDtORaZt8K; 2504.10127,,,verified_no_archival_doi_expected_for_venue,,,Breaking Barrier: Exploring Psycholinguistics Through Cinematic Analysis,0.4742,journal-article,2024,,,,API notes: Crossref=ok; OpenAlex=HTTP 429
580,Efficient Agent Training for Computer Use,2026,ICLR 2026,Published,Archival published,https://openreview.net/forum?id=cDuA6ZNvCl,,,verified_no_archival_doi_expected_for_venue,,,Efficient Multi-Agent System Training with Data Influence-Oriented Tree Search,0.4864,proceedings-article,2026,,,,API notes: Crossref=ok; OpenAlex=HTTP 429
581,EvolveSearch An Iterative Self-Evolving Search Agent,2025,Proceedings of EMNLP,Published,Archival published,arXiv:2505.22501,,10.18653/v1/2025.emnlp-main.663,added_verified_archival_doi_crossref,Crossref exact-title search,https://doi.org/10.18653/v1/2025.emnlp-main.663,EvolveSearch: An Iterative Self-Evolving Search Agent,1.0400,proceedings-article,2025,,,,
582,Group-in-Group Policy Optimization for LLM Agent Training,2025,NeurIPS 2025,Published,Archival published,"proceedings.neurips.cc (2025, OpenReview QXEhBMNrCW); 2505.10978",,10.52202/085713-1544,added_verified_archival_doi_crossref,Crossref exact-title search,https://doi.org/10.52202/085713-1544,Group-in-Group Policy Optimization for LLM Agent Training,1.0400,proceedings-article,2025,,,,
584,MobileIPL Enhancing Mobile Agents Thinking Process via Iterative Preference Learning,2026,ICLR 2026,Published,Archival published,https://openreview.net/forum?id=PS8iu4PxKz,,,verified_no_archival_doi_expected_for_venue,,,Enhancing Project Selection Process Via Machine Learning,0.4898,proceedings-article,2025,,,,API notes: Crossref=ok; OpenAlex=HTTP 429
586,Scalable Video-to-Dataset Generation for Cross-Platform Mobile Agents,2025,CVPR 2025 (IEEE/CVF main proceedings),Published,Archival published,https://openaccess.thecvf.com/content/CVPR2025/html/Jang_Scalable_Video-to-Dataset_Generation_for_Cross-Platform_Mobile_Agents_CVPR_2025_paper.html (IEEE Xplore doc 11093822); arXiv:2505.12632,,10.1109/cvpr52734.2025.00804,added_verified_archival_doi_crossref,Crossref exact-title search,https://doi.org/10.1109/cvpr52734.2025.00804,Scalable Video-to-Dataset Generation for Cross-Platform Mobile Agents,1.0400,proceedings-article,2025,,,,
587,Self-Generated In-Context Examples Improve LLM Agents for Sequential Decision-Making Tasks,2025,NeurIPS 2025 (poster),Accepted,Archival accepted,https://openreview.net/forum?id=YurjMGGTTj; 2505.00234,,10.52202/085713-2158,added_verified_archival_doi_crossref,Crossref exact-title search,https://doi.org/10.52202/085713-2158,Self-Generated In-Context Examples Improve LLM Agents for Sequential Decision-Making Tasks,1.0400,proceedings-article,2025,,,,
589,Structured Agent Distillation for Large Language Model,2026,Proceedings of the 25th International Conference on Autonomous Agents and Multiagent Systems (AAMAS 2026),Published,Archival published,https://doi.org/10.65109/olhj8062,10.65109/olhj8062,10.65109/olhj8062,verified_existing_archival_doi,Crossref direct DOI lookup,https://doi.org/10.65109/olhj8062,Structured Agent Distillation for Large Language Model Agents,0.9167,proceedings-article,2026,,,,
590,Towards Efficient Online Tuning of VLM Agents via Counterfactual Soft Reinforcement Learning,2025,"Proceedings of the 42nd International Conference on Machine Learning, PMLR 267",Published,Archival published,https://proceedings.mlr.press/v267/feng25n.html,,,verified_no_archival_doi_expected_for_venue,,,Towards Efficient Collaboration via Graph Modeling in Reinforcement Learning,0.5440,journal-article,2025,,,,API notes: Crossref=ok; OpenAlex=HTTP 429
593,UI-Genie A Self-Improving Approach for Iteratively Boosting MLLM-based Mobile GUI Agents,2025,NeurIPS 2025,Accepted,Archival accepted,https://proceedings.neurips.cc/paper_files/paper/2025/hash/dd1577afd396928ed64216f3f1fd5556-Abstract-Conference.html; 2505.21496,,10.52202/085713-5028,added_verified_archival_doi_crossref,Crossref exact-title search,https://doi.org/10.52202/085713-5028,UI-Genie: A Self-Improving Approach for Iteratively Boosting MLLM-based Mobile GUI Agents,1.0400,proceedings-article,2025,,,,
594,WebDancer Towards Autonomous Information Seeking Agency,2025,Advances in NeurIPS,Published,Archival published,arXiv:2505.22648,,10.52202/085713-4035,added_verified_archival_doi_crossref,Crossref exact-title search,https://doi.org/10.52202/085713-4035,WebDancer: Towards Autonomous Information Seeking Agency,1.0400,proceedings-article,2025,,,,
595,AgentSynth- Scalable Task Generation for Generalist Computer-Use Agents,2026,International Conference on Learning Representations,Published,Archival published,https://proceedings.iclr.cc/paper_files/paper/2026/hash/fb0f9005938c5a80b1114a42156e99e2-Abstract-Conference.html,,,verified_no_archival_doi_expected_for_venue,,,AgentStore: Scalable Integration of Heterogeneous Agents As Specialized Generalist Computer Assistant,0.5128,proceedings-article,2025,,,,API notes: Crossref=ok; OpenAlex=HTTP 429
599,AgentCPM-GUI Building Mobile-Use Agents with Reinforcement Fine-Tuning,2025,EMNLP 2025 (System Demonstrations),Accepted,Archival accepted,https://aclanthology.org/2025.emnlp-demos.12/; 2506.01391,,10.18653/v1/2025.emnlp-demos.12,added_verified_archival_doi_crossref,Crossref exact-title search,https://doi.org/10.18653/v1/2025.emnlp-demos.12,AgentCPM-GUI: Building Mobile-Use Agents with Reinforcement Fine-Tuning,1.0400,proceedings-article,2025,,,,
601,Contextual Experience Replay for Self-Improvement of Language Agents,2025,"ACL 2025 (Long), pp. 14179–14198",Published,Archival published,https://doi.org/10.18653/v1/2025.acl-long.694; 2506.06698,10.18653/v1/2025.acl-long.694,10.18653/v1/2025.acl-long.694,verified_existing_archival_doi,Crossref direct DOI lookup,https://doi.org/10.18653/v1/2025.acl-long.694,Contextual Experience Replay for Self-Improvement of Language Agents,1.0000,proceedings-article,2025,,,,
604,WebSynthesis: World Model-Guided Monte Carlo Tree Search for Efficient WebAgent Trajectory Synthesis,2026,"Proceedings of the 64th Annual Meeting of the Association for Computational Linguistics, Volume 1: Long Papers",Published,Archival published,https://doi.org/10.18653/v1/2026.acl-long.1157,10.18653/v1/2026.acl-long.1157,10.18653/v1/2026.acl-long.1157,verified_existing_archival_doi,Crossref direct DOI lookup,https://doi.org/10.18653/v1/2026.acl-long.1157,WebSynthesis: World Model-Guided Monte Carlo Tree Search for Efficient WebAgent Trajectory Synthesis,1.0000,proceedings-article,2026,,,,
612,"Agent Data Protocol- Unifying Datasets for Diverse, Effective Fine-tuning of LLM Agents",2026,ICLR 2026,Published,Archival published,https://openreview.net/forum?id=tG6301ORHd,,,verified_no_archival_doi_expected_for_venue,,,LLM-AutoDP: Automatic Data Processing via LLM Agents for Model Fine-tuning,0.4858,journal-article,2026,,,,API notes: Crossref=ok; OpenAlex=HTTP 429
615,"Don’t Just Fine-tune the Agent, Tune the Environment",2026,International Conference on Learning Representations,Published,Archival published,https://openreview.net/forum?id=nzodtGccEM,,,verified_no_archival_doi_expected_for_venue,,,Psychedelics tune the brain to the environment,0.5643,journal-article,2026,,,,API notes: Crossref=ok; OpenAlex=HTTP 429
619,Search Self-play- Pushing the Frontier of Agent Capability without Supervision,2026,International Conference on Learning Representations,Published,Archival published,https://proceedings.iclr.cc/paper_files/paper/2026/hash/6ac12f42db406e6be14d669884e73212-Abstract-Conference.html,,,verified_no_archival_doi_expected_for_venue,,,Learning to Play 7 Wonders Duel Without Human Supervision,0.4304,proceedings-article,2024,,,,API notes: Crossref=ok; OpenAlex=HTTP 429
622,AgentPRM- Process Reward Models for LLM Agents via Step-Wise Promise and Progress,2026,Proceedings of the ACM Web Conference 2026,Published,Archival published,https://doi.org/10.1145/3774904.3792551,10.1145/3774904.3792551,10.1145/3774904.3792551,verified_existing_archival_doi,Crossref direct DOI lookup,https://doi.org/10.1145/3774904.3792551,AgentPRM: Process Reward Models for LLM Agents via Step-Wise Promise and Progress,1.0000,proceedings-article,2026,,,,
631,Digi-Q- Learning VLM Q-Value Functions for Training Device-Control Agents,2025,International Conference on Learning Representations,Published,Archival published,https://proceedings.iclr.cc/paper_files/paper/2025/hash/519abe71ee55aac4fe821bbd731c6645-Abstract-Conference.html,,,verified_no_archival_doi_expected_for_venue,,,DigiRL: Training In-The-Wild Device-Control Agents with Autonomous Reinforcement Learning,0.4097,proceedings-article,2024,,,,API notes: Crossref=ok; OpenAlex=HTTP 429
634,ColorBrowserAgent- Complex Long-Horizon Browser Agent with Adaptive Knowledge Evolution,2026,Proceedings of ACL,Published,Archival published,arXiv:2601.07262,,10.18653/v1/2026.acl-industry.46,added_verified_archival_doi_crossref,Crossref exact-title search,https://doi.org/10.18653/v1/2026.acl-industry.46,ColorBrowserAgent: Complex Long-Horizon Browser Agent with Adaptive Knowledge Evolution,1.0400,proceedings-article,2026,,,,
639,WAREX- WEB AGENT RELIABILITY EVALUATION ON EXISTING BENCHMARKS,2026,Transactions on Machine Learning Research,Published,Archival published,https://openreview.net/pdf?id=o4pXVP8RCD,,,verified_no_archival_doi_expected_for_venue,,,LLMs in Web Development Education: An Evaluation of Existing Benchmarks,0.5866,proceedings-article,2026,,,,API notes: Crossref=ok; OpenAlex=HTTP 429
640,An Illusion of Progress - Assessing the Current State of Web Agents,2025,COLM,Published,Archival published,arXiv:2504.01382,,,verified_no_archival_doi_expected_for_venue,,,Assessing the Current State of Wage Inflation,0.6031,report,2026,,,,API notes: Crossref=ok; OpenAlex=HTTP 429
641,Why Do LLM-based Web Agents Fail- A Hierarchical Planning Perspective,2026,Proceedings of ACL (Long Papers),Published,Archival published,https://doi.org/10.18653/v1/2026.acl-long.1483,10.18653/v1/2026.acl-long.1483,10.18653/v1/2026.acl-long.1483,verified_existing_archival_doi,Crossref direct DOI lookup,https://doi.org/10.18653/v1/2026.acl-long.1483,Why Do LLM-based Web Agents Fail? A Hierarchical Planning Perspective,1.0000,proceedings-article,2026,,,,
643,Autonomous Evaluation and Refinement of Digital Agents,2024,COLM,Published,Archival published,arXiv:2404.06474,,,verified_no_archival_doi_expected_for_venue,,,Agentic AI and the Rise of Autonomous Digital Agents,0.4657,book-chapter,2026,,,,API notes: Crossref=ok; OpenAlex=HTTP 429
645,Why Do Multi-Agent LLM Systems Fail,2025,Advances in NeurIPS,Published,Archival published,arXiv:2503.13657,,10.52202/085713-4082,added_verified_archival_doi_crossref,Crossref exact-title search,https://doi.org/10.52202/085713-4082,Why Do Multi-Agent LLM Systems Fail?,1.0400,proceedings-article,2025,,,,
646,Are Autonomous Web Agents Good Testers,2025,Proceedings of the ACM on Software Engineering,Published,Archival published,https://doi.org/10.1145/3728879,10.1145/3728879,10.1145/3728879,verified_existing_archival_doi,Crossref direct DOI lookup,https://doi.org/10.1145/3728879,Are Autonomous Web Agents Good Testers?,1.0000,journal-article,2025,,,,
647,GEM Gaussian Embedding Modeling for Out-of-Distribution Detection in GUI Agents,2026,Proceedings of AAAI,Published,Archival published,arXiv:2505.12842,,10.1609/aaai.v40i40.40692,added_verified_archival_doi_crossref,Crossref exact-title search,https://doi.org/10.1609/aaai.v40i40.40692,GEM: Gaussian Embedding Modeling for Out-of-Distribution Detection in GUI Agents,1.0400,journal-article,2026,,,,
648,Understanding GUI Agent Localization Biases through Logit Sharpness,2025,Findings of the Association for Computational Linguistics: EMNLP 2025,Published,Archival published,https://aclanthology.org/2025.findings-emnlp.1268/,,10.18653/v1/2025.findings-emnlp.1268,added_verified_archival_doi_crossref,Crossref exact-title search,https://doi.org/10.18653/v1/2025.findings-emnlp.1268,Understanding GUI Agent Localization Biases through Logit Sharpness,1.0400,proceedings-article,2025,,,,
650,Just Do It!- Computer-Use Agents Exhibit Blind Goal-Directedness,2026,International Conference on Learning Representations,Published,Archival published,https://proceedings.iclr.cc/paper_files/paper/2026/hash/ea7623ff02edffe68866f88da2667592-Abstract-Conference.html,,,verified_no_archival_doi_expected_for_venue,,,Microstructural Response Patterns Predict Goal-Directedness,0.4245,posted-content,2025,,,,API notes: Crossref=ok; OpenAlex=HTTP 429
657,Reflection-Bench: Evaluating Epistemic Agency in Large Language Models,2025,"Proceedings of the 42nd International Conference on Machine Learning, PMLR 267",Published,Archival published,https://proceedings.mlr.press/v267/li25cu.html,,,verified_no_archival_doi_expected_for_venue,,,NEO-BENCH: Evaluating Robustness of Large Language Models with Neologisms,0.5691,proceedings-article,2024,,,,API notes: Crossref=ok; OpenAlex=HTTP 429
659,Detecting Silent Failures in Multi-Agentic AI Trajectories,2026,"Companion of the 17th ACM/SPEC International Conference on Performance Engineering, ICPE Companion 2026",Published,Archival published,https://doi.org/10.1145/3777911.3801104,10.1145/3777911.3801104,10.1145/3777911.3801104,verified_archival_doi_manual,ACM and Crossref,https://doi.org/10.1145/3777911.3801104,Detecting Silent Failures in Multi-Agentic AI Trajectories (Work In Progress Paper),0.7970,proceedings-article,2026,,,doi,Official ICPE Companion 2026 DOI; archival title adds '(Work In Progress Paper)'.
661,AutoScraper- A Progressive Understanding Web Agent for Web Scraper Generation,2024,Proceedings of EMNLP,Published,Archival published,https://doi.org/10.18653/v1/2024.emnlp-main.141,10.18653/v1/2024.emnlp-main.141,10.18653/v1/2024.emnlp-main.141,verified_existing_archival_doi,Crossref direct DOI lookup,https://doi.org/10.18653/v1/2024.emnlp-main.141,AutoScraper: A Progressive Understanding Web Agent for Web Scraper Generation,1.0000,proceedings-article,2024,,,,
663,INFOGEN- An Agent-Based Framework for Web Information Aggregation,2025,Findings of NAACL,Published,Archival published,https://doi.org/10.18653/v1/2025.findings-naacl.318,10.18653/v1/2025.findings-naacl.318,10.18653/v1/2025.findings-naacl.318,verified_existing_archival_doi,Crossref direct DOI lookup,https://doi.org/10.18653/v1/2025.findings-naacl.318,Infogent: An Agent-Based Framework for Web Information Aggregation,0.9250,proceedings-article,2025,,,,
666,"A Systematic Review of Web Scraping- Techniques, LLM-Enhanced Approaches, Performance Metrics, and Legal-Ethical Issues",2026,Data & Knowledge Engineering,Published,Archival published,https://doi.org/10.1016/j.datak.2026.102598,10.1016/j.datak.2026.102598,10.1016/j.datak.2026.102598,verified_existing_archival_doi,Crossref direct DOI lookup,https://doi.org/10.1016/j.datak.2026.102598,"A systematic review of web scraping: Techniques, LLM-enhanced approaches, performance metrics, and legal–ethical issues",1.0000,journal-article,2026,,,,
667,SCRIBES- Web-Scale Script-Based Semi-Structured Data Extraction with Reinforcement Learning,2026,International Conference on Learning Representations,Published,Archival published,https://proceedings.iclr.cc/paper_files/paper/2026/hash/d8af89af081e3e3b52fca7c92bd6ccab-Abstract-Conference.html,,,verified_no_archival_doi_expected_for_venue,,,Semi-Supervised Skin Lesion Segmentation Using Structured Prediction-Based Deep Reinforcement Learning,0.4980,journal-article,2027,,,,API notes: Crossref=ok; OpenAlex=HTTP 429
671,"Automating Web Data Collection- Challenges, Solutions, and Python-Based Strategies for Effective Web Scraping",2024,"2024 7th International Conference on Internet Applications, Protocols, and Services (NETAPPS)",Published,Archival published,https://doi.org/10.1109/NETAPPS63333.2024.10823528,10.1109/netapps63333.2024.10823528,10.1109/netapps63333.2024.10823528,verified_existing_archival_doi,Crossref direct DOI lookup,https://doi.org/10.1109/netapps63333.2024.10823528,"Automating Web Data Collection: Challenges, Solutions, and Python-Based Strategies for Effective Web Scraping",1.0000,proceedings-article,2024,,,,
673,ProductAgent Benchmarking Conversational Product Search Agent with Asking Clarification Questions,2025,Proceedings of the 2025 Conference on Empirical Methods in Natural Language Processing: Industry Track,Published,Archival published,https://doi.org/10.18653/v1/2025.emnlp-industry.25,10.18653/v1/2025.emnlp-industry.25,10.18653/v1/2025.emnlp-industry.25,verified_existing_archival_doi,Crossref direct DOI lookup,https://doi.org/10.18653/v1/2025.emnlp-industry.25,ProductAgent: Benchmarking Conversational Product Search Agent with Asking Clarification Questions,1.0000,proceedings-article,2025,,,,
675,OneKE A Dockerized Schema-Guided LLM Agent-based Knowledge Extraction System,2025,Companion Proceedings of the ACM on Web Conference 2025,Published,Archival published,https://doi.org/10.1145/3701716.3715189,10.1145/3701716.3715189,10.1145/3701716.3715189,verified_existing_archival_doi,Crossref direct DOI lookup,https://doi.org/10.1145/3701716.3715189,OneKE: A Dockerized Schema-Guided LLM Agent-based Knowledge Extraction System,1.0000,proceedings-article,2025,,,,
684,Reagent: Converting Ordinary Webpages into Interactive Software Agents,2019,IJCAI 2019 Demo Track,Published,Archival published,https://doi.org/10.24963/ijcai.2019/956,10.24963/ijcai.2019/956,10.24963/ijcai.2019/956,verified_existing_archival_doi,Crossref direct DOI lookup,https://doi.org/10.24963/ijcai.2019/956,Reagent: Converting Ordinary Webpages into Interactive Software Agents,1.0000,proceedings-article,2019,,,,
685,"DataAgent: Evaluating Large Language Models' Ability to Answer Zero-Shot, Natural Language Queries",2024,2024 IEEE 3rd International Conference on AI in Cybersecurity (ICAIC),Published,Archival published,https://ieeexplore.ieee.org/document/10433803/,,10.1109/icaic60265.2024.10433803,added_verified_archival_doi_crossref,Crossref exact-title search,https://doi.org/10.1109/icaic60265.2024.10433803,"DataAgent: Evaluating Large Language Models’ Ability to Answer Zero-Shot, Natural Language Queries",1.0400,proceedings-article,2024,,,,
687,AutoDCWorkflow: LLM-based Data Cleaning Workflow Auto-Generation and Benchmark,2025,Findings of the Association for Computational Linguistics: EMNLP 2025,Published,Archival published,https://doi.org/10.18653/v1/2025.findings-emnlp.410,10.18653/v1/2025.findings-emnlp.410,10.18653/v1/2025.findings-emnlp.410,verified_existing_archival_doi,Crossref direct DOI lookup,https://doi.org/10.18653/v1/2025.findings-emnlp.410,AutoDCWorkflow: LLM-based Data Cleaning Workflow Auto-Generation and Benchmark,1.0000,proceedings-article,2025,,,,
688,DataLab: A Unified Platform for LLM-Powered Business Intelligence,2025,"2025 IEEE 41st International Conference on Data Engineering (ICDE), pages 4346–4359",Published,Archival published,https://doi.org/10.1109/ICDE65448.2025.00326,10.1109/icde65448.2025.00326,10.1109/icde65448.2025.00326,verified_existing_archival_doi,Crossref direct DOI lookup,https://doi.org/10.1109/icde65448.2025.00326,DataLab: A Unified Platform for LLM-Powered Business Intelligence,1.0000,proceedings-article,2025,,,,
690,AutoPrep: Natural Language Question-Aware Data Preparation with a Multi-Agent Framework,2025,"Proceedings of the VLDB Endowment, Vol. 18, No. 10, pages 3504–3517",Published,Archival published,https://doi.org/10.14778/3748191.3748211,10.14778/3748191.3748211,10.14778/3748191.3748211,verified_existing_archival_doi,Crossref direct DOI lookup,https://doi.org/10.14778/3748191.3748211,AutoPrep: Natural Language Question-Aware Data Preparation with a Multi-Agent Framework,1.0000,journal-article,2025,,,,
692,WiNELL: Wikipedia Never-Ending Updating with LLM Agents,2026,Proceedings of the ACM Web Conference 2026,Published,Archival published,https://doi.org/10.1145/3774904.3792695,10.1145/3774904.3792695,10.1145/3774904.3792695,verified_archival_doi_manual,Official ACM Digital Library record,https://doi.org/10.1145/3774904.3792695,,,,,,,doi,Official ACM Web Conference 2026 DOI; publisher page verified even though Crossref indexing lagged at audit time.
695,InjecAgent Benchmarking Indirect Prompt Injections in Tool-Integrated Large Language Model Agents,2024,Findings of ACL,Published,Archival published,https://doi.org/10.18653/v1/2024.findings-acl.624,10.18653/v1/2024.findings-acl.624,10.18653/v1/2024.findings-acl.624,verified_existing_archival_doi,Crossref direct DOI lookup,https://doi.org/10.18653/v1/2024.findings-acl.624,InjecAgent: Benchmarking Indirect Prompt Injections in Tool-Integrated Large Language Model Agents,1.0000,proceedings-article,2024,,,,
697,AGENTPOISON- Red-teaming LLM Agents via Poisoning Memory or Knowledge Bases,2024,Advances in NeurIPS,Published,Archival published,arXiv:2407.12784,,10.52202/079017-4136,added_verified_archival_doi_crossref,Crossref exact-title search,https://doi.org/10.52202/079017-4136,AgentPoison: Red-teaming LLM Agents via Poisoning Memory or Knowledge Bases,1.0400,proceedings-article,2024,,,,
699,AdvAgent Controllable Blackbox Red-teaming on Web Agents,2025,Proceedings of the 42nd International Conference on Machine Learning,Published,Archival published,https://proceedings.mlr.press/v267/xu25m.html,,,verified_no_archival_doi_expected_for_venue,,,DecodingTrust-Agent Platform (DTap): A Controllable and Interactive Red-Teaming Platform for AI Agents,0.4714,posted-content,2026,,,,API notes: Crossref=ok; OpenAlex=HTTP 429
700,Attacking Vision-Language Computer Agents via Pop-ups,2025,Proceedings of the 63rd Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers),Published,Archival published,arXiv:2411.02391,,10.18653/v1/2025.acl-long.411,added_verified_archival_doi_crossref,Crossref exact-title search,https://doi.org/10.18653/v1/2025.acl-long.411,Attacking Vision-Language Computer Agents via Pop-ups,1.0400,proceedings-article,2025,,,,
702,EIA- Environmental Injection Attack on Generalist Web Agents for Privacy Leakage,2025,International Conference on Learning Representations,Published,Archival published,https://proceedings.iclr.cc/paper_files/paper/2025/hash/a73474c359ed523e6cd3174ed29a4d56-Abstract-Conference.html,,,verified_no_archival_doi_expected_for_venue,,,WebInject: Prompt Injection Attack to Web Agents,0.5217,proceedings-article,2025,,,,API notes: Crossref=ok; OpenAlex=HTTP 429
703,SafeArena Evaluating the Safety of Autonomous Web Agents,2025,Proceedings of the 42nd International Conference on Machine Learning,Published,Archival published,https://proceedings.mlr.press/v267/tur25a.html,,,verified_no_archival_doi_expected_for_venue,,,MobileSafetyBench: Evaluating Safety of Autonomous Agents in Mobile Device Control,0.5816,journal-article,2026,,,,API notes: Crossref=ok; OpenAlex=HTTP 429
704,sudo rm -rf agentic_security,2025,Proceedings of the 63rd Annual Meeting of the Association for Computational Linguistics (Industry Track),Published,Archival published,arXiv:2411.13879,,10.18653/v1/2025.acl-industry.75,added_verified_archival_doi_crossref,Crossref exact-title search,https://doi.org/10.18653/v1/2025.acl-industry.75,sudo rm -rf agentic_security,1.0400,proceedings-article,2025,,,,
708,RedTeamCUA Realistic Adversarial Testing of Computer-Use Agents in Hybrid Web-OS Environments,2026,International Conference on Learning Representations,Published,Archival published,https://proceedings.iclr.cc/paper_files/paper/2026/hash/505ca7558b83126389727d08f2366b72-Abstract-Conference.html,,,verified_no_archival_doi_expected_for_venue,,,Constructing Adversarial Network Attacks in Realistic Network Environments,0.4456,book-chapter,2024,,,,API notes: Crossref=ok; OpenAlex=HTTP 429
709,WebInject Prompt Injection Attack to Web Agents,2025,Proceedings of EMNLP,Published,Archival published,https://doi.org/10.18653/v1/2025.emnlp-main.104,10.18653/v1/2025.emnlp-main.104,10.18653/v1/2025.emnlp-main.104,verified_existing_archival_doi,Crossref direct DOI lookup,https://doi.org/10.18653/v1/2025.emnlp-main.104,WebInject: Prompt Injection Attack to Web Agents,1.0000,proceedings-article,2025,,,,
713,VisualTrap A Stealthy Backdoor Attack on GUI Agents via Visual Grounding Manipulation,2025,COLM,Published,Archival published,arXiv:2507.06899,,,verified_no_archival_doi_expected_for_venue,,,RF Domain Backdoor Attack on Signal Classification via Stealthy Trigger,0.4229,journal-article,2024,,,,API notes: Crossref=ok; OpenAlex=HTTP 429
716,HackWorld- EVALUATING COMPUTER-USE AGENTS ON EXPLOITING WEB APPLICATION VULNERABILITIES,2026,International Conference on Learning Representations,Published,Archival published,https://proceedings.iclr.cc/paper_files/paper/2026/hash/7baa48bc166aa2013d78cbdc15010530-Abstract-Conference.html,,,verified_no_archival_doi_expected_for_venue,,,Automated Detection of Web Application Vulnerabilities,0.5201,proceedings-article,2026,,,,API notes: Crossref=ok; OpenAlex=HTTP 429
717,Investigating the Impact of Dark Patterns on LLM-Based Web Agents,2026,Proceedings of the IEEE Symposium on Security and Privacy,Published,Archival published,arXiv:2501.03441,,10.1109/sp63933.2026.00042,added_verified_archival_doi_crossref,Crossref exact-title search,https://doi.org/10.1109/sp63933.2026.00042,Investigating the Impact of Dark Patterns on LLM-Based Web Agents,1.0400,proceedings-article,2026,,,,
718,WebCloak- Characterizing and Mitigating Threats from LLM-Driven Web Agents as Intelligent Scrapers,2026,Proceedings of the IEEE Symposium on Security and Privacy,Published,Archival published,arXiv:2502.14010,,10.1109/sp63933.2026.00025,added_verified_archival_doi_crossref,Crossref exact-title search,https://doi.org/10.1109/sp63933.2026.00025,WebCloak: Characterizing and Mitigating Threats From LLM-Driven Web Agents as Intelligent Scrapers,1.0400,proceedings-article,2026,,,,
728,Identifying the Risks of LM Agents with an LM-Emulated Sandbox,2024,International Conference on Learning Representations,Published,Archival published,https://proceedings.iclr.cc/paper_files/paper/2024/hash/7274ed909a312d4d869cc328ad1c5f04-Abstract-Conference.html,,,verified_no_archival_doi_expected_for_venue,,,LM vs LM: Detecting Factual Errors via Cross Examination,0.2628,proceedings-article,2023,,,,API notes: Crossref=ok; OpenAlex=HTTP 429
731,R-Judge: Benchmarking Safety Risk Awareness for LLM Agents,2024,"Findings of the Association for Computational Linguistics: EMNLP 2024, pages 1467-1490",Published,Archival published,https://doi.org/10.18653/v1/2024.findings-emnlp.79,10.18653/v1/2024.findings-emnlp.79,10.18653/v1/2024.findings-emnlp.79,verified_existing_archival_doi,Crossref direct DOI lookup,https://doi.org/10.18653/v1/2024.findings-emnlp.79,R-Judge: Benchmarking Safety Risk Awareness for LLM Agents,1.0000,proceedings-article,2024,,,,
733,Agent Smith A Single Image Can Jailbreak One Million Multimodal LLM Agents Exponentially Fast,2024,Proceedings of the 41st International Conference on Machine Learning,Published,Archival published,https://proceedings.mlr.press/v235/gu24e.html,,,verified_no_archival_doi_expected_for_venue,,,Jailbreak Attack on a Multi-agent LLM Defense System,0.3806,book-chapter,2025,,,,API notes: Crossref=ok; OpenAlex=HTTP 429
