record_id,section,priority,year,title,publication_status,status_category,venue,identifier,verification_source,bibliography_eligibility,note_quality,evidence_readiness,pages,canonical_status_detail,final_exclusion_reason
571,S5.4,P2,2025,AgentRM Enhancing Agent Generalization with Reward Modeling,Published,Archival published,Proceedings of ACL (Long Papers),https://doi.org/10.18653/v1/2025.acl-long.945,Verified in ACM survey,Eligible if cited,B,Ready for claim-level use,,,
575,S5.4,P2,2025,Large Language Models Empowered Personalized Web Agents,Published,Archival published,"WWW 2025 (Oral), pp. 198–215",https://doi.org/10.1145/3696410.3714842; 2410.17236,External venue audit: compass_artifact_wf-d28261fe-4e0d-53d9-9225-a8a9fe0f3b8a_text_markdown.md,Eligible if cited,B,Ready for claim-level use,,,
576,S5.4,P2,2025,DeepResearcher- Scaling Deep Research via Reinforcement Learning in Real-world Environments,Published,Archival published,Proceedings of EMNLP,arXiv:2504.03160,Verified in ACM survey,Eligible if cited,B,Ready for claim-level use,,,
577,S5.4,P2,2025,AndroidGen Building an Android Language Agent under Data Scarcity,Published,Archival published,"ACL 2025 (Vol. 1: Long Papers, pp. 2727–2749)",https://aclanthology.org/2025.acl-long.138/; 2504.19298,External venue audit: compass_artifact_wf-ff807bfc-4f1e-5eb3-9b2e-e812ae5796a1_text_markdown.md,Eligible if cited,B,Ready for claim-level use,,,
578,S5.4,P2,2025,Breaking the Data Barrier -- Building GUI Agents Through Task Generalization,Published,Archival published,COLM 2025,OpenReview QDtORaZt8K; 2504.10127,External venue audit: compass_artifact_wf-66bb940a-379a-5795-bc36-a71c71b8cc78_text_markdown.md,Eligible if cited,B,Ready for claim-level use,,,
580,S5.4,P2,2026,Efficient Agent Training for Computer Use,Accepted,Archival accepted,ICLR 2026 (Poster),https://openreview.net/forum?id=cDuA6ZNvCl; arXiv:2505.13909,External venue audit: compass_artifact_wf-4618c5d6-bb0d-534d-8b14-e2a62f1d65ac_text_markdown.md,Eligible if cited,B,Ready for claim-level use,,,
581,S5.4,P2,2025,EvolveSearch An Iterative Self-Evolving Search Agent,Published,Archival published,Proceedings of EMNLP,arXiv:2505.22501,Verified in ACM survey,Eligible if cited,B,Ready for claim-level use,,,
582,S5.4,P2,2025,Group-in-Group Policy Optimization for LLM Agent Training,Published,Archival published,NeurIPS 2025,"proceedings.neurips.cc (2025, OpenReview QXEhBMNrCW); 2505.10978",External venue audit: compass_artifact_wf-66bb940a-379a-5795-bc36-a71c71b8cc78_text_markdown.md,Eligible if cited,B,Ready for claim-level use,,,
584,S5.4,P2,2026,MobileIPL Enhancing Mobile Agents Thinking Process via Iterative Preference Learning,Accepted,Archival accepted,ICLR 2026 (Poster),https://openreview.net/forum?id=PS8iu4PxKz; arXiv:2505.12299,External venue audit: compass_artifact_wf-4618c5d6-bb0d-534d-8b14-e2a62f1d65ac_text_markdown.md,Eligible if cited,B,Ready for claim-level use,,,
586,S5.4,P2,2025,Scalable Video-to-Dataset Generation for Cross-Platform Mobile Agents,Published,Archival published,CVPR 2025 (IEEE/CVF main proceedings),https://openaccess.thecvf.com/content/CVPR2025/html/Jang_Scalable_Video-to-Dataset_Generation_for_Cross-Platform_Mobile_Agents_CVPR_2025_paper.html (IEEE Xplore doc 11093822); arXiv:2505.12632,External venue audit: compass_artifact_wf-4618c5d6-bb0d-534d-8b14-e2a62f1d65ac_text_markdown.md,Eligible if cited,B,Ready for claim-level use,,,
587,S5.4,P2,2025,Self-Generated In-Context Examples Improve LLM Agents for Sequential Decision-Making Tasks,Accepted,Archival accepted,NeurIPS 2025 (poster),https://openreview.net/forum?id=YurjMGGTTj; 2505.00234,External venue audit: compass_artifact_wf-d28261fe-4e0d-53d9-9225-a8a9fe0f3b8a_text_markdown.md,Eligible if cited,B,Ready for claim-level use,,,
589,S5.4,P2,2026,Structured Agent Distillation for Large Language Model,Accepted,Archival accepted,AAMAS 2026,2505.13820,External venue audit: compass_artifact_wf-66bb940a-379a-5795-bc36-a71c71b8cc78_text_markdown.md,Eligible if cited,B,Ready for claim-level use,,,
590,S5.4,P2,2025,Towards Efficient Online Tuning of VLM Agents via Counterfactual Soft Reinforcement Learning,Published,Archival published,ICML 2025 (PMLR 267:16884–16903),https://proceedings.mlr.press/v267/feng25n.html; arXiv:2505.03792,External venue audit: compass_artifact_wf-4618c5d6-bb0d-534d-8b14-e2a62f1d65ac_text_markdown.md,Eligible if cited,B,Ready for claim-level use,,,
593,S5.4,P2,2025,UI-Genie A Self-Improving Approach for Iteratively Boosting MLLM-based Mobile GUI Agents,Accepted,Archival accepted,NeurIPS 2025,https://proceedings.neurips.cc/paper_files/paper/2025/hash/dd1577afd396928ed64216f3f1fd5556-Abstract-Conference.html; 2505.21496,External venue audit: compass_artifact_wf-d28261fe-4e0d-53d9-9225-a8a9fe0f3b8a_text_markdown.md,Eligible if cited,B,Ready for claim-level use,,,
594,S5.4,P2,2025,WebDancer Towards Autonomous Information Seeking Agency,Published,Archival published,Advances in NeurIPS,arXiv:2505.22648,Verified in ACM survey,Eligible if cited,B,Ready for claim-level use,,,
595,S5.4,P2,2026,AgentSynth- Scalable Task Generation for Generalist Computer-Use Agents,Published,Archival published,International Conference on Learning Representations,arXiv:2506.14205,Verified in ACM survey,Eligible if cited,B,Ready for claim-level use,,,
599,S5.4,P2,2025,AgentCPM-GUI Building Mobile-Use Agents with Reinforcement Fine-Tuning,Accepted,Archival accepted,EMNLP 2025 (System Demonstrations),https://aclanthology.org/2025.emnlp-demos.12/; 2506.01391,External venue audit: compass_artifact_wf-d28261fe-4e0d-53d9-9225-a8a9fe0f3b8a_text_markdown.md,Eligible if cited,B,Ready for claim-level use,,,
601,S5.4,P2,2025,Contextual Experience Replay for Self-Improvement of Language Agents,Published,Archival published,"ACL 2025 (Long), pp. 14179–14198",https://doi.org/10.18653/v1/2025.acl-long.694; 2506.06698,External venue audit: compass_artifact_wf-d28261fe-4e0d-53d9-9225-a8a9fe0f3b8a_text_markdown.md,Eligible if cited,B,Ready for claim-level use,,,
604,S5.4,P2,2026,WebSynthesis: World Model-Guided Monte Carlo Tree Search for Efficient WebAgent Trajectory Synthesis,Published,Archival published,"Proceedings of the 64th Annual Meeting of the Association for Computational Linguistics, Volume 1: Long Papers",https://doi.org/10.18653/v1/2026.acl-long.1157,Verified in ACM survey,Eligible if cited,Missing,Needs paper-specific evidence note,25241–25258,Published — archival ACL 2026 long paper,
612,S5.4,P2,2026,"Agent Data Protocol- Unifying Datasets for Diverse, Effective Fine-tuning of LLM Agents",Accepted,Archival accepted,ICLR 2026 (Oral),https://openreview.net/forum?id=tG6301ORHd; arXiv:2510.24702,External venue audit: compass_artifact_wf-4618c5d6-bb0d-534d-8b14-e2a62f1d65ac_text_markdown.md,Eligible if cited,B,Ready for claim-level use,,,
615,S5.4,P2,2026,"Don’t Just Fine-tune the Agent, Tune the Environment",Published,Archival published,International Conference on Learning Representations,arXiv:2510.10197,Verified in ACM survey,Eligible if cited,B,Ready for claim-level use,,,
619,S5.4,P2,2026,Search Self-play- Pushing the Frontier of Agent Capability without Supervision,Published,Archival published,International Conference on Learning Representations,arXiv:2510.18821,Verified in ACM survey,Eligible if cited,B,Ready for claim-level use,,,
622,S5.4,P2,2026,AgentPRM- Process Reward Models for LLM Agents via Step-Wise Promise and Progress,Published,Archival published,Proceedings of the ACM Web Conference 2026,https://doi.org/10.1145/3774904.3792551,Verified in ACM survey,Eligible if cited,B,Ready for claim-level use,,,
631,S5.4,P2,2025,Digi-Q- Learning VLM Q-Value Functions for Training Device-Control Agents,Published,Archival published,International Conference on Learning Representations,arXiv:2502.15760,Verified in ACM survey,Eligible if cited,B,Ready for claim-level use,,,
634,S5.4,P2,2026,ColorBrowserAgent- Complex Long-Horizon Browser Agent with Adaptive Knowledge Evolution,Published,Archival published,Proceedings of ACL,arXiv:2601.07262,Verified in ACM survey,Eligible if cited,B,Ready for claim-level use,,,
639,S5.5,P1,2026,WAREX- WEB AGENT RELIABILITY EVALUATION ON EXISTING BENCHMARKS,Published,Archival published,TMLR,arXiv:2510.03285,Verified in ACM survey,Eligible if cited,A,Ready for claim-level use,,,
640,S5.5,P1,2025,An Illusion of Progress - Assessing the Current State of Web Agents,Published,Archival published,COLM,arXiv:2504.01382,Verified in ACM survey,Eligible if cited,A,Ready for claim-level use,,,
641,S5.5,P1,2026,Why Do LLM-based Web Agents Fail- A Hierarchical Planning Perspective,Published,Archival published,Proceedings of ACL (Long Papers),https://doi.org/10.18653/v1/2026.acl-long.1483,Verified in ACM survey,Eligible if cited,A,Ready for claim-level use,,,
643,S5.5,P2,2024,Autonomous Evaluation and Refinement of Digital Agents,Published,Archival published,COLM,arXiv:2404.06474,Verified in ACM survey,Eligible if cited,B,Ready for claim-level use,,,
645,S5.5,P2,2025,Why Do Multi-Agent LLM Systems Fail,Published,Archival published,Advances in NeurIPS,arXiv:2503.13657,Verified in ACM survey,Eligible if cited,B,Ready for claim-level use,,,
646,S5.5,P2,2025,Are Autonomous Web Agents Good Testers,Published,Archival published,Proc. ACM Softw. Eng.,https://doi.org/10.1145/3728879,Verified in ACM survey,Eligible if cited,B,Ready for claim-level use,,,
647,S5.5,P2,2026,GEM Gaussian Embedding Modeling for Out-of-Distribution Detection in GUI Agents,Published,Archival published,Proceedings of AAAI,arXiv:2505.12842,Verified in ACM survey,Eligible if cited,B,Ready for claim-level use,,,
648,S5.5,P2,2025,Understanding GUI Agent Localization Biases through Logit Sharpness,Published,Archival published,Findings of EMNLP,arXiv:2506.15425,Verified in ACM survey,Eligible if cited,B,Ready for claim-level use,,,
650,S5.5,P2,2026,Just Do It!- Computer-Use Agents Exhibit Blind Goal-Directedness,Published,Archival published,International Conference on Learning Representations,arXiv:2510.01670,Verified in ACM survey,Eligible if cited,B,Ready for claim-level use,,,
657,S5.5,P3,2025,Reflection-Bench: Evaluating Epistemic Agency in Large Language Models,Published,Archival published,"Proceedings of the 42nd International Conference on Machine Learning (ICML 2025), PMLR 267",https://proceedings.mlr.press/v267/li25cu.html,https://proceedings.mlr.press/v267/li25cu.html,Eligible if cited,Missing,Needs paper-specific evidence note,,Published - archival conference paper,
659,S5.5,P3,2026,Detecting Silent Failures in Multi-Agentic AI Trajectories,Published,Archival published,"Companion of the 17th ACM/SPEC International Conference on Performance Engineering, ICPE Companion 2026",https://doi.org/10.1145/3777911.3801104,Verified in ACM survey,Eligible if cited,Missing,Needs paper-specific evidence note,33–39,Published — archival work-in-progress conference paper,
661,S6,P1,2024,AutoScraper- A Progressive Understanding Web Agent for Web Scraper Generation,Published,Archival published,Proceedings of EMNLP,https://doi.org/10.18653/v1/2024.emnlp-main.141,Verified in ACM survey,Eligible if cited,A,Ready for claim-level use,,,
663,S6,P1,2025,INFOGEN- An Agent-Based Framework for Web Information Aggregation,Published,Archival published,Findings of NAACL,https://doi.org/10.18653/v1/2025.findings-naacl.318,Verified in ACM survey,Eligible if cited,A,Ready for claim-level use,,,
666,S6,P1,2026,"A Systematic Review of Web Scraping- Techniques, LLM-Enhanced Approaches, Performance Metrics, and Legal-Ethical Issues",Published,Archival published,Data & Knowledge Engineering,https://doi.org/10.1016/j.datak.2026.102598,Verified in ACM survey,Eligible if cited,A,Ready for claim-level use,,,
667,S6,P1,2026,SCRIBES- Web-Scale Script-Based Semi-Structured Data Extraction with Reinforcement Learning,Published,Archival published,International Conference on Learning Representations,arXiv:2510.01832,Verified in ACM survey,Eligible if cited,A,Ready for claim-level use,,,
671,S6,P2,2024,"Automating Web Data Collection- Challenges, Solutions, and Python-Based Strategies for Effective Web Scraping",Published,Archival published,"2024 7th International Conference on Internet Applications, Protocols, and Services (NETAPPS)",https://doi.org/10.1109/NETAPPS63333.2024.10823528,Verified in final SLR bibliography,Eligible if cited,B,Ready for claim-level use,,,
673,S6,P2,2025,ProductAgent Benchmarking Conversational Product Search Agent with Asking Clarification Questions,Published,Archival published,Proceedings of the 2025 Conference on Empirical Methods in Natural Language Processing: Industry Track,https://doi.org/10.18653/v1/2025.emnlp-industry.25,Verified in final SLR bibliography,Eligible if cited,B,Ready for claim-level use,,,
675,S6,P2,2025,OneKE A Dockerized Schema-Guided LLM Agent-based Knowledge Extraction System,Published,Archival published,Companion of the ACM Web Conference 2025,https://doi.org/10.1145/3701716.3715189,Verified in ACM survey,Eligible if cited,B,Ready for claim-level use,,,
684,S6,P3,2019,Reagent: Converting Ordinary Webpages into Interactive Software Agents,Published,Archival published,IJCAI 2019 Demo Track,https://doi.org/10.24963/ijcai.2019/956,Verified in final SLR bibliography,Eligible if cited,Missing,Needs paper-specific evidence note,,Published — archival conference demo paper,
685,S6,P3,2024,"DataAgent: Evaluating Large Language Models' Ability to Answer Zero-Shot, Natural Language Queries",Published,Archival published,"2024 IEEE International Conference on Artificial Intelligence and Computer Engineering (ICAIC 2024), pages 1–5",https://ieeexplore.ieee.org/document/10433803/,https://ieeexplore.ieee.org/document/10433803/,Eligible if cited,Missing,Needs paper-specific evidence note,,Published - archival conference paper,
687,S6,P3,2025,AutoDCWorkflow: LLM-based Data Cleaning Workflow Auto-Generation and Benchmark,Published,Archival published,Findings of the Association for Computational Linguistics: EMNLP 2025,https://doi.org/10.18653/v1/2025.findings-emnlp.410,https://aclanthology.org/2025.findings-emnlp.410/,Eligible if cited,Missing,Needs paper-specific evidence note,,Published - archival conference paper,
688,S6,P3,2025,DataLab: A Unified Platform for LLM-Powered Business Intelligence,Published,Archival published,"2025 IEEE 41st International Conference on Data Engineering (ICDE), pages 4346–4359",https://doi.org/10.1109/ICDE65448.2025.00326,https://doi.org/10.1109/ICDE65448.2025.00326,Eligible if cited,Missing,Needs paper-specific evidence note,,Published - archival conference paper,
690,S6,P3,2025,AutoPrep: Natural Language Question-Aware Data Preparation with a Multi-Agent Framework,Published,Archival published,"Proceedings of the VLDB Endowment, Vol. 18, No. 10, pages 3504–3517",https://doi.org/10.14778/3748191.3748211,https://doi.org/10.14778/3748191.3748211,Eligible if cited,Missing,Needs paper-specific evidence note,,Published - archival journal/proceedings article,
692,S6,P3,2026,WiNELL: Wikipedia Never-Ending Updating with LLM Agents,Published,Archival published,Proceedings of the ACM Web Conference 2026,https://doi.org/10.1145/3774904.3792695,Verified in final SLR bibliography,Eligible if cited,Missing,Needs paper-specific evidence note,4396–4406,Published — archival ACM Web Conference research paper,
695,S7,P1,2024,InjecAgent Benchmarking Indirect Prompt Injections in Tool-Integrated Large Language Model Agents,Published,Archival published,Findings of ACL,https://doi.org/10.18653/v1/2024.findings-acl.624,Verified in ACM survey,Eligible if cited,A,Ready for claim-level use,,,
697,S7,P1,2024,AGENTPOISON- Red-teaming LLM Agents via Poisoning Memory or Knowledge Bases,Published,Archival published,Advances in NeurIPS,arXiv:2407.12784,Verified in ACM survey,Eligible if cited,A,Ready for claim-level use,,,
699,S7,P1,2025,AdvAgent Controllable Blackbox Red-teaming on Web Agents,Published,Archival published,Proceedings of the 42nd International Conference on Machine Learning,arXiv:2410.17401,Verified in final SLR bibliography,Eligible if cited,A,Ready for claim-level use,,,
700,S7,P1,2025,Attacking Vision-Language Computer Agents via Pop-ups,Published,Archival published,Proceedings of the 63rd Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers),arXiv:2411.02391,Verified in final SLR bibliography,Eligible if cited,A,Ready for claim-level use,,,
702,S7,P1,2025,EIA- Environmental Injection Attack on Generalist Web Agents for Privacy Leakage,Published,Archival published,International Conference on Learning Representations,arXiv:2409.11295,Verified in final SLR bibliography,Eligible if cited,A,Ready for claim-level use,,,
703,S7,P1,2025,SafeArena Evaluating the Safety of Autonomous Web Agents,Published,Archival published,Proceedings of the 42nd International Conference on Machine Learning,arXiv:2503.04957,Verified in final SLR bibliography,Eligible if cited,A,Ready for claim-level use,,,
704,S7,P1,2025,sudo rm -rf agentic_security,Published,Archival published,Proceedings of the 63rd Annual Meeting of the Association for Computational Linguistics (Industry Track),arXiv:2411.13879,Verified in final SLR bibliography,Eligible if cited,A,Ready for claim-level use,,,
708,S7,P1,2026,RedTeamCUA Realistic Adversarial Testing of Computer-Use Agents in Hybrid Web-OS Environments,Published,Archival published,International Conference on Learning Representations,arXiv:2503.05197,Verified in final SLR bibliography,Eligible if cited,B,Ready for claim-level use,,,
709,S7,P1,2025,WebInject Prompt Injection Attack to Web Agents,Published,Archival published,Proceedings of EMNLP,https://doi.org/10.18653/v1/2025.emnlp-main.104,Verified in ACM survey,Eligible if cited,A,Ready for claim-level use,,,
713,S7,P1,2025,VisualTrap A Stealthy Backdoor Attack on GUI Agents via Visual Grounding Manipulation,Published,Archival published,COLM,arXiv:2507.06899,Verified in ACM survey,Eligible if cited,A,Ready for claim-level use,,,
716,S7,P1,2026,HackWorld- EVALUATING COMPUTER-USE AGENTS ON EXPLOITING WEB APPLICATION VULNERABILITIES,Published,Archival published,International Conference on Learning Representations,arXiv:2501.16500,Verified in final SLR bibliography,Eligible if cited,A,Ready for claim-level use,,,
717,S7,P1,2026,Investigating the Impact of Dark Patterns on LLM-Based Web Agents,Published,Archival published,Proceedings of the IEEE Symposium on Security and Privacy,arXiv:2501.03441,Verified in final SLR bibliography,Eligible if cited,A,Ready for claim-level use,,,
718,S7,P1,2026,WebCloak- Characterizing and Mitigating Threats from LLM-Driven Web Agents as Intelligent Scrapers,Published,Archival published,Proceedings of the IEEE Symposium on Security and Privacy,arXiv:2502.14010,Verified in final SLR bibliography,Eligible if cited,A,Ready for claim-level use,,,
728,S7,P2,2024,Identifying the Risks of LM Agents with an LM-Emulated Sandbox,Published,Archival published,International Conference on Learning Representations,arXiv:2309.15817,Verified in final SLR bibliography,Eligible if cited,B,Ready for claim-level use,,,
731,S7,P2,2024,R-Judge: Benchmarking Safety Risk Awareness for LLM Agents,Published,Archival published,"Findings of the Association for Computational Linguistics: EMNLP 2024, pages 1467-1490",https://doi.org/10.18653/v1/2024.findings-emnlp.79,https://aclanthology.org/2024.findings-emnlp.79/,Eligible if cited,Missing,Needs paper-specific evidence note,,Published - archival conference paper,
733,S7,P2,2024,Agent Smith A Single Image Can Jailbreak One Million Multimodal LLM Agents Exponentially Fast,Published,Archival published,Proceedings of the 41st International Conference on Machine Learning,arXiv:2402.08567,Verified in final SLR bibliography,Eligible if cited,B,Ready for claim-level use,,,
734,S7,P2,2024,ToolSword: Unveiling Safety Issues of Large Language Models in Tool Learning Across Three Stages,Published,Archival published,"Proceedings of the 62nd Annual Meeting of the Association for Computational Linguistics (ACL 2024), Long Papers, pages 2181–2211",https://doi.org/10.18653/v1/2024.acl-long.119,https://aclanthology.org/2024.acl-long.119/,Eligible if cited,Missing,Needs paper-specific evidence note,,Published - archival conference paper,
736,S7,P2,2024,AirGapAgent: Protecting Privacy-Conscious Conversational Agents,Published,Archival published,"Proceedings of the 2024 ACM SIGSAC Conference on Computer and Communications Security (CCS 2024), pages 3868–3882",https://doi.org/10.1145/3658644.3690350,https://dl.acm.org/doi/10.1145/3658644.3690350,Eligible if cited,Missing,Needs paper-specific evidence note,,Published - archival conference paper,
737,S7,P2,2024,Visibility into AI Agents,Published,Archival published,"Proceedings of the 2024 ACM Conference on Fairness, Accountability, and Transparency",https://doi.org/10.1145/3630106.3659037,Verified in final SLR bibliography,Eligible if cited,B,Ready for claim-level use,,,
738,S7,P2,2025,GuardAgent: Safeguard LLM Agents via Knowledge-Enabled Reasoning,Published,Archival published,"Proceedings of the 42nd International Conference on Machine Learning (ICML 2025), PMLR 267:68316–68342",https://proceedings.mlr.press/v267/xiang25a.html,https://proceedings.mlr.press/v267/xiang25a.html,Eligible if cited,Missing,Needs paper-specific evidence note,,Published - archival conference paper,
741,S7,P2,2025,The Emerged Security and Privacy of LLM Agent: A Survey with Case Studies,Published,Archival published,"ACM Computing Surveys, online publication",https://doi.org/10.1145/3773080,https://dl.acm.org/doi/10.1145/3773080,Eligible if cited,Missing,Needs paper-specific evidence note,,Published - archival journal survey,
744,S7,P2,2025,Agent Security Bench (ASB)- Formalizing and Benchmarking Attacks and Defenses in LLM-based Agents,Published,Archival published,International Conference on Learning Representations,arXiv:2410.02644,Verified in final SLR bibliography,Eligible if cited,B,Ready for claim-level use,,,
745,S7,P2,2025,HAICOSYSTEM- An Ecosystem for Sandboxing Safety Risks in Human-AI Interactions,Published,Archival published,Conference on Language Modeling,arXiv:2409.16427,Verified in final SLR bibliography,Eligible if cited,B,Ready for claim-level use,,,
746,S7,P2,2025,Multimodal Situational Safety,Published,Archival published,International Conference on Learning Representations,arXiv:2410.06172,Verified in final SLR bibliography,Eligible if cited,B,Ready for claim-level use,,,
747,S7,P2,2024,Watch Out for Your Agents! Investigating Backdoor Threats to LLM-Based Agents,Published,Archival published,Advances in NeurIPS,arXiv:2402.11208,Verified in ACM survey,Eligible if cited,B,Ready for claim-level use,,,
748,S7,P2,2025,AgentHarm A Benchmark for Measuring Harmfulness of LLM Agents,Published,Archival published,International Conference on Learning Representations,arXiv:2410.09024,Verified in final SLR bibliography,Eligible if cited,B,Ready for claim-level use,,,
750,S7,P2,2025,MobileSafetyBench Evaluating Safety of Autonomous Agents in Mobile Device Control,Published,Archival published,Proceedings of the 39th AAAI Conference on Artificial Intelligence,arXiv:2410.17520,Verified in final SLR bibliography,Eligible if cited,B,Ready for claim-level use,,,
751,S7,P2,2026,Navigating the Risks: A Survey of Security and Privacy Threats in LLM-Based Agents,Published,Archival published,ACM Transactions on Software Engineering and Methodology,https://doi.org/10.1145/3807666,https://doi.org/10.1145/3807666,Eligible if cited,Missing,Needs paper-specific evidence note,,Published - archival journal survey,
757,S7,P2,2025,Evaluating the Robustness of Multimodal Agents Against Active Environmental Injection Attacks,Published,Archival published,Proceedings of the 33rd ACM International Conference on Multimedia,https://doi.org/10.1145/3664647.3680685,Verified in final SLR bibliography,Eligible if cited,B,Ready for claim-level use,,,
759,S7,P2,2025,A Practical Memory Injection Attack against LLM Agents,Published,Archival published,Advances in Neural Information Processing Systems,arXiv:2411.09921,Verified in final SLR bibliography,Eligible if cited,B,Ready for claim-level use,,,
761,S7,P2,2025,Towards Trustworthy GUI Agents- A Survey,Published,Archival published,Findings of the Association for Computational Linguistics: ACL 2025,https://doi.org/10.18653/v1/2025.findings-acl.1158,Verified in final SLR bibliography,Eligible if cited,A,Ready for claim-level use,,,
762,S7,P2,2026,AgentSpec Customizable Runtime Enforcement for Safe and Reliable LLM Agents,Published,Archival published,Proceedings of the 48th IEEE/ACM International Conference on Software Engineering,arXiv:2503.05037,Verified in final SLR bibliography,Eligible if cited,B,Ready for claim-level use,,,
764,S7,P2,2025,VeriSafe Agent Safeguarding Mobile GUI Agent via Logic-based Action Verification,Published,Archival published,Proceedings of the 31st Annual International Conference on Mobile Computing and Networking,https://doi.org/10.1145/3636534.3690682,Verified in final SLR bibliography,Eligible if cited,B,Ready for claim-level use,,,
770,S7,P2,2025,Hidden Ghost Hand Unveiling Backdoor Vulnerabilities in MLLM-Powered Mobile GUI Agents,Published,Archival published,Findings of the Association for Computational Linguistics: EMNLP 2025,arXiv:2502.00907,Verified in final SLR bibliography,Eligible if cited,B,Ready for claim-level use,,,
771,S7,P2,2025,IP Leakage Attacks Targeting LLM-Based Multi-Agent Systems,Accepted,Archival accepted,,,Checked in local evidence note,Eligible if cited,B,Ready for claim-level use,,,
772,S7,P2,2025,Tool Preferences in Agentic LLMs are Unreliable,Published,Archival published,Proceedings of the 2025 Conference on Empirical Methods in Natural Language Processing,arXiv:2504.02041,Verified in final SLR bibliography,Eligible if cited,B,Ready for claim-level use,,,
773,S7,P2,2025,AgentAuditor- Human-Level Safety and Security Evaluation for LLM Agents,Published,Archival published,Advances in Neural Information Processing Systems,arXiv:2504.06733,Verified in final SLR bibliography,Eligible if cited,B,Ready for claim-level use,,,
774,S7,P2,2025,From Prompt Injections to Protocol Exploits- Threats in LLM-Powered AI Agents Workflows,Accepted,Archival accepted,,,Checked in local evidence note,Eligible if cited,B,Ready for claim-level use,,,
777,S7,P2,2025,Demonstrations of Integrity Attacks in Multi-Agent Systems,Accepted,Archival accepted,,,Checked in local evidence note,Eligible if cited,B,Ready for claim-level use,,,
778,S7,P2,2025,Effective Red-Teaming of Policy-Adherent Agents,Published,Archival published,Proceedings of the 2025 Conference on Empirical Methods in Natural Language Processing,arXiv:2504.08624,Verified in final SLR bibliography,Eligible if cited,B,Ready for claim-level use,,,
779,S7,P2,2025,Simple Prompt Injection Attacks Can Leak Personal Data Observed by LLM Agents During Task Execution,Accepted,Archival accepted,,,Checked in local evidence note,Eligible if cited,B,Ready for claim-level use,,,
780,S7,P2,2026,Reliable Weak-to-Strong Monitoring of LLM Agents,Published,Archival published,International Conference on Learning Representations,arXiv:2505.08786,Verified in final SLR bibliography,Eligible if cited,B,Ready for claim-level use,,,
782,S7,P2,2025,"Model Context Protocol -MCP- Landscape, Security Threats, and Future Research Directions",Published,Archival published,ACM Digital Library,https://doi.org/10.1145/3796519,Verified in final SLR bibliography,Eligible if cited,B,Ready for claim-level use,,,
783,S7,P2,2025,AprielGuard,Accepted,Archival accepted,,,Checked in local evidence note,Eligible if cited,B,Ready for claim-level use,,,
784,S7,P2,2025,LLM Agents for Automated Web Vulnerability Reproduction- Are We There Yet,Accepted,Archival accepted,,,Checked in local evidence note,Eligible if cited,B,Ready for claim-level use,,,
785,S7,P2,2026,Web Fraud Attacks Against LLM-Driven Multi-Agent Systems,Accepted,Archival accepted,,,Checked in local evidence note,Eligible if cited,B,Ready for claim-level use,,,
786,S7,P2,2026,SMCP- Secure Model Context Protocol,Accepted,Archival accepted,,,Checked in local evidence note,Eligible if cited,B,Ready for claim-level use,,,
787,S7,P2,2026,MCP SECURITY BENCH (MSB)- BENCHMARKING ATTACKS AGAINST MODEL CONTEXT PROTOCOL IN LLM AGENTS,Published,Archival published,International Conference on Learning Representations,arXiv:2504.03767,Verified in final SLR bibliography,Eligible if cited,B,Ready for claim-level use,,,
788,S7,P2,2026,ADAM- A Systematic Data Extraction Attack on Agent Memory via Adaptive Querying,Accepted,Archival accepted,,,Checked in local evidence note,Eligible if cited,B,Ready for claim-level use,,,
789,S7,P2,2026,SnapGuard- Lightweight Prompt Injection Detection for Screenshot-Based Web Agents,Accepted,Archival accepted,,,Checked in local evidence note,Eligible if cited,B,Ready for claim-level use,,,
790,S7,P3,2023,Emergent and Predictable Memorization in Large Language Models,Published,Archival published,"Advances in Neural Information Processing Systems 36 (NeurIPS 2023), Main Conference Track",https://proceedings.neurips.cc/paper_files/paper/2023/hash/59404fb89d6194641c69ae99ecdf8f6d-Abstract-Conference.html,External venue audit: compass_artifact_wf-66bb940a-379a-5795-bc36-a71c71b8cc78_text_markdown.md,Eligible if cited,Missing,Needs paper-specific evidence note,,Published - archival conference paper,
791,S7,P3,2024,Foundational Challenges in Assuring Alignment and Safety of Large Language Models,Published,Archival published,"Transactions on Machine Learning Research (TMLR), September 2024",https://openreview.net/forum?id=oVTkOs8Pka,https://openreview.net/forum?id=oVTkOs8Pka,Eligible if cited,Missing,Needs paper-specific evidence note,,Published - archival journal paper,
794,S7,P3,2026,"TRiSM for Agentic AI: A review of Trust, Risk, and Security Management in LLM-based Agentic Multi-Agent Systems",Published,Archival published,"AI Open, Volume 7",https://doi.org/10.1016/j.aiopen.2026.02.006,Verified in final SLR bibliography,Eligible if cited,Missing,Needs paper-specific evidence note,71–95,Published — archival journal review,
797,S8,P1,2026,Generalizability of Large Language Model-Based Agents- A comprehensive survey,Published,Archival published,ACM Computing Surveys,https://doi.org/10.1145/3794858,Verified in ACM survey,Eligible if cited,A,Ready for claim-level use,,,
799,S8,P2,2025,CowPilot A Framework for Autonomous and Human-Agent Collaborative Web Navigation,Published,Archival published,Proceedings of NAACL (System Demonstrations),https://doi.org/10.18653/v1/2025.naacl-demo.17,Verified in ACM survey,Eligible if cited,B,Ready for claim-level use,,,
