record_id,normalized_note,synthesis_source,content_provenance,full_text_status,claim_use_status,source_bytes,source_lines,source_sha256
577,notes/papers/0577.md,notes/original_sources/0577.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from ACL 2025 / arXiv:2504.19298 full paper,paper-specific note ready for synthesis,8380,249,abfd6103241ddb1b53b39398aa80b9e06b04f8437ccbd9bbf51ad2dae6ca7204
578,notes/papers/0578.md,notes/original_sources/0578.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from arXiv:2505.21496 full paper,paper-specific note ready for synthesis,8407,249,62e96a8c83519b7843b80f5022bcfc3eda0a6619139312fd574e166bb110fbb0
580,notes/papers/0580.md,notes/original_sources/0580.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from ICLR 2026 / PC Agent-E full paper,paper-specific note ready for synthesis,8039,249,28095d2c12420a5788406a627b4ecd31bbee1c72d92dc0c69b624e7fe6b4d595
581,notes/papers/0581.md,notes/original_sources/0581.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from EMNLP 2025 / arXiv:2505.22501 full paper,paper-specific note ready for synthesis,8102,249,cb88b5eca6580bd305ddf0ec58c4cb711cd3adb38f34086449c965043c14b0db
582,notes/papers/0582.md,notes/original_sources/0582.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from arXiv:2505.10978 full paper,paper-specific note ready for synthesis,8073,249,33a1aae9fc87c53db9c050022667da020c3b3f380bad787d2b729521f31f0821
584,notes/papers/0584.md,notes/original_sources/0584.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from ICLR 2026 / arXiv:2505.12299 full paper,paper-specific note ready for synthesis,8413,249,3a17ae75c00f2b9810f0d6693eea93a011095984a1ef05dd0fd1a5d483713e32
586,notes/papers/0586.md,notes/original_sources/0586.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from CVPR 2025 / MONDAY full paper,paper-specific note ready for synthesis,8263,249,84f2351a1cb9a195b810cf6584a30be3a9a2e61010ac544c345eae96b2bb44b1
587,notes/papers/0587.md,notes/original_sources/0587.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from NeurIPS 2025 / full paper,paper-specific note ready for synthesis,8369,249,a3d4eac06f1502e6162e74bc74df95cbcf670df75323f8e2fa52a563cc1fb8ff
589,notes/papers/0589.md,notes/original_sources/0589.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from AAMAS 2026 / arXiv full paper,paper-specific note ready for synthesis,8120,249,9832a2c71cad9ec769fdb3c94aed723c0fe7afcad90eb39ec34de10013d10d18
590,notes/papers/0590.md,notes/original_sources/0590.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from ICML 2025 / arXiv:2505.03792 full paper,paper-specific note ready for synthesis,8497,249,d6ff1a504ae41a729200ea5cb1e325c869e184d1d912389c6de57637ff7591e4
593,notes/papers/0593.md,notes/original_sources/0593.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from NeurIPS 2025 / arXiv full paper,paper-specific note ready for synthesis,8215,242,7a778d21221998cb83fe0f302fe77be4ea254f837fd1f31ab84d9c24ebd0dd87
594,notes/papers/0594.md,notes/original_sources/0594.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from NeurIPS 2025 / arXiv:2505.22648 full paper,paper-specific note ready for synthesis,8086,249,6240334d9becc37d23af6b7cbacb826eae2a9459a7d32ba5d2c5d0da79e693f9
595,notes/papers/0595.md,notes/original_sources/0595.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from ICLR 2026 / arXiv:2506.14205 full paper,paper-specific note ready for synthesis,8256,249,bd25218df50ce74942d46ab11dc7ad6047e6d7650fb5f5e4e2cea66332e3d07a
599,notes/papers/0599.md,notes/original_sources/0599.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from EMNLP 2025 System Demonstrations / AgentCPM-GUI full paper,paper-specific note ready for synthesis,8124,249,83d07230e5867797975750f20f4701c236e9aadb8764022a9577d9c52895fad3
601,notes/papers/0601.md,notes/original_sources/0601.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from ACL 2025 / Contextual Experience Replay full paper,paper-specific note ready for synthesis,8144,249,7d6bf3ed873942fa9593b4f7780820944af42f30ec6b8d90aa0961987bbc25f1
604,notes/papers/0604.md,notes/original_sources/0604.md,current-cycle full-text remediation,current-cycle full text extracted and title-checked,paper-specific note ready for synthesis,2022,26,ae844170011f90f6111282daa9f016d889619ed0a81d47657d0e0d5aecf8d1d6
612,notes/papers/0612.md,notes/original_sources/0612.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from ICLR 2026 / Agent Data Protocol full paper,paper-specific note ready for synthesis,8178,242,232e7c2cf238fd4d97aa6d773d7e03b49d86461ed325d9a471a114b3734f244d
615,notes/papers/0615.md,notes/original_sources/0615.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from ICLR 2026 / arXiv:2510.10197 full paper,paper-specific note ready for synthesis,7693,242,c9d8ba160dca4f3aa049f533f1c79791fbc13a44eca12233ae0f0f95ae544ad0
619,notes/papers/0619.md,notes/original_sources/0619.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from ICLR 2026 / Search Self-play full paper,paper-specific note ready for synthesis,7875,242,ae7d58c18f5cb79877a443975da05d429aac3123d35aef48e05200e36644f6c0
622,notes/papers/0622.md,notes/original_sources/0622.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from WWW 2026 / arXiv:2511.08325 full paper,paper-specific note ready for synthesis,8027,242,e77941934c9600605a59f9b44e6cb36682b685178fb9139367eed9a04eda0891
631,notes/papers/0631.md,notes/original_sources/0631.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from ICLR 2025 / arXiv:2502.15760 full paper,paper-specific note ready for synthesis,8017,242,9a8cde82cf1ccc6c9bd0e58a9b27b6df02c9a772dd19a2e5904477c5e1216903
634,notes/papers/0634.md,notes/original_sources/0634.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from ACL 2026 Industry Track / full ColorBrowserAgent paper,paper-specific note ready for synthesis,8583,242,9c0a52e9fe126aadbbdf13c2254747f1b20d3f66b8184ce7aac4a0cec1fd3822
639,notes/papers/0639.md,notes/original_sources/0639.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from TMLR 2026 / arXiv:2510.03285 full paper,paper-specific note ready for synthesis,9070,189,4f10e114a81b4a03b64ef0e4d5e340bd7c7396d5831b31a4411e05f2a88e42b8
640,notes/papers/0640.md,notes/original_sources/0640.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from COLM 2025 / arXiv:2504.01382 full paper,paper-specific note ready for synthesis,9249,183,9eaadb0c496632302503eeabd28475aa283a5c5ab87b61f6e8a802f552a558e1
641,notes/papers/0641.md,notes/original_sources/0641.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from ACL 2026 Long Paper / arXiv:2603.14248 full paper,paper-specific note ready for synthesis,9041,188,f3d26f5fa3cd6d2d69b78fb362c60be31fc1743f2634df67a25830637db78740
643,notes/papers/0643.md,notes/original_sources/0643.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from COLM 2024 / arXiv:2404.06474 full paper,paper-specific note ready for synthesis,8443,249,d16662b43e34f1e190d0312022b36abb46746614c6b5f297e7ab4c978b6a10ef
645,notes/papers/0645.md,notes/original_sources/0645.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from NeurIPS 2025 / arXiv:2503.13657 full paper,paper-specific note ready for synthesis,8149,249,f7d576758e78f81cb64614f83a94e7b02d27564bb88d977972895cbf7c860cf8
646,notes/papers/0646.md,notes/original_sources/0646.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from Proc. ACM Software Engineering / ISSTA 2025 / DOI 10.1145/3728879 full paper,paper-specific note ready for synthesis,8271,249,ee148a433233e235962456a7cd15ebbecb4cd289e0461f6f1c4b269d74409992
647,notes/papers/0647.md,notes/original_sources/0647.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from AAAI 2026 / arXiv:2505.12842 full paper,paper-specific note ready for synthesis,8776,256,5e08235785ed152dcadf36df9480fd1a0e590765cdfc415a101226322250016f
648,notes/papers/0648.md,notes/original_sources/0648.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from Findings EMNLP 2025 / arXiv:2506.15425 full paper,paper-specific note ready for synthesis,8545,249,163a69d7bddf23e272602819eaaa75a111805b9b6a65b3d96a64a5e928d580eb
650,notes/papers/0650.md,notes/original_sources/0650.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from ICLR 2026 / arXiv:2510.01670 full paper,paper-specific note ready for synthesis,8300,249,5e0312181ab69342ea70f002c6e90c03f71d285a2c5fbf4b5eaf4b5c353fa955
657,notes/papers/0657.md,notes/original_sources/0657.md,existing paper-specific note preserved after title and coverage audit,current-cycle full text extracted and title-checked,paper-specific note ready for synthesis,7087,127,fd683b35257b5098434cb15ad48b0c0b60d95212d049cae08be9c290c77360c3
659,notes/papers/0659.md,notes/original_sources/0659.md,existing paper-specific note preserved after title and coverage audit,current-cycle full text extracted and title-checked,paper-specific note ready for synthesis,7068,145,853a70e0f1fabe9f3c82b1de8befef90d8c7946bdc046ca01c6ee9ec6718b751
661,notes/papers/0661.md,notes/original_sources/0661.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from EMNLP 2024 / arXiv:2404.12753 full paper,paper-specific note ready for synthesis,8554,174,abb320cea3318ab8502a4180564a47225bbcf8960787f938672f8d0b6db296ce
663,notes/papers/0663.md,notes/original_sources/0663.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from Findings NAACL 2025 / arXiv:2410.19054 full paper,paper-specific note ready for synthesis,8285,178,895786dab42727e483c5da23965766ca18cd9511002d5c615224c1373c82e2ba
666,notes/papers/0666.md,notes/original_sources/0666.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from Data & Knowledge Engineering 2026 / DOI 10.1016/j.datak.2026.102598; 77-page SSRN preprint 5429131,paper-specific note ready for synthesis,8370,175,98708386b3566f5c410aa9d8b30512be9902ca5fb769ac78bc58d8643b718202
667,notes/papers/0667.md,notes/original_sources/0667.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from ICLR 2026 / arXiv:2510.01832 full paper,paper-specific note ready for synthesis,8488,175,228109a41310b59fd1517d504f0294798ada3c29f9cdd59cabfa6adb3f0e1a8b
671,notes/papers/0671.md,notes/original_sources/0671.md,current-cycle full-text remediation and verification of the historical paper-specific note,"current-cycle full text independently read and title-checked from IEEE 2024 full paper 'Automating Web Data Collection: Challenges, Solutions, and Python-Based Strategies for Effective Web Scraping'",paper-specific note ready for synthesis,9009,218,0b01b4974f3b03520d400474da7ef2cc094d548034d67a53ee45019b0eac76b8
673,notes/papers/0673.md,notes/original_sources/0673.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from EMNLP 2025 Industry Track / arXiv:2407.00942 full paper,paper-specific note ready for synthesis,8880,225,57c011efbf2ee5f7470965b46bc3cd6c808b8fa54134d3251990b36227283626
675,notes/papers/0675.md,notes/original_sources/0675.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from WWW 2025 Demonstration Track / arXiv:2412.20005 full paper,paper-specific note ready for synthesis,8739,225,fed105035009576d881035ac80ee3cded2770a7891bece05128fca96818a073f
684,notes/papers/0684.md,notes/original_sources/0684.md,existing paper-specific note preserved after title and coverage audit,current-cycle full text extracted and title-checked,paper-specific note ready for synthesis,4137,57,0d01cda447cc46bffd919786db41ad23a2399745920ab37f0ac09139464879c4
685,notes/papers/0685.md,notes/original_sources/0685.md,existing paper-specific note preserved after title and coverage audit,current-cycle full text extracted and title-checked,paper-specific note ready for synthesis,3809,63,bdf5f8be1f73e6d26490c4f04a30267e78607722a38a031ddab712978fd440da
687,notes/papers/0687.md,notes/original_sources/0687.md,existing paper-specific note preserved after title and coverage audit,current-cycle full text extracted and title-checked,paper-specific note ready for synthesis,4025,69,15c182081458526bf0cb456ecbb1a0ec9c50bdc476418e6ab3a59be4b750322b
688,notes/papers/0688.md,notes/original_sources/0688.md,existing paper-specific note preserved after title and coverage audit,current-cycle full text extracted and title-checked,paper-specific note ready for synthesis,3787,63,fc672853e1fcfb2df26e4cea52af56771daffbb01a3e1ddff30e6b3308941c10
690,notes/papers/0690.md,notes/original_sources/0690.md,existing paper-specific note preserved after title and coverage audit,current-cycle full text extracted and title-checked,paper-specific note ready for synthesis,3652,68,9af9efb92e3709f2694860b4fddd14f2124d9c68e7e9696712d4e14816e9301c
692,notes/papers/0692.md,notes/original_sources/0692.md,existing paper-specific note preserved after title and coverage audit,current-cycle full text extracted and title-checked,paper-specific note ready for synthesis,3955,65,2f5fe999e5e36d5dbddb3eb98061ec73cdcd17e10d59ba50c2657ea95c5c37b6
695,notes/papers/0695.md,notes/original_sources/0695.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from Findings ACL 2024 / arXiv:2403.02691 full paper,paper-specific note ready for synthesis,7526,188,f30990f44a171c93abe3a558f14009dc1ce0076ee240d15a8b5d76c16ae6a6b9
697,notes/papers/0697.md,notes/original_sources/0697.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from NeurIPS 2024 / arXiv:2407.12784 full paper,paper-specific note ready for synthesis,7724,188,5b3d7aba106f51935f1449ac56af6d5c822e1b44c945525de8153b2207379f3c
699,notes/papers/0699.md,notes/original_sources/0699.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from ICML 2025 / PMLR 267 full paper,paper-specific note ready for synthesis,7626,193,60d31ab633e21894a09c2680522b760b47f7e571f216588fced8d5965c2ae1ee
700,notes/papers/0700.md,notes/original_sources/0700.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from ACL 2025 Long Paper / full paper,paper-specific note ready for synthesis,7714,193,14b09e3f28f9f81287bbf5deab8018b42e7e0fe1341015b0ba5b79ca25701cfe
702,notes/papers/0702.md,notes/original_sources/0702.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from ICLR 2025 / arXiv:2409.11295 full paper,paper-specific note ready for synthesis,7137,188,a07d7b274f779a879fb1abd217ea63d062c2227fb92f86ef34e1e4570e05dd9e
703,notes/papers/0703.md,notes/original_sources/0703.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from ICML 2025 / PMLR 267 full paper,paper-specific note ready for synthesis,7446,193,e9f735d65c91713473a4d9248840202dd4a0e2cc2c5de65eedbcb5b9cbc1d519
704,notes/papers/0704.md,notes/original_sources/0704.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from ACL 2025 Industry Track / arXiv:2503.20279 full paper,paper-specific note ready for synthesis,7386,193,cfc0a94adf9b185c28fe205ec4bdb16d1d41f571e2a8ca09076ce404095afb36
708,notes/papers/0708.md,notes/original_sources/0708.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from ICLR 2026 Oral / full RedTeamCUA paper and project,paper-specific note ready for synthesis,7712,193,f3e994ad727cd24607a1d544deb074c40e73504fc550796a108bd592c815fc40
709,notes/papers/0709.md,notes/original_sources/0709.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from EMNLP 2025 / full WebInject paper,paper-specific note ready for synthesis,7353,193,3e1281ffeda3aeab2391a6c69b3993f862dbe87bd952b99c0df8069996622ff9
713,notes/papers/0713.md,notes/original_sources/0713.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from COLM 2025 / arXiv:2507.06899 full paper,paper-specific note ready for synthesis,7504,188,d8790285e0eec7958521d426532e1c43577be04dc488ed0f89043990ff6540c7
716,notes/papers/0716.md,notes/original_sources/0716.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from ICLR 2026 / arXiv:2510.12200 full paper,paper-specific note ready for synthesis,7880,188,56d4a9799579f8e46e70d07671641849a5c3bb55b9211daff1ad7d1976e65b07
717,notes/papers/0717.md,notes/original_sources/0717.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from IEEE S&P 2026 / arXiv:2510.18113 full paper,paper-specific note ready for synthesis,7875,193,60d11d029036aa27f9e3210e995810540047d22428f1348dd579e28bcee7ead8
718,notes/papers/0718.md,notes/original_sources/0718.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from IEEE S&P 2026 / DOI 10.1109/SP63933.2026.00025 full paper/artifact,paper-specific note ready for synthesis,7757,193,e95f42f32f5d82569e398348df57bd3c5e438e66838b8b361b3d0b3a3ceb316e
728,notes/papers/0728.md,notes/original_sources/0728.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from ICLR 2024 / arXiv:2309.15817 full paper,paper-specific note ready for synthesis,8681,250,2c1a83d9b997b9dae5a23758ca851c1f544e2c3a0e1e9f53c9bb393da7c16adf
731,notes/papers/0731.md,notes/original_sources/0731.md,current-cycle full-text remediation,current-cycle full text extracted and title-checked,paper-specific note ready for synthesis,2899,26,235ad6d5b141b0cda988f805b3a316881b0dd0c651149849e5560db7fae58bcf
733,notes/papers/0733.md,notes/original_sources/0733.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from ICML 2024 / PMLR 235 full paper,paper-specific note ready for synthesis,9017,257,ee688283435a16ee4509fccd59baf11d80d18cd85dd1ec3cf183d7a84f0375fa
734,notes/papers/0734.md,notes/original_sources/0734.md,current-cycle full-text remediation,current-cycle full text extracted and title-checked,paper-specific note ready for synthesis,2890,26,91529b59de8b4a49cec2ce8a9f51ec1a6e685511601eef538af1dd579e66f908
736,notes/papers/0736.md,notes/original_sources/0736.md,current-cycle full-text remediation,current-cycle full text extracted and title-checked,paper-specific note ready for synthesis,3048,27,dca86385b5317c06af391579a54d77eb0295e4faea92216e23d7bdc7a7fcc08c
737,notes/papers/0737.md,notes/original_sources/0737.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from arXiv:2401.13138 full paper,paper-specific note ready for synthesis,8142,250,a1889320f4ac92ac918d58efd40e34b4fdc45342b6c0a4de81f34637095a5a73
738,notes/papers/0738.md,notes/original_sources/0738.md,current-cycle full-text remediation,current-cycle full text extracted and title-checked,paper-specific note ready for synthesis,2923,26,b5bbd629c888f7d24d33f8edac81c66d3f99bab78f51edf167c910f1bd4350e1
741,notes/papers/0741.md,notes/original_sources/0741.md,current-cycle full-text remediation,current-cycle full text extracted and title-checked,paper-specific note ready for synthesis,2918,27,1bf846e0f13c1b84edb6b043f5de01b5c53aaa9b3778d7eb6f25e84274fa1bd6
744,notes/papers/0744.md,notes/original_sources/0744.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from ICLR 2025 / arXiv:2410.02644 full paper,paper-specific note ready for synthesis,7361,207,31f7e6641eb6c137500221addacee525fc4f97bf6c167e59040851f0a98b6a02
745,notes/papers/0745.md,notes/original_sources/0745.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from arXiv:2409.16427 full paper,paper-specific note ready for synthesis,8628,250,0b7384e73f9f4a11254d6e25dabbcae204f359f29c8da5410dd364e6af919c39
746,notes/papers/0746.md,notes/original_sources/0746.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from arXiv:2410.06172 full paper,paper-specific note ready for synthesis,8308,250,3f9e7ef61338cfbd34c33c02c4bf61f60630154493c78ae75961928620c745bc
747,notes/papers/0747.md,notes/original_sources/0747.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from arXiv:2402.11208 full paper,paper-specific note ready for synthesis,8499,250,3d70cdeeba4db85da42ae79a58d39bccd1d3a749887344e0a87ee9af629ca326
748,notes/papers/0748.md,notes/original_sources/0748.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from ICLR 2025 / AgentHarm full paper,paper-specific note ready for synthesis,7109,207,a697623b080fc313b126d010c255dc6fef693e2ae3ae21e862e2654a39707e70
750,notes/papers/0750.md,notes/original_sources/0750.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from AAAI 2026 Alignment Track / DOI 10.1609/aaai.v40i44.41090 full paper,paper-specific note ready for synthesis,7409,207,6904418a7d8187b1aad05c74ca836a97b3cc99deab75104a0b2c271937ba6307
751,notes/papers/0751.md,notes/original_sources/0751.md,current-cycle full-text remediation,current-cycle full text extracted and title-checked,paper-specific note ready for synthesis,2706,27,c0d20f77251fa7f4fcb6c3e79f985b403b43a073c90d7a0309958471eb970882
757,notes/papers/0757.md,notes/original_sources/0757.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from ACM Multimedia 2025 / DOI 10.1145/3746027.3755646 full paper,paper-specific note ready for synthesis,8772,250,1c36eb1228f0471fc1265831e2d596620c1e5760198081d4a72d6567aa962b51
759,notes/papers/0759.md,notes/original_sources/0759.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from arXiv:2503.03704 full paper,paper-specific note ready for synthesis,7139,207,bf245005aa986763fb22f3e9c7c66920f2517b547a49d39f23853a023c92fb53
761,notes/papers/0761.md,notes/original_sources/0761.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from arXiv:2503.23434 full survey,paper-specific note ready for synthesis,8437,250,257c6cbfba14cae5ad3dabc0aae45ae6d912c04fb388518e48bc7e98120e1cce
762,notes/papers/0762.md,notes/original_sources/0762.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from arXiv:2503.18666 full paper,paper-specific note ready for synthesis,8848,250,d10fa4c8ed864e41d56acf10d1526178402af60f0261068e850622df3985e967
764,notes/papers/0764.md,notes/original_sources/0764.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from arXiv:2503.18492 full paper,paper-specific note ready for synthesis,7272,207,584f1dcfdb8264cab150b5b4b8876b034ca4390fec856e8101dd140ae6e869ad
770,notes/papers/0770.md,notes/original_sources/0770.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from Findings EMNLP 2025 / arXiv:2505.14418 full paper,paper-specific note ready for synthesis,8699,250,089747aef1b97ac377a5bdb26be8ff609d105ca1212f9095336555f4d8e99bdf
771,notes/papers/0771.md,notes/original_sources/0771.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from arXiv:2505.12442 full paper,paper-specific note ready for synthesis,8925,257,3319a21aa0b9c1b83b3065e6a001b3fa717ad9de4d0c22bdd08dab82a7cc97a8
772,notes/papers/0772.md,notes/original_sources/0772.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from EMNLP 2025 / full paper,paper-specific note ready for synthesis,8578,250,8070d0a8697abbb192c8a469a1a5ad5fa346da30e954f88c988b8c2ef26c12f0
773,notes/papers/0773.md,notes/original_sources/0773.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from NeurIPS 2025 / arXiv:2506.00641 full paper,paper-specific note ready for synthesis,7329,207,a89ee93b34ff51f472cec44068e41e907ee4e3655df62e81e8fd374d17a86887
774,notes/papers/0774.md,notes/original_sources/0774.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from ICT Express 2026 / DOI 10.1016/j.icte.2025.12.001 full paper,paper-specific note ready for synthesis,9032,250,a0b0246726070560758aee52d37b022f7abbbac9ed1ec3068c599225dd2acf25
777,notes/papers/0777.md,notes/original_sources/0777.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from arXiv:2506.04572 full paper,paper-specific note ready for synthesis,9167,250,4ccd7a5fe3b0d82811bbbc40ae7a75f7ebf58329a37fd2ee666703af01eaf90c
778,notes/papers/0778.md,notes/original_sources/0778.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from EMNLP 2025 / ACL Anthology 2025.emnlp-main.114 full paper,paper-specific note ready for synthesis,8765,250,9d15546cfb409fd5f2b62f436bd8c6c0035a5570295ac10158af910365b3d8a5
779,notes/papers/0779.md,notes/original_sources/0779.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from arXiv:2506.01055 full paper,paper-specific note ready for synthesis,9361,250,723bea34a5663e1dcb044ec3c0a74b7334da0f41a04cbcf4e69b922d8d9e28aa
780,notes/papers/0780.md,notes/original_sources/0780.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from arXiv:2508.19461 full paper,paper-specific note ready for synthesis,7578,207,697c45dc6fe7c59390eeb059ae72374f94c7e359edf4de4fe65076662f79cefc
782,notes/papers/0782.md,notes/original_sources/0782.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from ACM TOSEM 2026 / arXiv:2503.23278 final full paper,paper-specific note ready for synthesis,8964,250,b929999cb1785fa6c857f4a7dc95380970ca1702c52a1d8cb1732e5a86efe5bd
783,notes/papers/0783.md,notes/original_sources/0783.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from arXiv:2512.20293 full paper and released AprielGuard evaluation artifacts,paper-specific note ready for synthesis,7529,207,9241f315c245c6c4c1c6381d5ce6fa6529877f05fab61b57d2d3ff08a4a4bc36
784,notes/papers/0784.md,notes/original_sources/0784.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from arXiv:2510.14700 full paper,paper-specific note ready for synthesis,7936,207,11c2e28a9e5deb4766eda243de8b2b5dc4a07294e4f625aeaa5eb877c6c8a1b8
785,notes/papers/0785.md,notes/original_sources/0785.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from Findings ACL 2026 / arXiv:2509.01211 final full paper,paper-specific note ready for synthesis,7417,207,d858165dca9cf0d28f01383734dad56809e881ca31b3db740f3c6bd5728389fe
786,notes/papers/0786.md,notes/original_sources/0786.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from arXiv:2602.01129 full 23-page paper,paper-specific note ready for synthesis,8893,250,6aa14d61bfc3a60778c4d2b2e6890b203861c2903ac26777746342a18267b0e6
787,notes/papers/0787.md,notes/original_sources/0787.md,current-cycle full-text remediation and verification of the historical paper-specific note,current-cycle full text independently read and title-checked from ICLR 2026 / arXiv:2510.15994 full paper,paper-specific note ready for synthesis,9027,250,cf51e7531310b35c17add0bfc303c55d1e86b27b0d44b12161806e72bc2b460d
