adjudication_batch,record_id,title,machine_verdict,decision,final_status,final_venue,final_identifier,evidence_url,evidence_note,adjudicated_by,adjudicated_at,corpus_action
B2_NO_MATCH,637,Agent Lightning: Train ANY AI Agents with Reinforcement Learning,NO_MATCH,RETAIN_PREPRINT_TARGETED_SEARCH_NO_ARCHIVAL,Preprint/technical report,arXiv / preprint,https://arxiv.org/abs/2508.03680,https://arxiv.org/abs/2508.03680,Targeted exact-title review found no later authoritative conference or journal publication as of 2026-09-13; the existing preprint classification is retained.,ChatGPT-assisted manual evidence review,2026-09-13,retain Preprint/technical report; normalize arXiv identifier when available
B1_TMLR,639,WAREX: WEB AGENT RELIABILITY EVALUATION ON EXISTING BENCHMARKS,DOWNGRADE,RETAIN_ARCHIVAL_OFFICIAL_TMLR,Archival published,Transactions on Machine Learning Research,https://openreview.net/pdf?id=o4pXVP8RCD,https://openreview.net/pdf?id=o4pXVP8RCD,Manual authoritative review located the final TMLR publication/accepted record for the exact paper. The automated downgrade used an earlier arXiv or under-review copy and is therefore false.,ChatGPT-assisted manual evidence review,2026-09-13,keep Archival published; normalize venue to Transactions on Machine Learning Research; add final publication evidence
B1_COLM,640,An Illusion of Progress - Assessing the Current State of Web Agents,DOWNGRADE,RETAIN_ARCHIVAL_OFFICIAL_COLM,Archival published,COLM,arXiv:2504.01382,https://openreview.net/pdf?id=6jZi4HSs6o,Final OpenReview manuscript is explicitly marked Published as a conference paper at COLM. The automated downgrade was false because it resolved the arXiv/preprint copy.,ChatGPT-assisted manual evidence review,2026-09-13,keep Archival published; retain/normalize COLM venue; add final OpenReview evidence
B1_COLM,643,Autonomous Evaluation and Refinement of Digital Agents,DOWNGRADE,RETAIN_ARCHIVAL_OFFICIAL_COLM,Archival published,COLM,arXiv:2404.06474,https://openreview.net/pdf?id=NPAQ6FKSmK,Final OpenReview manuscript is explicitly marked Published as a conference paper at COLM. The automated downgrade was false because it resolved the arXiv/preprint copy.,ChatGPT-assisted manual evidence review,2026-09-13,keep Archival published; retain/normalize COLM venue; add final OpenReview evidence
A1,646,Are Autonomous Web Agents Good Testers?,VENUE_MISMATCH,RETAIN_ARCHIVAL_NORMALIZE_VENUE,Archival published,Proceedings of the ACM on Software Engineering,https://doi.org/10.1145/3728879,https://doi.org/10.1145/3728879,"The DOI identifies the exact journal article in Proceedings of the ACM on Software Engineering. 'Proc. ACM Softw. Eng.' is an abbreviation, not a conflicting venue.",ChatGPT-assisted manual evidence review,2026-09-13,keep status; normalize venue
A1,648,Understanding GUI Agent Localization Biases through Logit Sharpness,VENUE_MISMATCH,RETAIN_ARCHIVAL_NORMALIZE_VENUE,Archival published,Findings of the Association for Computational Linguistics: EMNLP 2025,https://aclanthology.org/2025.findings-emnlp.1268/,https://aclanthology.org/2025.findings-emnlp.1268/,"ACL Anthology lists the exact paper in Findings of the Association for Computational Linguistics: EMNLP 2025, pages 23361-23374, DOI 10.18653/v1/2025.findings-emnlp.1268. Register shorthand should be normalized.",ChatGPT-assisted manual evidence review,2026-09-13,keep status; normalize venue and identifier
B2_NO_MATCH,649,Aegis: Taxonomy and Optimizations for Overcoming Agent-Environment Failures in LLM Agents,NO_MATCH,RETAIN_PREPRINT_TARGETED_SEARCH_NO_ARCHIVAL,Preprint/technical report,arXiv / preprint,https://arxiv.org/abs/2508.19504,https://arxiv.org/abs/2508.19504,Targeted exact-title review found no later authoritative conference or journal publication as of 2026-09-13; the existing preprint classification is retained.,ChatGPT-assisted manual evidence review,2026-09-13,retain Preprint/technical report; normalize arXiv identifier when available
B1_ICLR,650,Just Do It!- Computer-Use Agents Exhibit Blind Goal-Directedness,DOWNGRADE,RETAIN_ARCHIVAL_OFFICIAL_ICLR,Archival published,International Conference on Learning Representations,https://proceedings.iclr.cc/paper_files/paper/2026/hash/ea7623ff02edffe68866f88da2667592-Abstract-Conference.html,https://proceedings.iclr.cc/paper_files/paper/2026/hash/ea7623ff02edffe68866f88da2667592-Abstract-Conference.html,Official ICLR proceedings record for the exact paper: Just Do It!? Computer-Use Agents Exhibit Blind Goal-Directedness. This replaces the earlier generic proceedings-search evidence.,ChatGPT-assisted manual evidence review,2026-09-13,keep Archival published; retain/normalize ICLR venue; add authoritative proceedings evidence
B2_NO_MATCH,651,Where LLM Agents Fail and How They Can Learn From Failures,NO_MATCH,RETAIN_PREPRINT_TARGETED_SEARCH_NO_ARCHIVAL,Preprint/technical report,arXiv / preprint,https://arxiv.org/abs/2509.25370,https://arxiv.org/abs/2509.25370,Targeted exact-title review found no later authoritative conference or journal publication as of 2026-09-13; the existing preprint classification is retained.,ChatGPT-assisted manual evidence review,2026-09-13,retain Preprint/technical report; normalize arXiv identifier when available
B2_NO_MATCH,653,What Do LLMAgents Know About Their World: Task2Quiz: A Paradigm for Studying Environment Understanding,NO_MATCH,RETAIN_PREPRINT_TARGETED_SEARCH_NO_ARCHIVAL,Preprint/technical report,arXiv / preprint,https://arxiv.org/abs/2601.09503,https://arxiv.org/abs/2601.09503,Targeted exact-title review found no later authoritative conference or journal publication as of 2026-09-13; the existing preprint classification is retained.,ChatGPT-assisted manual evidence review,2026-09-13,retain Preprint/technical report; normalize arXiv identifier when available
A3_upgrades,654,How do Visual Attributes Influence Web Agents: A Comprehensive Evaluation of User Interface Design Factors,UPGRADE,SET_ARCHIVAL_PUBLISHED_STRONG_TITLE_DOI,Archival published,Findings of the Association for Computational Linguistics: ACL 2026,https://doi.org/10.18653/v1/2026.findings-acl.1723,https://doi.org/10.18653/v1/2026.findings-acl.1723,"Exact/near-exact title match with a strong archival DOI and archival container 'Findings of the Association for Computational Linguistics: ACL 2026', corroborated by the v2.2 Crossref/OpenAlex verification evidence. Upgrade the register from 'Preprint/technical report' to archival published.",ChatGPT-assisted manual evidence review,2026-09-13,set status Archival published; set archival venue and identifier
A2_official_proceedings,657,Reflection-Bench: Evaluating Epistemic Agency in Large Language Models,DOWNGRADE,RETAIN_ARCHIVAL_OFFICIAL_PROCEEDINGS,Archival published,"Proceedings of the 42nd International Conference on Machine Learning, PMLR 267",https://proceedings.mlr.press/v267/li25cu.html,https://proceedings.mlr.press/v267/li25cu.html,Official PMLR proceedings page confirms the exact paper as an ICML 2025 publication. Automated downgrade is false.,ChatGPT-assisted manual evidence review,2026-09-13,keep archival published; retain PMLR identifier
B2_NO_MATCH,658,VeriLA A Human-Centered Evaluation Framework for Interpretable Verification of LLM Agent Failures,NO_MATCH,RETAIN_PREPRINT_TARGETED_SEARCH_NO_ARCHIVAL,Preprint/technical report,arXiv / preprint,https://arxiv.org/abs/2503.12651,https://arxiv.org/abs/2503.12651,Targeted exact-title review found no later authoritative conference or journal publication as of 2026-09-13; the existing preprint classification is retained.,ChatGPT-assisted manual evidence review,2026-09-13,retain Preprint/technical report; normalize arXiv identifier when available
B2_NO_MATCH,664,NEXT-EVAL: Next Evaluation of Traditional and LLM Web Data Record Extraction,NO_MATCH,RETAIN_PREPRINT_TARGETED_SEARCH_NO_ARCHIVAL,Preprint/technical report,arXiv / preprint,https://arxiv.org/abs/2505.17125,https://arxiv.org/abs/2505.17125,Targeted exact-title review found no later authoritative conference or journal publication as of 2026-09-13; the existing preprint classification is retained.,ChatGPT-assisted manual evidence review,2026-09-13,retain Preprint/technical report; normalize arXiv identifier when available
B1_ICLR,667,SCRIBES: Web-Scale Script-Based Semi-Structured Data Extraction with Reinforcement Learning,DOWNGRADE,RETAIN_ARCHIVAL_OFFICIAL_ICLR,Archival published,International Conference on Learning Representations,https://proceedings.iclr.cc/paper_files/paper/2026/hash/d8af89af081e3e3b52fca7c92bd6ccab-Abstract-Conference.html,https://proceedings.iclr.cc/paper_files/paper/2026/hash/d8af89af081e3e3b52fca7c92bd6ccab-Abstract-Conference.html,Official ICLR proceedings record for the exact paper: SCRIBES: Web-Scale Script-Based Semi-Structured Data Extraction with Reinforcement Learning. This replaces the earlier generic proceedings-search evidence.,ChatGPT-assisted manual evidence review,2026-09-13,keep Archival published; retain/normalize ICLR venue; add authoritative proceedings evidence
B2_NO_MATCH,670,ScrapeGraphAI-100k: A Large-Scale Dataset for LLM-Based Web Information Extraction,NO_MATCH,RETAIN_PREPRINT_TARGETED_SEARCH_NO_ARCHIVAL,Preprint/technical report,arXiv / preprint,https://arxiv.org/abs/2602.15189,https://arxiv.org/abs/2602.15189,Targeted exact-title review found no later authoritative conference or journal publication as of 2026-09-13; the existing preprint classification is retained.,ChatGPT-assisted manual evidence review,2026-09-13,retain Preprint/technical report; normalize arXiv identifier when available
A1,675,OneKE: A Dockerized Schema-Guided LLM Agent-based Knowledge Extraction System,VENUE_MISMATCH,RETAIN_ARCHIVAL_NORMALIZE_VENUE,Archival published,Companion Proceedings of the ACM on Web Conference 2025,https://doi.org/10.1145/3701716.3715189,https://doi.org/10.1145/3701716.3715189,The DOI identifies the archival ACM companion proceedings article. The register and external venue differ only in canonical proceedings wording.,ChatGPT-assisted manual evidence review,2026-09-13,keep status; normalize venue
B2_NO_MATCH,676,"Advanced Web Scraping in the Modern Web: Techniques, Prevention, and AI Integration",NO_MATCH,SET_NON_ARCHIVAL_THESIS,Preprint/technical report,National Technical University of Athens Diploma Thesis,https://doi.org/10.26240/heal.ntua.30085,https://doi.org/10.26240/heal.ntua.30085,"Authoritative institutional record identifies this as an NTUA diploma thesis, not a conference/journal publication.",ChatGPT-assisted manual evidence review,2026-09-13,set non-archival thesis/technical-report status and DOI
B2_NO_MATCH,679,An Agentic Toolkit for Adaptive Information Extraction from Regulatory Documents,NO_MATCH,RETAIN_PREPRINT_TARGETED_SEARCH_NO_ARCHIVAL,Preprint/technical report,arXiv / preprint,https://arxiv.org/abs/2509.11773,https://arxiv.org/abs/2509.11773,Targeted exact-title review found no later authoritative conference or journal publication as of 2026-09-13; the existing preprint classification is retained.,ChatGPT-assisted manual evidence review,2026-09-13,retain Preprint/technical report; normalize arXiv identifier when available
B2_NO_MATCH,682,Mind2Report: A Cognitive Deep Research Agent for Expert-Level Commercial Report Synthesis,NO_MATCH,RETAIN_PREPRINT_TARGETED_SEARCH_NO_ARCHIVAL,Preprint/technical report,arXiv / preprint,https://arxiv.org/abs/2601.04879,https://arxiv.org/abs/2601.04879,Targeted exact-title review found no later authoritative conference or journal publication as of 2026-09-13; the existing preprint classification is retained.,ChatGPT-assisted manual evidence review,2026-09-13,retain Preprint/technical report; normalize arXiv identifier when available
A1,685,"DataAgent: Evaluating Large Language Models' Ability to Answer Zero-Shot, Natural Language Queries",VENUE_MISMATCH,RETAIN_ARCHIVAL_CORRECT_VENUE,Archival published,2024 IEEE 3rd International Conference on AI in Cybersecurity (ICAIC),https://ieeexplore.ieee.org/document/10433803/,https://ieeexplore.ieee.org/document/10433803/,The IEEE record and DOI 10.1109/ICAIC60265.2024.10433803 identify the venue as the 2024 IEEE 3rd International Conference on AI in Cybersecurity (ICAIC). The register expanded ICAIC incorrectly as 'Artificial Intelligence and Computer Engineering'.,ChatGPT-assisted manual evidence review,2026-09-13,keep status; correct venue; retain IEEE identifier
B2_NO_MATCH,692,WiNELL: Wikipedia Never-Ending Updating with LLM Agents,NO_MATCH,RETAIN_ARCHIVAL_OFFICIAL_ACM,Archival published,Proceedings of the ACM Web Conference 2026,https://doi.org/10.1145/3774904.3792695,https://doi.org/10.1145/3774904.3792695,The ACM DOI and Web Conference accepted-paper record support the archival publication.,ChatGPT-assisted manual evidence review,2026-09-13,keep archival; retain ACM DOI
B1_PMLR,699,AdvAgent Controllable Blackbox Red-teaming on Web Agents,DOWNGRADE,RETAIN_ARCHIVAL_OFFICIAL_PMLR,Archival published,Proceedings of the 42nd International Conference on Machine Learning,https://proceedings.mlr.press/v267/xu25m.html,https://proceedings.mlr.press/v267/xu25m.html,Official Proceedings of Machine Learning Research page lists the exact paper in the ICML proceedings. The automated downgrade was false because the resolver selected the arXiv/preprint copy.,ChatGPT-assisted manual evidence review,2026-09-13,keep Archival published; set/retain PMLR proceedings identifier
B1_ICLR,702,EIA: Environmental Injection Attack on Generalist Web Agents for Privacy Leakage,DOWNGRADE,RETAIN_ARCHIVAL_OFFICIAL_ICLR,Archival published,International Conference on Learning Representations,https://proceedings.iclr.cc/paper_files/paper/2025/hash/a73474c359ed523e6cd3174ed29a4d56-Abstract-Conference.html,https://proceedings.iclr.cc/paper_files/paper/2025/hash/a73474c359ed523e6cd3174ed29a4d56-Abstract-Conference.html,Official ICLR proceedings record for the exact paper: EIA: ENVIRONMENTAL INJECTION ATTACK ON GENERALIST WEB AGENTS FOR PRIVACY LEAKAGE. This replaces the earlier generic proceedings-search evidence.,ChatGPT-assisted manual evidence review,2026-09-13,keep Archival published; retain/normalize ICLR venue; add authoritative proceedings evidence
B1_PMLR,703,SafeArena Evaluating the Safety of Autonomous Web Agents,DOWNGRADE,RETAIN_ARCHIVAL_OFFICIAL_PMLR,Archival published,Proceedings of the 42nd International Conference on Machine Learning,https://proceedings.mlr.press/v267/tur25a.html,https://proceedings.mlr.press/v267/tur25a.html,Official Proceedings of Machine Learning Research page lists the exact paper in the ICML proceedings. The automated downgrade was false because the resolver selected the arXiv/preprint copy.,ChatGPT-assisted manual evidence review,2026-09-13,keep Archival published; set/retain PMLR proceedings identifier
A3_upgrades,707,WASP: Benchmarking Web Agent Security Against Prompt Injection Attacks,UPGRADE,SET_ARCHIVAL_PUBLISHED_STRONG_TITLE_DOI,Archival published,Advances in Neural Information Processing Systems 38,https://doi.org/10.52202/085713-0666,https://doi.org/10.52202/085713-0666,"Exact/near-exact title match with a strong archival DOI and archival container 'Advances in Neural Information Processing Systems 38', corroborated by the v2.2 Crossref/OpenAlex verification evidence. Upgrade the register from 'Workshop/conditional' to archival published.",ChatGPT-assisted manual evidence review,2026-09-13,set status Archival published; set archival venue and identifier
B1_ICLR,708,RedTeamCUA Realistic Adversarial Testing of Computer-Use Agents in Hybrid Web-OS Environments,DOWNGRADE,RETAIN_ARCHIVAL_OFFICIAL_ICLR,Archival published,International Conference on Learning Representations,https://proceedings.iclr.cc/paper_files/paper/2026/hash/505ca7558b83126389727d08f2366b72-Abstract-Conference.html,https://proceedings.iclr.cc/paper_files/paper/2026/hash/505ca7558b83126389727d08f2366b72-Abstract-Conference.html,Official ICLR proceedings record for the exact paper: RedTeamCUA: Realistic Adversarial Testing of Computer-Use Agents in Hybrid Web-OS Environments. This replaces the earlier generic proceedings-search evidence.,ChatGPT-assisted manual evidence review,2026-09-13,keep Archival published; retain/normalize ICLR venue; add authoritative proceedings evidence
A3_upgrades,710,A Survey on Autonomy-Induced Security Risks in Large Model-Based Agents,UPGRADE,SET_ARCHIVAL_PUBLISHED_STRONG_TITLE_DOI,Archival published,IEEE Transactions on Pattern Analysis and Machine Intelligence,https://doi.org/10.1109/tpami.2026.3688650,https://doi.org/10.1109/tpami.2026.3688650,"Exact/near-exact title match with a strong archival DOI and archival container 'IEEE Transactions on Pattern Analysis and Machine Intelligence', corroborated by the v2.2 Crossref/OpenAlex verification evidence. Upgrade the register from 'Preprint/technical report' to archival published.",ChatGPT-assisted manual evidence review,2026-09-13,set status Archival published; set archival venue and identifier
A3_upgrades,712,Security Challenges in AI Agent Deployment: Insights from a Large Scale Public Competition,UPGRADE,SET_ARCHIVAL_PUBLISHED_STRONG_TITLE_DOI,Archival published,Advances in Neural Information Processing Systems 38,https://doi.org/10.52202/085713-2676,https://doi.org/10.52202/085713-2676,"Exact/near-exact title match with a strong archival DOI and archival container 'Advances in Neural Information Processing Systems 38', corroborated by the v2.2 Crossref/OpenAlex verification evidence. Upgrade the register from 'Preprint/technical report' to archival published.",ChatGPT-assisted manual evidence review,2026-09-13,set status Archival published; set archival venue and identifier
B1_COLM,713,VisualTrap A Stealthy Backdoor Attack on GUI Agents via Visual Grounding Manipulation,DOWNGRADE,RETAIN_ARCHIVAL_OFFICIAL_COLM,Archival published,COLM,arXiv:2507.06899,https://openreview.net/pdf?id=7HPuAkgdVm,Final OpenReview manuscript is explicitly marked Published as a conference paper at COLM. The automated downgrade was false because it resolved the arXiv/preprint copy.,ChatGPT-assisted manual evidence review,2026-09-13,keep Archival published; retain/normalize COLM venue; add final OpenReview evidence
A3_upgrades,714,Dark Patterns Meet GUI Agents: LLM Agent Susceptibility to Manipulative Interfaces and the Role of Human Oversight,UPGRADE,SET_ARCHIVAL_PUBLISHED_STRONG_TITLE_DOI,Archival published,Proceedings of the 2026 CHI Conference on Human Factors in Computing Systems,https://doi.org/10.1145/3772318.3791568,https://doi.org/10.1145/3772318.3791568,"Exact/near-exact title match with a strong archival DOI and archival container 'Proceedings of the 2026 CHI Conference on Human Factors in Computing Systems', corroborated by the v2.2 Crossref/OpenAlex verification evidence. Upgrade the register from 'Preprint/technical report' to archival published.",ChatGPT-assisted manual evidence review,2026-09-13,set status Archival published; set archival venue and identifier
B1_ICLR,716,HackWorld: EVALUATING COMPUTER-USE AGENTS ON EXPLOITING WEB APPLICATION VULNERABILITIES,DOWNGRADE,RETAIN_ARCHIVAL_OFFICIAL_ICLR,Archival published,International Conference on Learning Representations,https://proceedings.iclr.cc/paper_files/paper/2026/hash/7baa48bc166aa2013d78cbdc15010530-Abstract-Conference.html,https://proceedings.iclr.cc/paper_files/paper/2026/hash/7baa48bc166aa2013d78cbdc15010530-Abstract-Conference.html,Official ICLR proceedings record for the exact paper: HackWorld: Evaluating Computer-Use Agents on Exploiting Web Application Vulnerabilities. This replaces the earlier generic proceedings-search evidence.,ChatGPT-assisted manual evidence review,2026-09-13,keep Archival published; retain/normalize ICLR venue; add authoritative proceedings evidence
A3_upgrades,719,Mind the Web: The Security of Web Use Agents,UPGRADE,SET_ARCHIVAL_PUBLISHED_STRONG_TITLE_DOI,Archival published,Proceedings of the ACM Asia Conference on Computer and Communications Security,https://doi.org/10.1145/3779208.3805968,https://doi.org/10.1145/3779208.3805968,"Exact/near-exact title match with a strong archival DOI and archival container 'Proceedings of the ACM Asia Conference on Computer and Communications Security', corroborated by the v2.2 Crossref/OpenAlex verification evidence. Upgrade the register from 'Preprint/technical report' to archival published.",ChatGPT-assisted manual evidence review,2026-09-13,set status Archival published; set archival venue and identifier
B2_NO_MATCH,721,AI Kill Switch for malicious web-based LLM agent,NO_MATCH,RETAIN_PREPRINT_TARGETED_SEARCH_NO_ARCHIVAL,Preprint/technical report,arXiv / preprint,https://arxiv.org/abs/2503.08792,https://arxiv.org/abs/2503.08792,Targeted exact-title review found no later authoritative conference or journal publication as of 2026-09-13; the existing preprint classification is retained.,ChatGPT-assisted manual evidence review,2026-09-13,retain Preprint/technical report; normalize arXiv identifier when available
A3_upgrades,725,SecureWebArena: A Holistic Security Evaluation Benchmark for LVLM-based Web Agents,UPGRADE,SET_ARCHIVAL_PUBLISHED_STRONG_TITLE_DOI,Archival published,Findings of the Association for Computational Linguistics: ACL 2026,https://doi.org/10.18653/v1/2026.findings-acl.582,https://doi.org/10.18653/v1/2026.findings-acl.582,"Exact/near-exact title match with a strong archival DOI and archival container 'Findings of the Association for Computational Linguistics: ACL 2026', corroborated by the v2.2 Crossref/OpenAlex verification evidence. Upgrade the register from 'Preprint/technical report' to archival published.",ChatGPT-assisted manual evidence review,2026-09-13,set status Archival published; set archival venue and identifier
A3_upgrades,727,WebSP-Eval: Evaluating Web Agents on Website Security and Privacy Tasks,UPGRADE,SET_ARCHIVAL_PUBLISHED_MANUAL_OFFICIAL,Archival published,Proceedings on Privacy Enhancing Technologies,https://doi.org/10.56553/popets-2026-0140,https://petsymposium.org/popets/2026/popets-2026-0140.php,"Official PoPETs proceedings page lists the exact paper in Volume 2026 Issue 4, pages 666-702, DOI 10.56553/popets-2026-0140.",ChatGPT-assisted manual evidence review,2026-09-13,set status Archival published; set archival venue and identifier
B1_ICLR,728,Identifying the Risks of LM Agents with an LM-Emulated Sandbox,DOWNGRADE,RETAIN_ARCHIVAL_OFFICIAL_ICLR,Archival published,International Conference on Learning Representations,https://proceedings.iclr.cc/paper_files/paper/2024/hash/7274ed909a312d4d869cc328ad1c5f04-Abstract-Conference.html,https://proceedings.iclr.cc/paper_files/paper/2024/hash/7274ed909a312d4d869cc328ad1c5f04-Abstract-Conference.html,Official ICLR proceedings record for the exact paper: Identifying the Risks of LM Agents with an LM-Emulated Sandbox. This replaces the earlier generic proceedings-search evidence.,ChatGPT-assisted manual evidence review,2026-09-13,keep Archival published; retain/normalize ICLR venue; add authoritative proceedings evidence
B1_PMLR,733,Agent Smith A Single Image Can Jailbreak One Million Multimodal LLM Agents Exponentially Fast,DOWNGRADE,RETAIN_ARCHIVAL_OFFICIAL_PMLR,Archival published,Proceedings of the 41st International Conference on Machine Learning,https://proceedings.mlr.press/v235/gu24e.html,https://proceedings.mlr.press/v235/gu24e.html,Official Proceedings of Machine Learning Research page lists the exact paper in the ICML proceedings. The automated downgrade was false because the resolver selected the arXiv/preprint copy.,ChatGPT-assisted manual evidence review,2026-09-13,keep Archival published; set/retain PMLR proceedings identifier
A3_upgrades,735,TrustAgent Towards Safe and Trustworthy LLM-based Agents,UPGRADE,SET_ARCHIVAL_PUBLISHED_STRONG_TITLE_DOI,Archival published,Findings of the Association for Computational Linguistics: EMNLP 2024,https://doi.org/10.18653/v1/2024.findings-emnlp.585,https://doi.org/10.18653/v1/2024.findings-emnlp.585,"Exact/near-exact title match with a strong archival DOI and archival container 'Findings of the Association for Computational Linguistics: EMNLP 2024', corroborated by the v2.2 Crossref/OpenAlex verification evidence. Upgrade the register from 'Unconfirmed' to archival published.",ChatGPT-assisted manual evidence review,2026-09-13,set status Archival published; set archival venue and identifier
B2_NO_MATCH,738,GuardAgent: Safeguard LLM Agents via Knowledge-Enabled Reasoning,NO_MATCH,RETAIN_ARCHIVAL_OFFICIAL_PMLR,Archival published,ICML 2025 / PMLR 267,https://proceedings.mlr.press/v267/xiang25a.html,https://proceedings.mlr.press/v267/xiang25a.html,Official PMLR proceedings page confirms GuardAgent at ICML 2025.,ChatGPT-assisted manual evidence review,2026-09-13,keep archival; retain PMLR identifier
A3_upgrades,739,BadAgent Inserting and Activating Backdoor Attacks in LLM Agents,UPGRADE,SET_ARCHIVAL_PUBLISHED_STRONG_TITLE_DOI,Archival published,Proceedings of the 62nd Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers),https://doi.org/10.18653/v1/2024.acl-long.530,https://doi.org/10.18653/v1/2024.acl-long.530,"Exact/near-exact title match with a strong archival DOI and archival container 'Proceedings of the 62nd Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers)', corroborated by the v2.2 Crossref/OpenAlex verification evidence. Upgrade the register from 'Unconfirmed' to archival published.",ChatGPT-assisted manual evidence review,2026-09-13,set status Archival published; set archival venue and identifier
A3_upgrades,740,Preemptive Detection and Correction of Misaligned Actions in LLM Agents,UPGRADE,SET_ARCHIVAL_PUBLISHED_STRONG_TITLE_DOI,Archival published,Proceedings of the 2025 Conference on Empirical Methods in Natural Language Processing,https://doi.org/10.18653/v1/2025.emnlp-main.12,https://doi.org/10.18653/v1/2025.emnlp-main.12,"Exact/near-exact title match with a strong archival DOI and archival container 'Proceedings of the 2025 Conference on Empirical Methods in Natural Language Processing', corroborated by the v2.2 Crossref/OpenAlex verification evidence. Upgrade the register from 'Preprint/technical report' to archival published.",ChatGPT-assisted manual evidence review,2026-09-13,set status Archival published; set archival venue and identifier
A3_upgrades,742,Caution for the Environment Multimodal LLM Agents are Susceptible to Environmental Distractions,UPGRADE,SET_ARCHIVAL_PUBLISHED_STRONG_TITLE_DOI,Archival published,Proceedings of the 63rd Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers),https://doi.org/10.18653/v1/2025.acl-long.1087,https://doi.org/10.18653/v1/2025.acl-long.1087,"Exact/near-exact title match with a strong archival DOI and archival container 'Proceedings of the 63rd Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers)', corroborated by the v2.2 Crossref/OpenAlex verification evidence. Upgrade the register from 'Preprint/technical report' to archival published.",ChatGPT-assisted manual evidence review,2026-09-13,set status Archival published; set archival venue and identifier
B1_ICLR,744,Agent Security Bench (ASB)- Formalizing and Benchmarking Attacks and Defenses in LLM-based Agents,DOWNGRADE,RETAIN_ARCHIVAL_OFFICIAL_ICLR,Archival published,International Conference on Learning Representations,https://proceedings.iclr.cc/paper_files/paper/2025/hash/5750f91d8fb9d5c02bd8ad2c3b44456b-Abstract-Conference.html,https://proceedings.iclr.cc/paper_files/paper/2025/hash/5750f91d8fb9d5c02bd8ad2c3b44456b-Abstract-Conference.html,Official ICLR proceedings record for the exact paper: Agent Security Bench (ASB): Formalizing and Benchmarking Attacks and Defenses in LLM-based Agents. This replaces the earlier generic proceedings-search evidence.,ChatGPT-assisted manual evidence review,2026-09-13,keep Archival published; retain/normalize ICLR venue; add authoritative proceedings evidence
B1_COLM,745,HAICOSYSTEM: An Ecosystem for Sandboxing Safety Risks in Human-AI Interactions,DOWNGRADE,RETAIN_ARCHIVAL_OFFICIAL_COLM,Archival published,Conference on Language Modeling,arXiv:2409.16427,https://openreview.net/pdf?id=KI1WQ6rLiy,Final OpenReview manuscript is explicitly marked Published as a conference paper at COLM. The automated downgrade was false because it resolved the arXiv/preprint copy.,ChatGPT-assisted manual evidence review,2026-09-13,keep Archival published; retain/normalize COLM venue; add final OpenReview evidence
B1_ICLR,746,Multimodal Situational Safety,DOWNGRADE,RETAIN_ARCHIVAL_OFFICIAL_ICLR,Archival published,International Conference on Learning Representations,https://proceedings.iclr.cc/paper_files/paper/2025/hash/1cb57fcf7ff3f6d37eebae5becc9ea6d-Abstract-Conference.html,https://proceedings.iclr.cc/paper_files/paper/2025/hash/1cb57fcf7ff3f6d37eebae5becc9ea6d-Abstract-Conference.html,Official ICLR proceedings record for the exact paper: Multimodal Situational Safety. This replaces the earlier generic proceedings-search evidence.,ChatGPT-assisted manual evidence review,2026-09-13,keep Archival published; retain/normalize ICLR venue; add authoritative proceedings evidence
B1_ICLR,748,AgentHarm A Benchmark for Measuring Harmfulness of LLM Agents,DOWNGRADE,RETAIN_ARCHIVAL_OFFICIAL_ICLR,Archival published,International Conference on Learning Representations,https://proceedings.iclr.cc/paper_files/paper/2025/hash/c493d23af93118975cdbc32cbe7323f5-Abstract-Conference.html,https://proceedings.iclr.cc/paper_files/paper/2025/hash/c493d23af93118975cdbc32cbe7323f5-Abstract-Conference.html,Official ICLR proceedings record for the exact paper: AgentHarm: A Benchmark for Measuring Harmfulness of LLM Agents. This replaces the earlier generic proceedings-search evidence.,ChatGPT-assisted manual evidence review,2026-09-13,keep Archival published; retain/normalize ICLR venue; add authoritative proceedings evidence
A3_upgrades,753,The Task Shield Enforcing Task Alignment to Defend Against Indirect Prompt Injection in LLM Agents,UPGRADE,SET_ARCHIVAL_PUBLISHED_STRONG_TITLE_DOI,Archival published,Proceedings of the 63rd Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers),https://doi.org/10.18653/v1/2025.acl-long.1435,https://doi.org/10.18653/v1/2025.acl-long.1435,"Exact/near-exact title match with a strong archival DOI and archival container 'Proceedings of the 63rd Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers)', corroborated by the v2.2 Crossref/OpenAlex verification evidence. Upgrade the register from 'Preprint/technical report' to archival published.",ChatGPT-assisted manual evidence review,2026-09-13,set status Archival published; set archival venue and identifier
B2_NO_MATCH,755,Context is Key for Agent Security,NO_MATCH,RETAIN_PREPRINT_TARGETED_SEARCH_NO_ARCHIVAL,Preprint/technical report,arXiv / preprint,https://arxiv.org/abs/2501.17070,https://arxiv.org/abs/2501.17070,Exact arXiv record located; no final archival venue found in targeted review as of 2026-09-13.,ChatGPT-assisted manual evidence review,2026-09-13,retain Preprint/technical report; normalize arXiv 2501.17070
