record_id,title,register_status,register_venue,register_identifier,resolved_via,title_match,found_title,found_venue,found_type,found_year,found_doi,openalex_id,candidate_sources,candidate_count,archival_candidate_count,strong_archival_candidate_count,rejected_title_mismatches,archival_evidence,VERDICT,notes
577,AndroidGen Building an Android Language Agent under Data Scarcity,Archival published,"ACL 2025 (Vol. 1: Long Papers, pp. 2727–2749)",https://aclanthology.org/2025.acl-long.138/; 2504.19298,crossref:title,1.0,AndroidGen: Building an Android Language Agent under Data Scarcity,Proceedings of the 63rd Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers),proceedings-article,2025,10.18653/v1/2025.acl-long.138,,datacite:arxiv | openalex:arxiv | openalex:title | openalex:title | crossref:title,5,2,2,,openalex:title: DOI prefix 10.18653 (ACL Anthology) | openalex:title: pages 2727-2749 | crossref:title: crossref type=proceedings-article venue='Proceedings of the 63rd Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers)',OK_ARCHIVAL,
578,Breaking the Data Barrier -- Building GUI Agents Through Task Generalization,Archival published,COLM 2025,OpenReview QDtORaZt8K; 2504.10127,datacite:arxiv,1.0,Breaking the Data Barrier -- Building GUI Agents Through Task Generalization,arXiv,Preprint,2025,10.48550/arxiv.2504.10127,,datacite:arxiv | openalex:arxiv | openalex:title,3,0,0,,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2504.10127,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found
579,ARPO: End-to-End Policy Optimization for GUI Agents with Experience Replay,Preprint/technical report,arXiv preprint arXiv:2505.16282,,openalex:title,1.0,ARPO:End-to-End Policy Optimization for GUI Agents with Experience Replay,,preprint,2025,10.48550/arxiv.2505.16282,https://openalex.org/W4416450344,openalex:title,1,0,0,,openalex:title: OpenAlex type=preprint,OK_PREPRINT,
580,Efficient Agent Training for Computer Use,Archival accepted,ICLR 2026 (Poster),https://openreview.net/forum?id=cDuA6ZNvCl; arXiv:2505.13909,datacite:arxiv,1.0,Efficient Agent Training for Computer Use,arXiv,Preprint,2025,10.48550/arxiv.2505.13909,,datacite:arxiv | openalex:arxiv | openalex:title,3,0,0,,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2505.13909,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found
582,Group-in-Group Policy Optimization for LLM Agent Training,Archival published,NeurIPS 2025,"proceedings.neurips.cc (2025, OpenReview QXEhBMNrCW); 2505.10978",crossref:title,1.0,Group-in-Group Policy Optimization for LLM Agent Training,Advances in Neural Information Processing Systems 38,proceedings-article,2025,10.52202/085713-1544,,datacite:arxiv | openalex:title | crossref:title,3,2,2,,openalex:title: DOI prefix 10.52202 (NeurIPS/PMLR) | openalex:title: pages 51797-51830 | crossref:title: crossref type=proceedings-article venue='Advances in Neural Information Processing Systems 38',OK_ARCHIVAL,
583,GUI-G1 Understanding R1-Zero-Like Training for Visual Grounding in GUI Agents,Preprint/technical report,arXiv preprint arXiv:2505.15810,arXiv:2505.15810,crossref:title,1.0,GUI-G1: Understanding R1-Zero-Like Training for Visual Grounding in GUI Agents,Advances in Neural Information Processing Systems 38,proceedings-article,2025,10.52202/085713-3201,,datacite:arxiv | openalex:title | crossref:title,3,2,2,,openalex:title: DOI prefix 10.52202 (NeurIPS/PMLR) | openalex:title: pages 106088-106110 | crossref:title: crossref type=proceedings-article venue='Advances in Neural Information Processing Systems 38',UPGRADE,register 'Preprint/technical report'; strong archival evidence 'Advances in Neural Information Processing Systems 38'
584,MobileIPL Enhancing Mobile Agents Thinking Process via Iterative Preference Learning,Archival accepted,ICLR 2026 (Poster),https://openreview.net/forum?id=PS8iu4PxKz; arXiv:2505.12299,datacite:arxiv,1.0,MobileIPL: Enhancing Mobile Agents Thinking Process via Iterative Preference Learning,arXiv,Preprint,2025,10.48550/arxiv.2505.12299,,datacite:arxiv | openalex:arxiv | openalex:title,3,0,0,,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2505.12299,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found
585,ProgRM Build Better GUI Agents with Progress Rewards,Preprint/technical report,arXiv preprint arXiv:2505.18121,,unresolved,,,,,,,,,0,0,0,,,NO_MATCH,"no title-consistent match in DataCite, OpenAlex, Crossref, or DBLP; verify manually"
586,Scalable Video-to-Dataset Generation for Cross-Platform Mobile Agents,Archival published,CVPR 2025 (IEEE/CVF main proceedings),https://openaccess.thecvf.com/content/CVPR2025/html/Jang_Scalable_Video-to-Dataset_Generation_for_Cross-Platform_Mobile_Agents_CVPR_2025_paper.html (IEEE Xplore doc 11093822); arXiv:2505.12632,crossref:title,1.0,Scalable Video-to-Dataset Generation for Cross-Platform Mobile Agents,2025 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),proceedings-article,2025,10.1109/cvpr52734.2025.00804,,datacite:arxiv | openalex:arxiv | openalex:title | openalex:title | crossref:title,5,2,2,,openalex:title: DOI prefix 10.1109 (IEEE) | openalex:title: pages 8604-8614 | crossref:title: crossref type=proceedings-article venue='2025 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR)',OK_ARCHIVAL,
587,Self-Generated In-Context Examples Improve LLM Agents for Sequential Decision-Making Tasks,Archival accepted,NeurIPS 2025 (poster),https://openreview.net/forum?id=YurjMGGTTj; 2505.00234,crossref:title,1.0,Self-Generated In-Context Examples Improve LLM Agents for Sequential Decision-Making Tasks,Advances in Neural Information Processing Systems 38,proceedings-article,2025,10.52202/085713-2158,,datacite:arxiv | openalex:title | crossref:title,3,2,2,,openalex:title: DOI prefix 10.52202 (NeurIPS/PMLR) | openalex:title: pages 71753-71786 | crossref:title: crossref type=proceedings-article venue='Advances in Neural Information Processing Systems 38',OK_ARCHIVAL,
588,SPA-RL Reinforcing LLM Agents via Stepwise Progress Attribution,Preprint/technical report,arXiv preprint arXiv:2505.20732,,openalex:title,1.0,SPA-RL: Reinforcing LLM Agents via Stepwise Progress Attribution,,preprint,2025,10.48550/arxiv.2505.20732,https://openalex.org/W4415036250,openalex:title,1,0,0,,openalex:title: OpenAlex type=preprint,OK_PREPRINT,
589,Structured Agent Distillation for Large Language Model,Archival accepted,AAMAS 2026,2505.13820,crossref:title,0.939,Structured Agent Distillation for Large Language Model Agents,Proceedings of the 25th International Conference on Autonomous Agents and Multiagent Systems,proceedings-article,,10.65109/olhj8062,,datacite:arxiv | openalex:arxiv | openalex:title | openalex:title | crossref:title,5,1,0,,crossref:title: crossref type=proceedings-article venue='Proceedings of the 25th International Conference on Autonomous Agents and Multiagent Systems',DOWNGRADE,register claims archival; no strong title-consistent archival evidence found
590,Towards Efficient Online Tuning of VLM Agents via Counterfactual Soft Reinforcement Learning,Archival published,ICML 2025 (PMLR 267:16884–16903),https://proceedings.mlr.press/v267/feng25n.html; arXiv:2505.03792,datacite:arxiv,1.0,Towards Efficient Online Tuning of VLM Agents via Counterfactual Soft Reinforcement Learning,arXiv,Preprint,2025,10.48550/arxiv.2505.03792,,datacite:arxiv | openalex:arxiv | openalex:title,3,0,0,,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2505.03792,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found
591,Training LLM-Based Agents with Synthetic Self-Reflected Trajectories and Partial Masking,Preprint/technical report,—,https://arxiv.org/abs/2505.20023; arXiv:2505.20023,datacite:arxiv,1.0,Training LLM-Based Agents with Synthetic Self-Reflected Trajectories and Partial Masking,arXiv,Preprint,2025,10.48550/arxiv.2505.20023,,datacite:arxiv | openalex:arxiv | openalex:title,3,0,0,,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2505.20023,OK_PREPRINT,
592,UI-Evol Automatic Knowledge Evolving for Computer Use Agents,Preprint/technical report,"— (carries a ""PMLR 267, 2026"" template line, unconfirmed)",https://arxiv.org/abs/2505.21964; arXiv:2505.21964,datacite:arxiv,1.0,UI-Evol: Automatic Knowledge Evolving for Computer Use Agents,arXiv,Preprint,2025,10.48550/arxiv.2505.21964,,datacite:arxiv | openalex:arxiv | openalex:title,3,0,0,,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2505.21964,OK_PREPRINT,
593,UI-Genie A Self-Improving Approach for Iteratively Boosting MLLM-based Mobile GUI Agents,Archival accepted,NeurIPS 2025,https://proceedings.neurips.cc/paper_files/paper/2025/hash/dd1577afd396928ed64216f3f1fd5556-Abstract-Conference.html; 2505.21496,crossref:title,1.0,UI-Genie: A Self-Improving Approach for Iteratively Boosting MLLM-based Mobile GUI Agents,Advances in Neural Information Processing Systems 38,proceedings-article,2025,10.52202/085713-5028,,datacite:arxiv | openalex:title | crossref:title,3,2,2,,openalex:title: DOI prefix 10.52202 (NeurIPS/PMLR) | openalex:title: pages 166978-167013 | crossref:title: crossref type=proceedings-article venue='Advances in Neural Information Processing Systems 38',OK_ARCHIVAL,
594,WebDancer Towards Autonomous Information Seeking Agency,Archival published,Advances in NeurIPS,arXiv:2505.22648,crossref:title,1.0,WebDancer: Towards Autonomous Information Seeking Agency,Advances in Neural Information Processing Systems 38,proceedings-article,2025,10.52202/085713-4035,,datacite:arxiv | openalex:title | crossref:title,3,2,2,,openalex:title: DOI prefix 10.52202 (NeurIPS/PMLR) | openalex:title: pages 134093-134121 | crossref:title: crossref type=proceedings-article venue='Advances in Neural Information Processing Systems 38',OK_ARCHIVAL,
595,AgentSynth: Scalable Task Generation for Generalist Computer-Use Agents,Archival published,International Conference on Learning Representations,arXiv:2506.14205,datacite:arxiv,1.0,AgentSynth: Scalable Task Generation for Generalist Computer-Use Agents,arXiv,Preprint,2025,10.48550/arxiv.2506.14205,,datacite:arxiv | openalex:arxiv | openalex:title,3,0,0,,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2506.14205,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found
597,Mirage-1: Augmenting and Updating GUI Agent with Hierarchical Multimodal Skills,Preprint/technical report,arXiv,2506.10387,datacite:arxiv,1.0,Mirage-1: Augmenting and Updating GUI Agent with Hierarchical Multimodal Skills,arXiv,Preprint,2025,10.48550/arxiv.2506.10387,,datacite:arxiv | openalex:arxiv | openalex:title,3,0,0,,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2506.10387,OK_PREPRINT,
598,Agent-RLVR Training Software Engineering Agents via Guidance and Environment Rewards,Preprint/technical report,—,https://arxiv.org/abs/2506.11425; arXiv:2506.11425,datacite:arxiv,1.0,Agent-RLVR: Training Software Engineering Agents via Guidance and Environment Rewards,arXiv,Preprint,2025,10.48550/arxiv.2506.11425,,datacite:arxiv | openalex:arxiv | openalex:title,3,0,0,,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2506.11425,OK_PREPRINT,
599,AgentCPM-GUI Building Mobile-Use Agents with Reinforcement Fine-Tuning,Archival accepted,EMNLP 2025 (System Demonstrations),https://aclanthology.org/2025.emnlp-demos.12/; 2506.01391,crossref:title,1.0,AgentCPM-GUI: Building Mobile-Use Agents with Reinforcement Fine-Tuning,Proceedings of the 2025 Conference on Empirical Methods in Natural Language Processing: System Demonstrations,proceedings-article,2025,10.18653/v1/2025.emnlp-demos.12,,datacite:arxiv | openalex:arxiv | openalex:title | openalex:title | openalex:title | crossref:title,6,2,2,,openalex:title: DOI prefix 10.18653 (ACL Anthology) | openalex:title: pages 155-180 | crossref:title: crossref type=proceedings-article venue='Proceedings of the 2025 Conference on Empirical Methods in Natural Language Processing: System Demonstrations',OK_ARCHIVAL,
601,Contextual Experience Replay for Self-Improvement of Language Agents,Archival published,"ACL 2025 (Long), pp. 14179–14198",https://doi.org/10.18653/v1/2025.acl-long.694; 2506.06698,crossref:doi,1.0,Contextual Experience Replay for Self-Improvement of Language Agents,Proceedings of the 63rd Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers),proceedings-article,2025,10.18653/v1/2025.acl-long.694,,datacite:arxiv | openalex:doi | crossref:doi,3,2,2,,openalex:doi: DOI prefix 10.18653 (ACL Anthology) | openalex:doi: pages 14179-14198 | crossref:doi: crossref type=proceedings-article venue='Proceedings of the 63rd Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers)',OK_ARCHIVAL,
602,Leveraging In-Context Learning for Language Model Agents,Preprint/technical report,MTI-LLM @ NeurIPS 2025 Workshop,OpenReview BzBqRAbdFC; 2506.13109,datacite:arxiv,1.0,Leveraging In-Context Learning for Language Model Agents,arXiv,Preprint,2025,10.48550/arxiv.2506.13109,,datacite:arxiv | openalex:arxiv | openalex:title,3,0,0,,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2506.13109,OK_PREPRINT,
604,WebSynthesis: World Model-Guided Monte Carlo Tree Search for Efficient WebAgent Trajectory Synthesis,Archival published,"Proceedings of the 64th Annual Meeting of the Association for Computational Linguistics, Volume 1: Long Papers",https://doi.org/10.18653/v1/2026.acl-long.1157,crossref:doi,1.0,WebSynthesis: World Model-Guided Monte Carlo Tree Search for Efficient WebAgent Trajectory Synthesis,Proceedings of the 64th Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers),proceedings-article,2026,10.18653/v1/2026.acl-long.1157,,openalex:doi | crossref:doi,2,2,2,,openalex:doi: DOI prefix 10.18653 (ACL Anthology) | openalex:doi: pages 25241-25258 | crossref:doi: crossref type=proceedings-article venue='Proceedings of the 64th Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers)',OK_ARCHIVAL,
605,Cognitive Duality for Adaptive Web Agents,Preprint/technical report,—,https://arxiv.org/abs/2508.05081; arXiv:2508.05081,datacite:arxiv,1.0,Cognitive Duality for Adaptive Web Agents,arXiv,Preprint,2025,10.48550/arxiv.2508.05081,,datacite:arxiv,1,0,0,,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2508.05081,OK_PREPRINT,
606,SEAgent: Self-Evolving Computer Use Agent with Autonomous Learning from Experience,Preprint/technical report,arXiv (ICLR 2026 submission withdrawn),2508.04700,datacite:arxiv,1.0,SEAgent: Self-Evolving Computer Use Agent with Autonomous Learning from Experience,arXiv,Preprint,2025,10.48550/arxiv.2508.04700,,datacite:arxiv,1,0,0,,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2508.04700,OK_PREPRINT,
607,Online Process Reward Learning for Agentic Reinforcement Learning,Preprint/technical report,—,https://arxiv.org/abs/2509.19199; arXiv:2509.19199,unresolved,,,,,,,,,0,0,0,,,NO_MATCH,"no title-consistent match in DataCite, OpenAlex, Crossref, or DBLP; verify manually"
608,"Recon-Act: A Self-Evolving Multi-Agent Browser-Use System via Web Reconnaissance, Tool Generation, and Task Execution",Preprint/technical report,—,https://arxiv.org/abs/2509.21072; arXiv:2509.21072,datacite:arxiv,1.0,"Recon-Act: A Self-Evolving Multi-Agent Browser-Use System via Web Reconnaissance, Tool Generation, and Task Execution",arXiv,Preprint,2025,10.48550/arxiv.2509.21072,,datacite:arxiv | openalex:arxiv | openalex:title,3,0,0,,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2509.21072,OK_PREPRINT,
609,Reinforcement Learning Foundations for Deep Research Systems: A Survey,Preprint/technical report,—,https://arxiv.org/abs/2509.06733; arXiv:2509.06733,datacite:arxiv,1.0,Reinforcement Learning Foundations for Deep Research Systems: A Survey,arXiv,Preprint,2025,10.48550/arxiv.2509.06733,,datacite:arxiv | openalex:arxiv | openalex:title,3,0,0,,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2509.06733,OK_PREPRINT,
610,Scaling Agents via Continual Pre-training,Preprint/technical report,arXiv (Tongyi Lab/Alibaba),2509.13310,datacite:arxiv,1.0,Scaling Agents via Continual Pre-training,arXiv,Preprint,2025,10.48550/arxiv.2509.13310,,datacite:arxiv | openalex:arxiv | openalex:title,3,0,0,,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2509.13310,OK_PREPRINT,
611,SFR-DeepResearch: Towards Effective Reinforcement Learning for Autonomously Reasoning Single Agents,Preprint/technical report,arXiv (Salesforce),2509.06283,datacite:arxiv,1.0,SFR-DeepResearch: Towards Effective Reinforcement Learning for Autonomously Reasoning Single Agents,arXiv,Preprint,2025,10.48550/arxiv.2509.06283,,datacite:arxiv | openalex:arxiv | openalex:title,3,0,0,,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2509.06283,OK_PREPRINT,
612,"Agent Data Protocol: Unifying Datasets for Diverse, Effective Fine-tuning of LLM Agents",Archival accepted,ICLR 2026 (Oral),https://openreview.net/forum?id=tG6301ORHd; arXiv:2510.24702,datacite:arxiv,1.0,"Agent Data Protocol: Unifying Datasets for Diverse, Effective Fine-tuning of LLM Agents",arXiv,Preprint,2025,10.48550/arxiv.2510.24702,,datacite:arxiv,1,0,0,,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2510.24702,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found
613,Agent Learning via Early Experience,Preprint/technical report,,2510.08558,datacite:arxiv,1.0,Agent Learning via Early Experience,arXiv,Preprint,2025,10.48550/arxiv.2510.08558,,datacite:arxiv | openalex:arxiv | openalex:title,3,0,0,,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2510.08558,OK_PREPRINT,
614,Alloy: Generating Reusable Agent Workflows from User Demonstration,Preprint/technical report,—,https://arxiv.org/abs/2510.10049; arXiv:2510.10049,datacite:arxiv,1.0,ALLOY: Generating Reusable Agent Workflows from User Demonstration,arXiv,Preprint,2025,10.48550/arxiv.2510.10049,,datacite:arxiv,1,0,0,,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2510.10049,OK_PREPRINT,
615,"Don’t Just Fine-tune the Agent, Tune the Environment",Archival published,International Conference on Learning Representations,arXiv:2510.10197,datacite:arxiv,1.0,"Don't Just Fine-tune the Agent, Tune the Environment",arXiv,Preprint,2025,10.48550/arxiv.2510.10197,,datacite:arxiv | openalex:arxiv,2,0,0,,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2510.10197,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found
616,FINE-TUNING WITH RAG FOR IMPROVING LLM LEARNING OF NEW SKILLS,Preprint/technical report,Submitted to ICLR 2026 (no decision tag),https://openreview.net/forum?id=Mm7pDVbguc; arXiv:2510.01375,datacite:arxiv,1.0,Fine-tuning with RAG for Improving LLM Learning of New Skills,arXiv,Preprint,2025,10.48550/arxiv.2510.01375,,datacite:arxiv | openalex:arxiv | openalex:title,3,0,0,,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2510.01375,OK_PREPRINT,
617,"LLMs as Scalable, General-Purpose Simulators For Evolving Digital Agent Training",Workshop/non-archival,NeurIPS 2025 LAW Workshop (Spotlight),https://openreview.net/forum?id=762D8ndh2E; arXiv:2510.14969,datacite:arxiv,1.0,"LLMs as Scalable, General-Purpose Simulators For Evolving Digital Agent Training",arXiv,Preprint,2025,10.48550/arxiv.2510.14969,,datacite:arxiv,1,0,0,,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2510.14969,OK_PREPRINT,
618,ReInAgent: A Context-Aware GUI Agent Enabling Human-in-the-Loop Mobile Task Navigation,Preprint/technical report,—,https://arxiv.org/abs/2510.07988; arXiv:2510.07988,datacite:arxiv,1.0,ReInAgent: A Context-Aware GUI Agent Enabling Human-in-the-Loop Mobile Task Navigation,arXiv,Preprint,2025,10.48550/arxiv.2510.07988,,datacite:arxiv | openalex:arxiv | openalex:title | openalex:title | crossref:title,5,0,0,,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2510.07988,OK_PREPRINT,
619,Search Self-play: Pushing the Frontier of Agent Capability without Supervision,Archival published,International Conference on Learning Representations,arXiv:2510.18821,datacite:arxiv,1.0,Search Self-play: Pushing the Frontier of Agent Capability without Supervision,arXiv,Preprint,2025,10.48550/arxiv.2510.18821,,datacite:arxiv | openalex:arxiv | openalex:title,3,0,0,,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2510.18821,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found
620,The Unreasonable Effectiveness of Scaling Agents for Computer Use,Preprint/technical report,arXiv (Simular),2510.02250,unresolved,,,,,,,,,0,0,0,,,NO_MATCH,"no title-consistent match in DataCite, OpenAlex, Crossref, or DBLP; verify manually"
622,AgentPRM: Process Reward Models for LLM Agents via Step-Wise Promise and Progress,Archival published,Proceedings of the ACM Web Conference 2026,https://doi.org/10.1145/3774904.3792551,crossref:doi,1.0,AgentPRM: Process Reward Models for LLM Agents via Step-Wise Promise and Progress,Proceedings of the ACM Web Conference 2026,proceedings-article,2026,10.1145/3774904.3792551,,openalex:doi | crossref:doi,2,2,2,,openalex:doi: DOI prefix 10.1145 (ACM) | openalex:doi: pages 4184-4195 | crossref:doi: crossref type=proceedings-article venue='Proceedings of the ACM Web Conference 2026',OK_ARCHIVAL,
623,Scaling Environments for LLM Agents in the Era of Learning from Interaction: A Survey,Workshop/non-archival,NeurIPS 2025 Scaling Environments for Agents workshop,https://arxiv.org/abs/2511.09586; arXiv:2511.09586,crossref:title,1.0,Scaling Environments for LLM Agents in the Era of Learning from Interaction: A Survey,,posted-content,2025,10.36227/techrxiv.176161788.84581217/v1,,openalex:title | crossref:title,2,0,0,,crossref:title: crossref type=posted-content (preprint),OK_PREPRINT,
624,Simulating Environments with Reasoning Models for Agent Training,Preprint/technical report,—,https://arxiv.org/abs/2511.01824; arXiv:2511.01824,datacite:arxiv,1.0,Simulating Environments with Reasoning Models for Agent Training,arXiv,Preprint,2025,10.48550/arxiv.2511.01824,,datacite:arxiv | openalex:arxiv | openalex:title,3,0,0,,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2511.01824,OK_PREPRINT,
625,Nex-N1: Agentic Models Trained via a Unified Ecosystem for Large-Scale Environment Construction,Preprint/technical report,—,https://arxiv.org/abs/2512.04987; arXiv:2512.04987,datacite:arxiv,1.0,Nex-N1: Agentic Models Trained via a Unified Ecosystem for Large-Scale Environment Construction,arXiv,Preprint,2025,10.48550/arxiv.2512.04987,,datacite:arxiv | openalex:arxiv | openalex:title,3,0,0,,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2512.04987,OK_PREPRINT,
626,Step-GUI Technical Report,Preprint/technical report,—,https://arxiv.org/abs/2512.15431; arXiv:2512.15431,datacite:arxiv,1.0,Step-GUI Technical Report,arXiv,Preprint,2025,10.48550/arxiv.2512.15431,,datacite:arxiv | openalex:arxiv | openalex:title | openalex:title,4,0,0,,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2512.15431,OK_PREPRINT,
627,Synthesizing Agentic Data for Web Agents with Progressive Difficulty Enhancement Mechanisms,Preprint/technical report,—,https://openreview.net/forum?id=ExBGKdOBo8; arXiv:2510.13913,datacite:arxiv,1.0,Synthesizing Agentic Data for Web Agents with Progressive Difficulty Enhancement Mechanisms,arXiv,Preprint,2025,10.48550/arxiv.2510.13913,,datacite:arxiv,1,0,0,,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2510.13913,OK_PREPRINT,
628,WebATLAS: An LLM Agent with Experience-Driven Memory and Action Simulation,Workshop/non-archival,NeurIPS 2025 Workshop on Language Agents and World Models,https://openreview.net/forum?id=73Oho712rS; arXiv:2510.22732,datacite:arxiv,1.0,WebATLAS: An LLM Agent with Experience-Driven Memory and Action Simulation,arXiv,Preprint,2025,10.48550/arxiv.2510.22732,,datacite:arxiv,1,0,0,,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2510.22732,OK_PREPRINT,
630,ExpSeek: Self-Triggered Experience Seeking for Web Agents,Preprint/technical report,—,https://arxiv.org/abs/2601.08605; arXiv:2601.08605,crossref:title,1.0,ExpSeek: Self-Triggered Experience Seeking for Web Agents,Findings of the Association for Computational Linguistics: ACL 2026,proceedings-article,2026,10.18653/v1/2026.findings-acl.1462,,datacite:arxiv | openalex:arxiv | openalex:title | openalex:title | openalex:title | crossref:title,6,2,2,,openalex:title: DOI prefix 10.18653 (ACL Anthology) | openalex:title: pages 29255-29283 | crossref:title: crossref type=proceedings-article venue='Findings of the Association for Computational Linguistics: ACL 2026',UPGRADE,register 'Preprint/technical report'; strong archival evidence 'Findings of the Association for Computational Linguistics: ACL 2026'
631,Digi-Q: Learning VLM Q-Value Functions for Training Device-Control Agents,Archival published,International Conference on Learning Representations,arXiv:2502.15760,datacite:arxiv,0.971,Digi-Q: Learning Q-Value Functions for Training Device-Control Agents,arXiv,Preprint,2025,10.48550/arxiv.2502.15760,,datacite:arxiv | openalex:arxiv | openalex:title,3,0,0,,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2502.15760,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found
632,GUI-Libra: Training Native GUI Agents to Reason and Act with Action-aware Supervision and Partially Verifiable RL,Preprint/technical report,—,https://arxiv.org/abs/2602.22190; arXiv:2602.22190,datacite:arxiv,1.0,GUI-Libra: Training Native GUI Agents to Reason and Act with Action-aware Supervision and Partially Verifiable RL,arXiv,Preprint,2026,10.48550/arxiv.2602.22190,,datacite:arxiv | openalex:arxiv | openalex:title | openalex:title,4,0,0,,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2602.22190,OK_PREPRINT,
633,JEF-Hinter: Leveraging Offline Knowledge for Improving Web Agents Adaptation,Preprint/technical report,—,https://arxiv.org/abs/2510.04373; arXiv:2510.04373,datacite:arxiv,1.0,JEF-Hinter: Leveraging Offline Knowledge for Improving Web Agents Adaptation,arXiv,Preprint,2025,10.48550/arxiv.2510.04373,,datacite:arxiv | openalex:arxiv | openalex:title,3,0,0,,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2510.04373,OK_PREPRINT,
634,ColorBrowserAgent: Complex Long-Horizon Browser Agent with Adaptive Knowledge Evolution,Archival published,Proceedings of ACL,arXiv:2601.07262,crossref:title,1.0,ColorBrowserAgent: Complex Long-Horizon Browser Agent with Adaptive Knowledge Evolution,Proceedings of the 64th Annual Meeting of the Association for Computational Linguistics (Volume 6: Industry Track),proceedings-article,2026,10.18653/v1/2026.acl-industry.46,,datacite:arxiv | openalex:arxiv | openalex:title | openalex:title | openalex:title | openalex:title | crossref:title,7,2,2,,openalex:title: DOI prefix 10.18653 (ACL Anthology) | openalex:title: pages 665-680 | crossref:title: crossref type=proceedings-article venue='Proceedings of the 64th Annual Meeting of the Association for Computational Linguistics (Volume 6: Industry Track)',OK_ARCHIVAL,
635,DynaWeb: Model-Based Reinforcement Learning of Web Agents,Preprint/technical report,—,https://arxiv.org/abs/2601.22149; arXiv:2601.22149,datacite:arxiv,1.0,DynaWeb: Model-Based Reinforcement Learning of Web Agents,arXiv,Preprint,2026,10.48550/arxiv.2601.22149,,datacite:arxiv | openalex:arxiv | openalex:title | openalex:title,4,0,0,,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2601.22149,OK_PREPRINT,
636,GUI Agents with Reinforcement Learning: Toward Digital Inhabitants,Preprint/technical report,—,https://arxiv.org/abs/2604.27955; arXiv:2604.27955,datacite:arxiv,1.0,GUI Agents with Reinforcement Learning: Toward Digital Inhabitants,arXiv,Preprint,2026,10.48550/arxiv.2604.27955,,datacite:arxiv | openalex:arxiv | openalex:title | openalex:title,4,0,0,,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2604.27955,OK_PREPRINT,
637,Agent Lightning: Train ANY AI Agents with Reinforcement Learning,Preprint/technical report,arXiv preprint arXiv:2508.03680,,unresolved,,,,,,,,,0,0,0,,,NO_MATCH,"no title-consistent match in DataCite, OpenAlex, Crossref, or DBLP; verify manually"
638,Self-Improving LLM Agents at Test-Time,Preprint/technical report,arXiv preprint arXiv:2510.07841,,openalex:title,1.0,Self-Improving LLM Agents at Test-Time,,preprint,2025,10.48550/arxiv.2510.07841,https://openalex.org/W4416399786,openalex:title,1,0,0,,openalex:title: OpenAlex type=preprint,OK_PREPRINT,
